N;DELAY;THRESHOLD;BUF SIZE;KILLED DOCKER;REAL MPI KILLED;TIME;DEADLOCK;SEGFAULT;ABORT;RIGHT RESULT;D;WR
33;3;17;26007294;4;33;5.804;False;False;False;True;False;False
48;4;14;18052283;0;0;4.286;False;False;False;True;False;False
60;2;12;14524057;3;57;4.306;False;False;True;True;False;False
63;4;12;13827813;1;0;4.938;False;False;False;True;False;False
7;2;37;68019580;1;7;2.932;False;False;False;True;False;False
25;4;20;34014134;0;0;4.324;False;False;False;True;False;False
17;4;24;49136814;0;0;4.385;False;False;False;True;False;False
36;4;16;23892063;0;0;4.238;False;False;False;True;False;False
26;3;19;32750156;0;0;3.25;False;False;False;True;False;False
31;2;17;27636720;8;31;6.732;False;False;True;True;False;False
25;4;20;34006232;0;0;4.296;False;False;False;True;False;False
50;3;14;17352639;0;0;3.369;False;False;False;True;False;False
63;3;12;13822817;0;0;3.333;False;False;False;True;False;False
44;4;15;19654314;0;0;4.427;False;False;False;True;False;False
4;3;50;88413599;3;0;4.47;False;False;False;True;False;False
39;2;16;22108711;4;39;4.838;False;False;True;True;False;False
27;4;19;31599088;0;0;4.339;False;False;False;True;False;False
27;4;19;31572320;0;0;4.297;False;False;False;True;False;False
28;4;18;30501122;0;0;4.333;False;False;False;True;False;False
10;2;31;55279104;2;10;3.543;False;False;True;True;False;False
44;2;15;19654906;10;2;8.323;False;False;False;True;False;False
27;3;19;31574148;0;0;3.226;False;False;False;True;False;False
34;3;17;25258230;6;1;6.847;False;False;False;True;False;False
10;2;31;55252458;5;10;5.123;False;False;True;True;False;False
52;3;13;16689661;4;0;5.711;False;False;False;True;False;False
38;4;16;22672207;0;0;4.295;False;False;False;True;False;False
47;3;14;18423651;7;10;7.291;False;False;True;True;False;False
29;2;18;29484992;4;29;4.705;False;False;True;True;False;False
5;4;44;80383544;0;4;4.306;False;False;False;True;False;False
33;3;17;26031698;8;7;8.249;False;False;True;True;False;False
63;4;12;13836085;0;0;4.356;False;False;False;True;False;False
22;2;21;38445862;8;7;6.468;False;False;True;True;False;False
23;4;20;36845431;0;0;4.306;False;False;False;True;False;False
24;2;20;35378416;0;24;2.371;False;False;False;True;False;False
30;3;18;28521629;0;0;3.228;False;False;False;True;False;False
14;3;26;44206072;3;0;4.454;False;False;False;True;False;False
25;4;20;34003087;0;0;4.291;False;False;False;True;False;False
60;2;12;14503976;2;1;3.76;False;False;False;True;False;False
4;3;50;88411882;3;2;5.04;False;False;False;True;False;False
34;3;17;25266076;8;34;8.176;False;False;True;True;False;False
19;3;22;44228998;5;19;6.185;False;False;True;True;False;False
16;2;25;52018020;5;4;5.319;False;False;False;True;False;False
37;3;16;23265750;4;0;5.141;False;False;False;True;False;False
26;2;19;32745504;6;1;6.07;False;True;False;True;False;False
40;3;15;21576054;4;40;5.815;False;False;True;True;False;False
20;4;22;42114047;3;0;6.155;False;False;False;True;False;False
47;2;14;18441199;3;4;4.584;False;True;True;True;False;False
61;4;12;14271139;0;0;4.387;False;False;False;True;False;False
39;4;16;22112085;0;0;4.261;False;False;False;True;False;False
18;4;23;46549907;4;3;6.617;False;False;True;True;False;False
26;4;19;32748038;0;0;4.303;False;False;False;True;False;False
60;2;12;14512999;10;39;8.199;False;False;True;True;False;False
27;4;19;31576064;0;0;4.29;False;False;False;True;False;False
11;3;30;52029258;2;8;4.491;False;False;True;True;False;False
20;3;22;42126017;5;2;6.084;False;False;True;True;False;False
44;4;15;19650462;0;0;4.295;False;False;False;True;False;False
15;4;25;42106477;0;0;4.282;False;False;False;True;False;False
57;3;13;15267193;0;0;3.26;False;False;False;True;False;False
59;4;13;14765209;0;0;4.301;False;False;False;True;False;False
42;4;15;20562812;6;6;7.65;False;False;True;True;False;False
31;2;17;27632122;6;4;5.852;False;False;True;True;False;False
10;4;31;55270725;0;0;4.282;False;False;False;True;False;False
15;2;25;42104118;6;1;5.73;False;False;False;True;False;False
49;4;14;17704955;0;0;4.32;False;False;False;True;False;False
9;2;33;58936346;3;9;4.083;False;False;True;True;False;False
40;3;15;21578406;7;0;7.257;False;False;False;True;False;False
63;3;12;13817518;0;0;3.223;False;False;False;True;False;False
46;3;14;18829572;6;0;6.827;False;False;False;True;False;False
33;3;17;26001064;5;2;6.412;False;False;False;True;False;False
4;4;50;88401273;0;0;4.283;False;False;False;True;False;False
64;3;12;13603395;10;1;9.433;False;False;False;True;False;False
45;3;14;19243668;6;0;6.162;False;False;False;True;False;False
40;2;15;21592897;3;40;4.393;False;False;True;True;False;False
46;4;14;18809752;0;0;4.4;False;False;False;True;False;False
13;4;27;46554721;9;0;9.719;False;False;False;True;False;False
38;2;16;22666860;7;12;6.354;False;False;True;True;False;False
42;4;15;20561086;0;0;4.323;False;False;False;True;False;False
26;3;19;32749805;4;0;5.593;False;False;False;True;False;False
36;2;16;23922211;7;3;6.626;False;False;False;True;False;False
49;2;14;17687074;7;4;6.384;False;False;True;True;False;False
12;3;28;49138466;0;0;3.354;False;False;False;True;False;False
7;4;37;68016154;0;0;4.391;False;False;False;True;False;False
33;3;17;26003380;1;1;4.198;False;False;False;True;False;False
33;4;17;26018666;10;0;9.262;False;False;False;True;False;False
39;3;16;22103502;9;0;8.404;False;False;False;True;False;False
16;4;25;52007258;5;0;7.084;False;False;False;True;False;False
38;2;16;22667939;5;38;5.004;False;False;True;True;False;False
62;3;12;14035264;5;1;6.43;False;False;False;True;False;False
57;2;13;15244897;2;57;3.851;False;False;True;True;False;False
33;4;17;26029759;5;1;7.368;False;False;False;True;False;False
10;2;31;55277952;3;10;4.098;False;False;True;True;False;False
15;3;25;42113196;0;0;3.232;False;False;False;True;False;False
22;3;21;38436292;4;0;5.548;False;False;False;True;False;False
38;3;16;22685121;3;0;5.136;False;False;False;True;False;False
15;3;25;42103122;0;0;3.377;False;False;False;True;False;False
45;4;14;19237981;0;0;4.339;False;False;False;True;False;False
30;4;18;28527387;0;0;4.298;False;False;False;True;False;False
53;2;13;16393477;5;53;4.914;False;True;True;True;False;False
55;2;13;15793534;6;1;5.911;False;False;False;True;False;False
33;3;17;26012867;4;1;5.29;False;False;False;True;False;False
15;3;25;42100999;0;0;3.326;False;False;False;True;False;False
42;4;15;20570645;0;0;4.398;False;False;False;True;False;False
47;3;14;18441167;0;0;3.298;False;False;False;True;False;False
58;2;13;14985325;9;1;6.879;False;False;False;True;False;False
6;2;40;73685855;1;6;2.912;False;False;True;True;False;False
25;3;20;34020970;0;0;3.392;False;False;False;True;False;False
39;4;16;22110444;0;0;4.322;False;False;False;True;False;False
13;4;27;46550786;0;0;4.313;False;False;False;True;False;False
43;2;15;20122476;3;43;4.345;False;False;False;True;False;False
62;4;12;14035803;5;8;7.318;False;False;True;True;False;False
7;3;37;68002777;2;2;4.611;False;False;True;True;False;False
53;3;13;16383426;5;8;6.557;False;False;True;True;False;False
31;3;17;27652358;0;0;3.324;False;False;False;True;False;False
16;3;25;52008484;6;2;6.398;False;True;False;True;False;False
10;3;31;55256996;2;1;4.473;False;False;False;True;False;False
37;2;16;23273849;6;3;6.165;False;False;True;True;False;False
7;3;37;68001008;4;1;5.549;False;False;False;True;False;False
11;3;30;52007950;2;0;4.521;False;False;False;True;False;False
59;3;13;14763582;0;0;3.244;False;False;False;True;False;False
28;3;18;30501419;0;0;3.255;False;False;False;True;False;False
19;4;22;44202562;1;1;4.939;False;False;False;True;False;False
33;4;17;26012215;9;1;9.917;False;True;False;True;False;False
19;2;22;44218328;1;19;3.074;False;False;False;True;False;False
16;4;25;52031789;6;1;7.672;False;False;False;True;False;False
48;3;14;18045141;8;0;7.97;False;False;False;True;False;False
61;2;12;14283998;5;4;5.665;False;True;True;True;False;False
9;3;33;58962709;2;2;4.511;False;False;False;True;False;False
36;4;16;23909212;0;0;4.31;False;False;False;True;False;False
33;4;17;26009048;4;33;6.725;False;False;True;True;False;False
51;2;14;17028535;4;22;4.784;False;False;True;True;False;False
22;2;21;38465614;4;8;4.721;False;True;True;True;False;False
38;4;16;22685886;0;0;4.28;False;False;False;True;False;False
17;3;24;49114732;2;17;4.635;False;False;True;True;False;False
7;4;37;68025200;0;0;4.246;False;False;False;True;False;False
9;2;33;58939887;3;9;4.058;False;False;True;True;False;False
49;2;14;17694860;8;1;7.441;False;True;False;True;False;False
61;2;12;14262537;9;1;7.607;False;False;False;True;False;False
40;3;15;21569647;5;1;5.786;False;False;False;True;False;False
37;4;16;23290684;7;1;8.271;False;False;False;True;False;False
30;3;18;28527652;0;0;3.257;False;False;False;True;False;False
63;2;12;13835155;11;63;7.938;False;True;True;True;False;False
34;4;17;25265081;0;0;4.282;False;False;False;True;False;False
16;4;25;52008658;0;0;4.32;False;False;False;True;False;False
44;3;15;19667138;6;16;6.919;False;False;True;True;False;False
50;4;14;17342886;0;0;4.313;False;False;False;True;False;False
49;2;14;17711075;6;1;5.911;False;False;False;True;False;False
53;3;13;16395115;7;3;7.256;False;False;True;True;False;False
59;2;13;14762825;8;1;6.387;False;False;False;True;False;False
4;2;50;88419495;3;4;4.1;False;False;True;True;False;False
16;2;25;52026962;6;5;5.792;False;True;True;True;False;False
53;2;13;16381725;11;3;8.164;False;False;False;True;False;False
30;3;18;28536128;0;0;3.292;False;False;False;True;False;False
36;3;16;23922910;10;1;8.91;False;True;False;True;False;False
43;2;15;20100470;8;43;7.502;False;False;True;True;False;False
45;2;14;19245094;4;45;5.293;False;False;True;True;False;False
36;3;16;23912398;4;36;6.592;False;False;True;True;False;False
35;2;16;24560661;5;35;5.958;False;False;True;True;False;False
4;3;50;88404426;1;3;4.032;False;False;False;True;False;False
56;4;13;15529621;6;56;8.205;False;True;True;True;False;False
57;4;13;15267900;10;57;10.057;False;False;True;True;False;False
63;4;12;13823412;0;0;4.282;False;False;False;True;False;False
21;3;21;40203985;3;21;5.054;False;False;True;True;False;False
28;4;18;30487046;0;0;4.379;False;False;False;True;False;False
19;3;22;44231966;4;3;5.759;False;False;True;True;False;False
52;2;13;16683929;4;1;4.857;False;False;False;True;False;False
26;3;19;32767108;4;0;5.612;False;False;False;True;False;False
10;4;31;55272583;0;0;4.3;False;False;False;True;False;False
16;2;25;52030007;3;5;4.256;False;False;True;True;False;False
58;3;13;14995348;0;0;3.301;False;False;False;True;False;False
58;4;13;15011580;0;0;4.372;False;False;False;True;False;False
43;2;15;20118134;4;3;4.997;False;False;False;True;False;False
23;2;20;36839807;6;5;5.417;False;True;True;True;False;False
41;3;15;21056047;7;19;7.373;False;False;True;True;False;False
63;3;12;13825730;0;0;3.362;False;False;False;True;False;False
37;3;16;23281751;8;2;8.053;False;False;False;True;False;False
4;2;50;88404142;3;3;4.102;False;False;False;True;False;False
22;3;21;38436070;4;1;5.763;False;False;False;True;False;False
20;3;22;42122966;6;8;6.728;False;False;True;True;False;False
34;3;17;25277105;5;1;6.271;False;False;False;True;False;False
33;3;17;26027911;4;20;5.868;False;False;True;True;False;False
28;4;18;30510881;0;0;4.332;False;False;False;True;False;False
27;2;19;31595215;7;27;6.224;False;True;True;True;False;False
14;2;26;44217046;3;14;4.035;False;True;True;True;False;False
41;3;15;21065904;4;1;5.85;False;False;False;True;False;False
52;4;13;16705691;0;0;4.341;False;False;False;True;False;False
43;2;15;20115070;4;3;4.993;False;False;True;True;False;False
7;3;37;68011524;3;1;4.95;False;False;False;True;False;False
30;4;18;28548482;0;0;4.292;False;False;False;True;False;False
5;3;44;80369518;3;5;4.978;False;False;True;True;False;False
57;3;13;15264629;0;0;3.234;False;False;False;True;False;False
49;3;14;17710241;5;0;5.682;False;False;False;True;False;False
60;2;12;14513504;8;30;7.06;False;False;True;True;False;False
50;3;14;17363150;0;0;3.377;False;False;False;True;False;False
56;2;13;15526947;11;56;8.528;False;True;True;True;False;False
31;2;17;27635593;8;1;6.834;False;False;False;True;False;False
4;3;50;88410358;1;1;3.912;False;False;False;True;False;False
5;4;44;80380505;1;1;4.953;False;False;False;True;False;False
11;3;30;52008117;2;0;4.534;False;False;False;True;False;False
60;2;12;14513762;8;60;6.891;False;True;True;True;False;False
25;2;20;34009918;10;17;7.914;False;False;True;True;False;False
39;4;16;22109269;6;1;7.643;False;False;False;True;False;False
64;3;12;13629759;13;1;11.869;False;True;False;True;False;False
49;4;14;17692621;4;0;6.77;False;False;False;True;False;False
27;3;19;31573158;0;0;3.325;False;False;False;True;False;False
36;2;16;23917155;11;5;8.294;False;False;True;True;False;False
4;2;50;88403988;3;4;4.043;False;False;True;True;False;False
40;4;15;21590079;0;0;4.292;False;False;False;True;False;False
52;2;13;16699690;7;52;6.743;False;False;False;True;False;False
36;2;16;23900074;6;10;6.337;False;False;True;True;False;False
49;2;14;17694967;5;49;4.982;False;True;True;True;False;False
51;4;14;17030638;8;1;9.059;False;False;False;True;False;False
31;3;17;27633409;0;0;3.367;False;False;False;True;False;False
8;4;35;63164930;0;0;4.236;False;False;False;True;False;False
5;3;44;80371189;1;5;3.909;False;False;False;True;False;False
52;3;13;16690287;0;0;3.387;False;False;False;True;False;False
54;3;13;16085005;5;0;6.351;False;False;False;True;False;False
16;4;25;52032697;1;16;4.974;False;False;True;True;False;False
34;3;17;25276541;4;4;5.818;False;False;True;True;False;False
8;4;35;63162975;0;0;4.401;False;False;False;True;False;False
48;4;14;18072442;0;0;4.295;False;False;False;True;False;False
30;2;18;28536803;5;1;4.679;False;False;False;True;False;False
43;2;15;20110545;8;43;6.901;False;False;True;True;False;False
13;2;27;46529746;5;8;5.172;False;False;True;True;False;False
62;2;12;14039214;9;2;7.593;False;False;False;True;False;False
41;4;15;21057741;0;0;4.317;False;False;False;True;False;False
33;4;17;26023958;0;0;4.321;False;False;False;True;False;False
30;4;18;28520406;0;0;4.299;False;False;False;True;False;False
59;3;13;14759760;0;0;3.246;False;False;False;True;False;False
7;4;37;68031002;0;0;4.231;False;False;False;True;False;False
28;3;18;30491952;0;0;3.252;False;False;False;True;False;False
10;3;31;55281997;6;4;6.594;False;False;True;True;False;False
43;3;15;20093628;5;0;6.195;False;False;False;True;False;False
42;3;15;20577798;0;0;3.284;False;False;False;True;False;False
55;4;13;15797081;0;0;4.299;False;False;False;True;False;False
33;4;17;26012048;5;1;7.273;False;False;False;True;False;False
18;2;23;46526378;6;18;5.743;False;False;True;True;False;False
46;2;14;18828369;7;1;5.914;False;False;False;True;False;False
20;3;22;42108851;3;8;5.032;False;False;True;True;False;False
7;4;37;68032027;0;0;4.378;False;False;False;True;False;False
27;2;19;31577042;5;27;5.197;False;True;True;True;False;False
64;3;12;13608766;9;1;9.313;False;True;False;True;False;False
10;2;31;55257582;5;9;5.268;False;False;True;True;False;False
63;3;12;13837136;0;0;3.311;False;False;False;True;False;False
56;4;13;15525092;4;0;6.816;False;False;False;True;False;False
7;2;37;68026371;2;7;3.52;False;False;True;True;False;False
24;3;20;35378868;0;0;3.343;False;False;False;True;False;False
9;4;33;58935161;5;1;7.059;False;False;False;True;False;False
49;2;14;17686218;8;6;7.029;False;False;True;True;False;False
38;3;16;22672237;10;0;8.462;False;False;False;True;False;False
14;4;26;44225747;0;0;4.364;False;False;False;True;False;False
6;4;40;73692520;0;0;4.23;False;False;False;True;False;False
44;2;15;19669222;11;44;8.544;False;False;True;True;False;False
10;2;31;55262499;1;10;3.041;False;False;False;True;False;False
42;4;15;20576124;0;0;4.31;False;False;False;True;False;False
4;3;50;88428134;4;0;4.965;False;False;False;True;False;False
8;2;35;63153488;5;7;5.21;False;False;True;True;False;False
40;4;15;21567552;0;0;4.36;False;False;False;True;False;False
9;2;33;58957419;4;9;4.602;False;False;True;True;False;False
60;4;12;14497037;0;0;4.378;False;False;False;True;False;False
64;2;12;13629795;9;4;7.958;False;True;True;True;False;False
17;2;24;49122807;4;17;4.802;False;False;True;True;False;False
35;3;16;24573793;8;1;7.9;False;False;False;True;False;False
62;2;12;14058728;4;4;5.069;False;True;True;True;False;False
13;4;27;46547562;6;0;7.893;False;False;False;True;False;False
39;3;16;22128685;5;0;5.577;False;False;False;True;False;False
57;3;13;15258864;0;0;3.387;False;False;False;True;False;False
4;3;50;88418726;0;0;3.291;False;False;False;True;False;False
30;3;18;28543987;0;0;3.239;False;False;False;True;False;False
37;2;16;23276936;6;4;6.214;False;False;True;True;False;False
18;3;23;46534456;4;4;5.81;False;True;True;True;False;False
34;3;17;25275707;7;5;7.391;False;False;True;True;False;False
39;2;16;22102650;7;3;6.54;False;False;False;True;False;False
18;3;23;46534070;2;1;4.725;False;False;False;True;False;False
18;3;23;46541082;4;2;5.139;False;True;False;True;False;False
56;2;13;15538381;11;56;9.374;False;False;False;True;False;False
34;3;17;25258175;4;4;6.181;False;False;True;True;False;False
63;4;12;13830853;10;3;10.239;False;False;True;True;False;False
58;2;13;15012274;8;2;7.057;False;False;False;True;False;False
63;2;12;13843735;3;0;4.372;False;False;False;True;False;False
27;4;19;31594313;0;0;4.372;False;False;False;True;False;False
51;4;14;17024387;0;0;4.31;False;False;False;True;False;False
37;3;16;23275789;12;0;9.301;False;False;False;True;False;False
47;2;14;18423707;3;47;4.485;False;False;False;True;False;False
4;2;50;88404199;1;4;2.965;False;False;False;True;False;False
49;3;14;17686290;4;6;6.115;False;True;True;True;False;False
50;3;14;17348215;6;21;6.965;False;True;True;True;False;False
40;3;15;21573120;6;40;7.098;False;False;True;True;False;False
9;2;33;58942857;1;9;3.04;False;False;False;True;False;False
24;2;20;35391187;2;2;3.676;False;False;False;True;False;False
25;4;20;34019837;2;0;5.554;False;False;False;True;False;False
40;2;15;21566958;7;5;6.206;False;True;True;True;False;False
54;3;13;16094661;0;0;3.256;False;False;False;True;False;False
42;2;15;20563350;9;42;7.728;False;True;True;True;False;False
41;3;15;21071731;3;10;5.138;False;False;True;True;False;False
33;3;17;26019547;9;0;8.468;False;False;False;True;False;False
8;2;35;63154781;2;8;3.525;False;False;True;True;False;False
48;4;14;18068671;0;0;4.323;False;False;False;True;False;False
34;4;17;25282799;6;0;7.644;False;False;False;True;False;False
38;3;16;22695857;6;1;7.154;False;True;False;True;False;False
44;3;15;19666493;0;0;3.499;False;False;False;True;False;False
32;4;17;26794482;0;0;4.244;False;False;False;True;False;False
50;4;14;17343449;2;0;5.532;False;False;False;True;False;False
21;3;21;40214435;2;1;4.519;False;False;False;True;False;False
63;3;12;13821768;0;0;3.241;False;False;False;True;False;False
18;4;23;46530626;0;0;4.286;False;False;False;True;False;False
17;4;24;49126371;6;0;7.611;False;False;False;True;False;False
10;3;31;55261827;3;2;5.105;False;False;True;True;False;False
39;4;16;22129231;0;0;4.293;False;False;False;True;False;False
20;2;22;42098741;1;20;2.996;False;False;False;True;False;False
14;4;26;44201175;0;0;4.299;False;False;False;True;False;False
52;4;13;16704615;0;0;4.303;False;False;False;True;False;False
27;2;19;31585388;4;27;4.648;False;False;True;True;False;False
49;2;14;17683476;7;49;6.463;False;True;True;True;False;False
56;2;13;15509606;8;56;6.645;False;True;True;True;False;False
30;4;18;28524102;0;0;4.358;False;False;False;True;False;False
37;4;16;23288632;2;11;5.571;False;False;True;True;False;False
50;3;14;17365195;8;0;7.17;False;False;False;True;False;False
28;2;18;30511119;5;4;5.331;False;True;True;True;False;False
42;4;15;20560680;6;0;7.102;False;False;False;True;False;False
32;2;17;26813761;3;32;4.405;False;True;True;True;False;False
62;4;12;14058791;0;0;4.291;False;False;False;True;False;False
11;2;30;52001677;4;11;4.615;False;False;True;True;False;False
11;3;30;52014889;4;11;5.517;False;False;True;True;False;False
29;2;18;29470142;0;29;2.363;False;False;False;True;False;False
22;2;21;38455881;4;2;4.719;False;False;False;True;False;False
64;3;12;13628493;6;1;7.319;False;False;False;True;False;False
34;2;17;25286930;7;4;6.577;False;False;True;True;False;False
25;2;20;34024795;3;15;4.224;False;False;False;True;False;False
32;4;17;26791363;5;1;7.237;False;False;False;True;False;False
60;2;12;14506027;7;56;6.269;False;False;True;True;False;False
19;2;22;44203425;6;19;5.761;False;False;True;True;False;False
8;2;35;63165428;2;8;3.528;False;False;True;True;False;False
64;4;12;13622894;6;0;7.232;False;False;False;True;False;False
56;2;13;15519986;11;47;8.851;False;False;True;True;False;False
52;3;13;16702647;0;0;3.316;False;False;False;True;False;False
5;4;44;80388852;0;0;4.248;False;False;False;True;False;False
6;2;40;73683639;5;6;5.03;False;False;True;True;False;False
36;4;16;23918515;0;0;4.286;False;False;False;True;False;False
31;3;17;27648037;0;0;3.3;False;False;False;True;False;False
44;4;15;19657908;0;0;4.296;False;False;False;True;False;False
49;2;14;17686491;8;49;6.995;False;False;True;True;False;False
30;3;18;28540514;0;0;3.29;False;False;False;True;False;False
42;4;15;20577593;0;0;4.295;False;False;False;True;False;False
33;4;17;26014336;0;0;4.285;False;False;False;True;False;False
29;3;18;29491063;0;0;3.312;False;False;False;True;False;False
13;2;27;46531022;4;10;4.61;False;False;True;True;False;False
10;3;31;55256497;2;1;4.474;False;False;False;True;False;False
49;4;14;17686377;0;0;4.411;False;False;False;True;False;False
39;4;16;22103412;0;0;4.302;False;False;False;True;False;False
43;4;15;20111151;0;0;4.359;False;False;False;True;False;False
8;2;35;63158678;1;8;2.906;False;False;False;True;False;False
57;2;13;15251416;6;22;5.871;False;False;True;True;False;False
52;4;13;16686910;0;0;4.298;False;False;False;True;False;False
48;4;14;18065709;0;0;4.355;False;False;False;True;False;False
61;3;12;14273085;0;0;3.318;False;False;False;True;False;False
39;2;16;22126954;7;39;6.422;False;True;True;True;False;False
12;3;28;49138688;0;0;3.409;False;False;False;True;False;False
30;4;18;28539731;0;0;4.309;False;False;False;True;False;False
62;3;12;14059274;0;0;3.392;False;False;False;True;False;False
48;4;14;18049384;0;0;4.291;False;False;False;True;False;False
29;4;18;29491416;0;0;4.389;False;False;False;True;False;False
43;3;15;20102165;0;0;3.397;False;False;False;True;False;False
25;2;20;34014070;4;1;4.706;False;False;False;True;False;False
17;3;24;49120439;7;4;7.316;False;False;True;True;False;False
7;4;37;68008956;0;0;4.319;False;False;False;True;False;False
38;3;16;22693803;6;2;6.749;False;False;True;True;False;False
13;3;27;46546519;3;2;4.974;False;False;True;True;False;False
19;4;22;44229713;6;0;7.678;False;False;False;True;False;False
11;4;30;52018109;3;0;5.99;False;False;False;True;False;False
9;3;33;58935877;1;9;3.91;False;False;False;True;False;False
5;4;44;80394387;0;0;4.257;False;False;False;True;False;False
24;3;20;35370212;0;0;3.328;False;False;False;True;False;False
57;4;13;15266484;0;0;4.289;False;False;False;True;False;False
5;4;44;80375167;0;0;4.276;False;False;False;True;False;False
34;2;17;25281646;8;34;7.159;False;False;True;True;False;False
55;2;13;15789564;7;14;6.525;False;False;True;True;False;False
40;4;15;21572273;0;0;4.305;False;False;False;True;False;False
62;3;12;14052940;0;0;3.243;False;False;False;True;False;False
48;2;14;18070641;5;1;5.367;False;False;False;True;False;False
23;4;20;36856614;0;0;4.24;False;False;False;True;False;False
58;2;13;14991187;5;28;5.298;False;False;True;True;False;False
23;3;20;36857654;0;0;3.334;False;False;False;True;False;False
19;2;22;44206382;4;19;4.749;False;False;True;True;False;False
52;4;13;16687464;0;0;4.294;False;False;False;True;False;False
60;3;12;14510097;6;0;6.167;False;False;False;True;False;False
30;2;18;28525592;5;30;5.197;False;True;True;True;False;False
9;3;33;58958486;5;1;6.167;False;False;False;True;False;False
6;4;40;73682695;4;0;6.018;False;False;False;True;False;False
7;4;37;68002226;0;0;4.401;False;False;False;True;False;False
55;2;13;15799590;12;0;9.159;False;False;False;True;False;False
50;3;14;17339409;8;0;7.756;False;False;False;True;False;False
52;3;13;16683866;7;0;6.673;False;False;False;True;False;False
8;3;35;63151926;4;1;5.537;False;False;False;True;False;False
33;4;17;26029680;0;0;4.241;False;False;False;True;False;False
23;3;20;36855378;4;23;5.612;False;True;True;True;False;False
17;2;24;49135778;5;16;5.301;False;True;True;True;False;False
26;2;19;32758422;2;2;3.568;False;False;False;True;False;False
10;3;31;55260985;1;0;3.92;False;False;False;True;False;False
64;2;12;13621217;10;4;8.069;False;True;True;True;False;False
57;2;13;15253121;8;1;6.949;False;False;False;True;False;False
47;2;14;18426523;6;47;5.869;False;True;True;True;False;False
60;4;12;14511152;0;0;4.294;False;False;False;True;False;False
14;3;26;44222303;0;0;3.428;False;False;False;True;False;False
46;4;14;18810675;0;0;4.305;False;False;False;True;False;False
36;3;16;23906405;7;0;6.779;False;False;False;True;False;False
30;3;18;28533351;0;0;3.382;False;False;False;True;False;False
7;2;37;68002917;3;7;3.997;False;False;True;True;False;False
44;3;15;19646885;6;16;6.789;False;False;True;True;False;False
49;2;14;17709107;7;3;6.529;False;False;True;True;False;False
19;2;22;44226784;4;16;4.89;False;False;True;True;False;False
35;4;16;24579535;4;0;6.588;False;False;False;True;False;False
35;4;16;24559069;0;0;4.256;False;False;False;True;False;False
62;3;12;14039884;0;0;3.25;False;False;False;True;False;False
54;3;13;16087771;3;0;5.176;False;False;False;True;False;False
30;3;18;28522710;0;0;3.25;False;False;False;True;False;False
30;4;18;28532222;0;0;4.311;False;False;False;True;False;False
33;2;17;26031133;7;33;6.492;False;False;True;True;False;False
7;2;37;68002088;0;7;2.343;False;False;False;True;False;False
57;4;13;15264551;0;0;4.298;False;False;False;True;False;False
48;4;14;18055057;0;0;4.302;False;False;False;True;False;False
60;4;12;14499254;0;0;4.295;False;False;False;True;False;False
45;4;14;19232819;0;0;4.297;False;False;False;True;False;False
41;4;15;21079488;0;0;4.298;False;False;False;True;False;False
32;3;17;26799835;0;0;3.446;False;False;False;True;False;False
46;3;14;18822618;0;0;3.374;False;False;False;True;False;False
27;4;19;31574976;0;0;4.352;False;False;False;True;False;False
61;4;12;14260196;0;0;4.298;False;False;False;True;False;False
48;4;14;18068111;0;0;4.299;False;False;False;True;False;False
7;2;37;68017018;0;7;2.302;False;False;False;True;False;False
52;3;13;16709605;6;32;6.922;False;False;True;True;False;False
46;4;14;18833407;0;0;4.304;False;False;False;True;False;False
49;3;14;17703032;0;0;3.303;False;False;False;True;False;False
16;3;25;52001786;4;14;5.765;False;False;True;True;False;False
31;3;17;27641548;0;0;3.294;False;False;False;True;False;False
10;3;31;55250989;3;5;5.01;False;False;True;True;False;False
48;3;14;18041089;9;0;7.795;False;False;False;True;False;False
4;4;50;88406557;0;0;4.388;False;False;False;True;False;False
50;4;14;17351902;0;0;4.303;False;False;False;True;False;False
6;3;40;73696631;2;6;4.525;False;False;True;True;False;False
33;3;17;26007198;5;33;6.461;False;False;True;True;False;False
36;3;16;23911611;4;4;5.769;False;False;True;True;False;False
24;3;20;35377440;5;0;6.161;False;False;False;True;False;False
40;3;15;21562494;5;0;5.702;False;False;False;True;False;False
23;3;20;36859937;2;0;4.608;False;False;False;True;False;False
48;4;14;18051954;0;0;4.232;False;False;False;True;False;False
41;3;15;21051206;0;0;3.39;False;False;False;True;False;False
36;2;16;23906902;7;36;6.785;False;False;False;True;False;False
46;2;14;18810781;7;3;6.84;False;False;False;True;False;False
9;2;33;58937095;3;9;4.198;False;False;True;True;False;False
7;3;37;68018209;4;1;5.674;False;False;False;True;False;False
38;2;16;22669247;6;5;5.453;False;False;True;True;False;False
39;2;16;22113380;5;14;5.435;False;False;True;True;False;False
55;4;13;15792645;0;0;4.32;False;False;False;True;False;False
52;2;13;16704869;6;2;5.376;False;True;False;True;False;False
48;3;14;18062949;9;0;8.366;False;False;False;True;False;False
24;3;20;35376353;5;0;5.547;False;False;False;True;False;False
49;3;14;17685003;11;0;8.857;False;False;False;True;False;False
31;2;17;27656055;7;0;6.343;False;False;False;True;False;False
5;2;44;80369306;3;5;3.973;False;False;True;True;False;False
10;2;31;55270654;1;10;2.958;False;False;False;True;False;False
26;4;19;32764183;0;0;4.273;False;False;False;True;False;False
26;2;19;32768259;5;2;4.78;False;False;False;True;False;False
37;3;16;23272965;5;1;6.347;False;False;False;True;False;False
