N;DELAY;THRESHOLD;BUF SIZE;KILLED DOCKER;REAL MPI KILLED;TIME;DEADLOCK;SEGFAULT;ABORT;RIGHT RESULT;D;WR
19;2;22;44221564;2;19;3.513;False;False;True;True;False;False
14;3;26;44218117;0;0;3.231;False;False;False;True;False;False
51;4;14;17024983;3;0;5.669;False;False;False;True;False;False
51;4;14;17031764;0;0;4.211;False;False;False;True;False;False
56;3;13;15517473;5;1;5.753;False;False;False;True;False;False
35;3;16;24567951;8;35;8.246;False;False;True;True;False;False
57;4;13;15261780;5;26;7.493;False;False;True;True;False;False
23;4;20;36853412;3;0;6.098;False;False;False;True;False;False
57;2;13;15262427;6;1;6.112;False;False;False;True;False;False
41;3;15;21052810;2;41;4.789;False;False;True;True;False;False
27;2;19;31572933;4;27;4.8;False;False;True;True;False;False
25;4;20;34008591;0;0;4.293;False;False;False;True;False;False
19;2;22;44200791;3;19;4.012;False;False;True;True;False;False
8;2;35;63167301;7;2;5.902;False;True;False;True;False;False
62;2;12;14043874;6;62;5.928;False;False;True;True;False;False
41;3;15;21050166;6;1;7.115;False;True;False;True;False;False
39;3;16;22119735;11;2;9.103;False;False;False;True;False;False
15;2;25;42112009;3;15;4.167;False;False;True;True;False;False
50;4;14;17362421;0;0;4.287;False;False;False;True;False;False
9;4;33;58946661;0;0;4.262;False;False;False;True;False;False
54;2;13;16081699;8;3;6.429;False;False;True;True;False;False
26;2;19;32766002;4;18;4.614;False;False;True;True;False;False
33;2;17;26005236;8;4;6.506;False;True;False;True;False;False
19;3;22;44216104;1;5;4.057;False;False;False;True;False;False
16;3;25;52030967;5;1;6.182;False;False;False;True;False;False
25;4;20;34012937;0;0;4.208;False;False;False;True;False;False
31;2;17;27634312;4;3;4.701;False;False;True;True;False;False
12;3;28;49135925;3;2;4.96;False;False;True;True;False;False
22;4;21;38463602;0;0;4.301;False;False;False;True;False;False
4;3;50;88420463;1;1;3.904;False;False;False;True;False;False
7;2;37;68005980;2;7;3.493;False;False;True;True;False;False
41;3;15;21055362;6;2;6.925;False;False;False;True;False;False
40;2;15;21564967;5;6;5.494;False;False;True;True;False;False
48;4;14;18044796;0;0;4.274;False;False;False;True;False;False
4;4;50;88418171;0;0;4.273;False;False;False;True;False;False
21;3;21;40211980;3;11;4.975;False;False;True;True;False;False
59;2;13;14745716;3;59;4.256;False;True;True;True;False;False
10;3;31;55272350;4;0;5.476;False;False;False;True;False;False
61;2;12;14266543;3;61;4.424;False;False;True;True;False;False
18;4;23;46546895;4;0;6.011;False;False;False;True;False;False
29;3;18;29485779;0;0;3.312;False;False;False;True;False;False
60;4;12;14493165;0;0;4.212;False;False;False;True;False;False
22;3;21;38450637;2;22;4.461;False;False;True;True;False;False
8;4;35;63154092;0;0;4.347;False;False;False;True;False;False
11;3;30;52008355;5;0;6.057;False;False;False;True;False;False
38;4;16;22670128;6;38;7.716;False;False;True;True;False;False
45;3;14;19222047;7;1;6.726;False;False;False;True;False;False
15;4;25;42106926;0;0;4.271;False;False;False;True;False;False
55;2;13;15789810;6;46;5.893;False;False;True;True;False;False
52;4;13;16707286;0;0;4.373;False;False;False;True;False;False
23;2;20;36845443;4;5;4.788;False;True;False;True;False;False
51;4;14;17025093;0;0;4.285;False;False;False;True;False;False
64;3;12;13630922;8;2;8.344;False;False;False;True;False;False
18;4;23;46551024;4;0;6.562;False;False;False;True;False;False
45;3;14;19227225;10;0;8.872;False;False;False;True;False;False
8;4;35;63168104;0;0;4.289;False;False;False;True;False;False
50;4;14;17337309;0;0;4.273;False;False;False;True;False;False
9;2;33;58960424;6;9;5.65;False;False;True;True;False;False
6;4;40;73676654;0;0;4.222;False;False;False;True;False;False
58;2;13;15009671;6;58;5.924;False;False;True;True;False;False
50;3;14;17358024;7;0;6.663;False;False;False;True;False;False
19;4;22;44216495;0;0;4.212;False;False;False;True;False;False
10;3;31;55253177;4;0;5.62;False;False;False;True;False;False
29;3;18;29468313;0;0;3.295;False;False;False;True;False;False
50;3;14;17356488;8;0;7.768;False;False;False;True;False;False
36;2;16;23918066;4;4;5.064;False;False;True;True;False;False
27;3;19;31586172;9;14;8.175;False;False;True;True;False;False
42;3;15;20574880;2;1;4.677;False;True;False;True;False;False
14;3;26;44227928;0;0;3.459;False;False;False;True;False;False
32;3;17;26804204;5;2;6.483;False;True;False;True;False;False
7;3;37;68015242;0;7;3.303;False;False;False;True;False;False
60;3;12;14496550;10;60;9.123;False;True;True;True;False;False
44;2;15;19674602;7;44;6.389;False;True;True;True;False;False
18;4;23;46541033;0;0;4.213;False;False;False;True;False;False
48;4;14;18053947;0;0;4.293;False;False;False;True;False;False
56;2;13;15508956;7;3;6.701;False;False;False;True;False;False
42;4;15;20566558;7;0;8.177;False;False;False;True;False;False
62;3;12;14052382;7;14;7.334;False;False;True;True;False;False
14;3;26;44213810;0;0;3.248;False;False;False;True;False;False
4;2;50;88423731;2;4;3.519;False;True;True;True;False;False
56;3;13;15533362;4;1;6.007;False;True;False;True;False;False
18;3;23;46538367;1;18;3.983;False;False;False;True;False;False
32;4;17;26811409;0;0;4.361;False;False;False;True;False;False
37;4;16;23281884;6;1;7.336;False;False;False;True;False;False
18;4;23;46532617;2;18;5.5;False;False;True;True;False;False
27;3;19;31598318;3;27;4.564;False;True;True;True;False;False
7;4;37;68004948;4;0;6.506;False;False;False;True;False;False
14;2;26;44202641;3;14;4.02;False;False;True;True;False;False
52;2;13;16709389;10;3;7.638;False;False;True;True;False;False
46;4;14;18828302;0;0;4.292;False;False;False;True;False;False
50;3;14;17349574;10;9;8.349;False;True;True;True;False;False
53;4;13;16387683;0;0;4.357;False;False;False;True;False;False
8;3;35;63166461;4;1;5.543;False;False;False;True;False;False
46;4;14;18838640;5;0;6.682;False;False;False;True;False;False
45;4;14;19235927;5;1;7.44;False;False;False;True;False;False
7;2;37;68012430;4;7;4.489;False;False;True;True;False;False
52;4;13;16688803;0;0;4.226;False;False;False;True;False;False
23;3;20;36843267;5;4;6.192;False;False;True;True;False;False
54;2;13;16086336;10;4;8.145;False;True;True;True;False;False
25;3;20;34017114;6;0;6.666;False;False;False;True;False;False
44;2;15;19650221;7;5;6.586;False;False;True;True;False;False
43;3;15;20106794;4;1;5.916;False;True;False;True;False;False
17;3;24;49131425;6;3;6.774;False;False;False;True;False;False
21;3;21;40208452;5;21;6.134;False;False;True;True;False;False
11;3;30;52002569;3;2;5.09;False;False;False;True;False;False
56;2;13;15536012;7;5;6.524;False;True;True;True;False;False
11;3;30;52019886;3;1;4.972;False;False;False;True;False;False
45;4;14;19219886;0;0;4.375;False;False;False;True;False;False
6;3;40;73686357;4;6;5.587;False;False;True;True;False;False
45;2;14;19230724;6;38;5.868;False;False;True;True;False;False
49;4;14;17706344;0;0;4.217;False;False;False;True;False;False
52;2;13;16683215;3;42;4.226;False;False;True;True;False;False
41;2;15;21066329;4;5;4.931;False;False;True;True;False;False
53;2;13;16381516;6;3;5.51;False;False;True;True;False;False
41;2;15;21070951;6;5;6.14;False;False;True;True;False;False
32;3;17;26796025;3;31;5.11;False;False;True;True;False;False
51;2;14;17018368;7;8;6.596;False;True;True;True;False;False
12;4;28;49111848;0;0;4.265;False;False;False;True;False;False
16;3;25;52014802;3;2;5.142;False;True;False;True;False;False
20;3;22;42103721;6;1;6.717;False;False;False;True;False;False
48;4;14;18068567;0;0;4.27;False;False;False;True;False;False
35;3;16;24556466;5;35;6.515;False;False;True;True;False;False
32;4;17;26806017;3;2;6.47;False;True;False;True;False;False
43;3;15;20092073;6;1;6.817;False;False;False;True;False;False
55;4;13;15797439;0;0;4.32;False;False;False;True;False;False
40;2;15;21585591;5;14;5.514;False;False;True;True;False;False
62;2;12;14056163;6;62;6.089;False;True;True;True;False;False
61;2;12;14288171;8;4;7.138;False;True;True;True;False;False
31;3;17;27638766;0;0;3.265;False;False;False;True;False;False
9;4;33;58955428;0;0;4.264;False;False;False;True;False;False
58;4;13;15010389;0;0;4.279;False;False;False;True;False;False
29;4;18;29484342;0;0;4.328;False;False;False;True;False;False
41;3;15;21056500;9;2;8.349;False;False;True;True;False;False
9;2;33;58936559;2;9;3.573;False;False;True;True;False;False
11;3;30;52017548;3;7;4.972;False;False;True;True;False;False
59;2;13;14744576;6;3;6.215;False;False;False;True;False;False
29;4;18;29473706;0;0;4.261;False;False;False;True;False;False
36;2;16;23903813;3;36;4.158;False;False;True;True;False;False
20;4;22;42098997;0;0;4.309;False;False;False;True;False;False
6;3;40;73676294;4;1;5.541;False;False;False;True;False;False
59;4;13;14748376;0;0;4.212;False;False;False;True;False;False
32;4;17;26819300;0;0;4.267;False;False;False;True;False;False
27;4;19;31602122;0;0;4.275;False;False;False;True;False;False
55;4;13;15792305;0;0;4.285;False;False;False;True;False;False
64;3;12;13615202;7;3;7.76;False;False;True;True;False;False
32;4;17;26803961;0;0;4.284;False;False;False;True;False;False
59;2;13;14757113;7;4;6.674;False;False;True;True;False;False
24;2;20;35367284;2;24;3.579;False;False;True;True;False;False
18;3;23;46558663;0;18;3.347;False;False;False;True;False;False
25;4;20;34016555;0;0;4.277;False;False;False;True;False;False
52;2;13;16698152;6;5;6.057;False;False;True;True;False;False
54;4;13;16093316;0;0;4.278;False;False;False;True;False;False
33;3;17;26021103;4;3;5.939;False;False;True;True;False;False
42;3;15;20582223;10;3;8.853;False;True;True;True;False;False
62;4;12;14055282;0;0;4.216;False;False;False;True;False;False
61;2;12;14289775;4;2;4.429;False;False;False;True;False;False
10;2;31;55258995;4;10;4.603;False;False;True;True;False;False
53;3;13;16398414;7;53;7.365;False;True;True;True;False;False
13;4;27;46533990;0;0;4.293;False;False;False;True;False;False
13;3;27;46535535;5;0;5.549;False;False;False;True;False;False
52;4;13;16709099;0;0;4.388;False;False;False;True;False;False
7;2;37;68031840;3;7;3.938;False;False;True;True;False;False
38;3;16;22692709;2;2;4.62;False;True;False;True;False;False
63;4;12;13816542;0;0;4.35;False;False;False;True;False;False
47;4;14;18441656;0;0;4.401;False;False;False;True;False;False
59;4;13;14744521;5;0;7.415;False;False;False;True;False;False
35;3;16;24587562;4;35;5.937;False;False;True;True;False;False
21;4;21;40200884;6;0;6.997;False;False;False;True;False;False
58;2;13;14985527;11;3;8.787;False;False;False;True;False;False
9;2;33;58952180;2;9;3.514;False;False;False;True;False;False
7;2;37;68028639;3;7;3.97;False;False;True;True;False;False
47;2;14;18421888;3;47;4.742;False;True;True;True;False;False
48;3;14;18049644;3;0;5.116;False;False;False;True;False;False
42;2;15;20566857;8;42;7.393;False;False;True;True;False;False
25;3;20;34012238;7;18;7.268;False;False;True;True;False;False
54;2;13;16105246;6;3;5.382;False;False;True;True;False;False
9;3;33;58938103;3;9;5.039;False;False;True;True;False;False
58;3;13;15005288;0;0;3.327;False;False;False;True;False;False
28;2;18;30492496;2;28;3.629;False;True;True;True;False;False
4;4;50;88404712;0;0;4.277;False;False;False;True;False;False
4;3;50;88407935;2;0;4.448;False;False;False;True;False;False
15;2;25;42118827;7;5;6.142;False;False;True;True;False;False
13;4;27;46537196;0;0;4.261;False;False;False;True;False;False
57;2;13;15264939;7;2;6.595;False;False;False;True;False;False
37;2;16;23271214;5;5;5.095;False;True;True;True;False;False
44;3;15;19659980;6;2;7.136;False;True;False;True;False;False
44;2;15;19652339;9;18;7.727;False;True;True;True;False;False
18;3;23;46551696;1;18;3.965;False;False;False;True;False;False
27;2;19;31582731;5;27;5.178;False;False;True;True;False;False
48;2;14;18061628;6;19;6.002;False;True;True;True;False;False
33;2;17;26030406;4;4;4.983;False;False;True;True;False;False
23;3;20;36837570;3;0;4.444;False;False;False;True;False;False
64;2;12;13631299;9;7;7.915;False;False;True;True;False;False
25;4;20;34029760;0;0;4.299;False;False;False;True;False;False
51;4;14;17002615;0;0;4.304;False;False;False;True;False;False
55;3;13;15802097;6;1;6.78;False;False;False;True;False;False
49;2;14;17684010;11;3;8.725;False;True;False;True;False;False
15;4;25;42124440;0;0;4.346;False;False;False;True;False;False
51;2;14;17024132;12;5;9.148;False;False;True;True;False;False
27;2;19;31577058;7;27;6.332;False;False;True;True;False;False
48;4;14;18071422;0;0;4.29;False;False;False;True;False;False
47;2;14;18438946;9;3;7.638;False;False;False;True;False;False
38;2;16;22695892;5;38;5.453;False;True;True;True;False;False
40;4;15;21566802;0;0;4.262;False;False;False;True;False;False
50;3;14;17340298;5;0;6.236;False;False;False;True;False;False
6;4;40;73679955;0;0;4.301;False;False;False;True;False;False
49;4;14;17711036;0;0;4.364;False;False;False;True;False;False
28;2;18;30506700;4;18;4.606;False;False;True;True;False;False
35;2;16;24565690;6;35;5.955;False;False;True;True;False;False
21;3;21;40182379;3;5;5.121;False;False;True;True;False;False
26;2;19;32771091;10;4;7.938;False;False;True;True;False;False
27;4;19;31575081;0;0;4.275;False;False;False;True;False;False
30;3;18;28538684;0;0;3.274;False;False;False;True;False;False
4;3;50;88407203;0;0;3.361;False;False;False;True;False;False
29;4;18;29497336;0;0;4.301;False;False;False;True;False;False
20;4;22;42104052;7;0;7.565;False;False;False;True;False;False
41;3;15;21071845;4;3;5.334;False;False;True;True;False;False
41;2;15;21060267;9;4;7.706;False;False;True;True;False;False
40;4;15;21575616;0;0;4.212;False;False;False;True;False;False
54;3;13;16104199;7;2;7.255;False;False;True;True;False;False
39;2;16;22116250;5;39;5.513;False;False;False;True;False;False
27;2;19;31590551;6;27;5.797;False;True;True;True;False;False
24;3;20;35361295;4;1;5.679;False;False;False;True;False;False
52;4;13;16708871;0;0;4.276;False;False;False;True;False;False
33;4;17;26025745;8;1;8.339;False;False;False;True;False;False
33;4;17;26011928;8;0;8.066;False;False;False;True;False;False
19;2;22;44215235;4;19;4.709;False;False;True;True;False;False
32;4;17;26816413;0;0;4.247;False;False;False;True;False;False
18;2;23;46544793;3;18;4.248;False;False;True;True;False;False
62;2;12;14063197;11;31;8.783;False;False;True;True;False;False
10;2;31;55253738;6;10;5.664;False;False;True;True;False;False
38;4;16;22678649;8;0;8.198;False;False;False;True;False;False
51;4;14;17022759;0;0;4.273;False;False;False;True;False;False
25;2;20;34032683;2;25;3.545;False;False;True;True;False;False
35;2;16;24576502;6;35;6.115;False;False;True;True;False;False
42;4;15;20579356;9;1;10.174;False;True;False;True;False;False
14;4;26;44206957;4;0;6.717;False;False;False;True;False;False
21;2;21;40203545;2;21;3.602;False;False;False;True;False;False
9;2;33;58965745;2;9;3.558;False;False;True;True;False;False
9;3;33;58952916;3;3;5.029;False;False;True;True;False;False
61;4;12;14274489;0;0;4.285;False;False;False;True;False;False
39;3;16;22120771;7;39;7.948;False;False;True;True;False;False
62;2;12;14061447;9;62;7.425;False;False;True;True;False;False
28;4;18;30486283;0;0;4.282;False;False;False;True;False;False
62;2;12;14057293;8;3;6.982;False;False;True;True;False;False
53;3;13;16399597;11;53;9.364;False;True;True;True;False;False
32;2;17;26805991;3;32;4.222;False;True;True;True;False;False
7;4;37;68024285;0;0;4.275;False;False;False;True;False;False
47;3;14;18426869;5;0;6.209;False;False;False;True;False;False
15;3;25;42099508;0;0;3.271;False;False;False;True;False;False
25;3;20;34009108;3;0;5.006;False;False;False;True;False;False
47;2;14;18443943;4;47;4.803;False;True;True;True;False;False
11;2;30;52029409;3;11;4.033;False;False;True;True;False;False
58;3;13;14997197;5;0;6.212;False;False;False;True;False;False
5;2;44;80379154;2;5;3.553;False;False;True;True;False;False
59;3;13;14753299;7;59;7.441;False;True;True;True;False;False
61;3;12;14284289;0;0;3.342;False;False;False;True;False;False
64;4;12;13629130;9;2;10.162;False;True;False;True;False;False
61;3;12;14259603;4;2;6.024;False;False;False;True;False;False
47;4;14;18423017;6;1;7.838;False;False;False;True;False;False
52;4;13;16686160;4;0;6.712;False;False;False;True;False;False
15;2;25;42106625;2;15;3.511;False;True;True;True;False;False
51;3;14;17007699;8;51;7.889;False;True;True;True;False;False
27;4;19;31583914;0;0;4.282;False;False;False;True;False;False
25;2;20;34015931;5;25;5.16;False;True;True;True;False;False
27;3;19;31574767;4;1;5.52;False;False;False;True;False;False
39;3;16;22127776;6;39;7.03;False;False;True;True;False;False
55;4;13;15804857;0;0;4.267;False;False;False;True;False;False
46;4;14;18818858;11;0;9.705;False;False;False;True;False;False
45;4;14;19244844;0;0;4.22;False;False;False;True;False;False
22;2;21;38441390;6;10;5.739;False;False;True;True;False;False
50;3;14;17341194;2;0;4.502;False;False;False;True;False;False
26;4;19;32763360;0;0;4.274;False;False;False;True;False;False
35;2;16;24555942;5;35;5.539;False;False;True;True;False;False
35;3;16;24564760;8;35;7.858;False;False;True;True;False;False
23;3;20;36864505;2;14;4.556;False;False;True;True;False;False
16;4;25;52014423;5;0;6.54;False;False;False;True;False;False
44;2;15;19659377;7;4;6.523;False;True;True;True;False;False
60;4;12;14522540;0;0;4.272;False;False;False;True;False;False
11;3;30;52013693;2;1;4.48;False;False;False;True;False;False
36;3;16;23914007;4;1;5.686;False;False;False;True;False;False
44;4;15;19669627;7;0;8.319;False;False;False;True;False;False
14;4;26;44230991;0;0;4.316;False;False;False;True;False;False
12;3;28;49119616;6;8;6.536;False;False;True;True;False;False
53;4;13;16391520;0;0;4.286;False;False;False;True;False;False
36;3;16;23896407;1;36;4.044;False;False;False;True;False;False
60;3;12;14509735;8;0;7.26;False;False;False;True;False;False
23;4;20;36859888;0;0;4.265;False;False;False;True;False;False
31;3;17;27640075;0;0;3.215;False;False;False;True;False;False
21;4;21;40205044;0;0;4.219;False;False;False;True;False;False
36;3;16;23906135;3;36;5.249;False;False;True;True;False;False
56;2;13;15534876;7;56;6.734;False;True;True;True;False;False
32;2;17;26812461;3;23;4.317;False;False;True;True;False;False
49;3;14;17710193;4;1;5.876;False;False;False;True;False;False
51;2;14;17008042;9;51;7.507;False;True;True;True;False;False
26;3;19;32748367;3;1;5.025;False;False;False;True;False;False
42;2;15;20574254;6;13;6.008;False;True;True;True;False;False
4;4;50;88423528;0;0;4.32;False;False;False;True;False;False
61;3;12;14286984;4;1;5.732;False;False;False;True;False;False
17;2;24;49135522;3;17;4.227;False;False;True;True;False;False
42;4;15;20566973;3;0;6.124;False;False;False;True;False;False
49;2;14;17688675;7;5;6.617;False;False;True;True;False;False
37;4;16;23290058;8;0;8.21;False;False;False;True;False;False
47;3;14;18444413;12;1;10.947;False;True;False;True;False;False
38;4;16;22672691;6;0;7.728;False;False;False;True;False;False
45;2;14;19230163;8;45;6.9;False;False;True;True;False;False
60;4;12;14524058;0;0;4.213;False;False;False;True;False;False
7;2;37;68019178;1;7;2.88;False;False;True;True;False;False
51;3;14;17019982;7;1;6.826;False;False;False;True;False;False
29;4;18;29482852;0;0;4.299;False;False;False;True;False;False
7;3;37;68017721;3;1;4.98;False;False;False;True;False;False
63;4;12;13840591;0;0;4.3;False;False;False;True;False;False
59;4;13;14765572;0;0;4.444;False;False;False;True;False;False
54;4;13;16088203;0;0;4.276;False;False;False;True;False;False
15;2;25;42121850;3;15;4.031;False;False;True;True;False;False
7;2;37;68011981;4;7;4.53;False;False;True;True;False;False
48;4;14;18069191;0;0;4.277;False;False;False;True;False;False
4;2;50;88417010;1;4;2.918;False;False;False;True;False;False
32;4;17;26791868;0;0;4.36;False;False;False;True;False;False
45;4;14;19227212;0;0;4.264;False;False;False;True;False;False
43;3;15;20103516;5;1;6.3;False;False;False;True;False;False
56;2;13;15523335;7;3;6.47;False;False;True;True;False;False
56;2;13;15532739;4;56;4.747;False;False;True;True;False;False
47;3;14;18439307;3;1;5.097;False;False;False;True;False;False
46;3;14;18840874;10;1;8.376;False;False;False;True;False;False
24;2;20;35374152;8;24;6.881;False;True;True;True;False;False
44;3;15;19665562;9;2;7.874;False;False;False;True;False;False
36;4;16;23900302;7;4;8.204;False;False;True;True;False;False
53;2;13;16402514;8;4;7.087;False;True;True;True;False;False
8;3;35;63173368;3;0;5.008;False;False;False;True;False;False
21;4;21;40207890;0;0;4.27;False;False;False;True;False;False
51;2;14;17017124;8;6;6.982;False;True;True;True;False;False
22;2;21;38440747;5;22;5.249;False;False;True;True;False;False
21;2;21;40212772;3;21;4.137;False;False;True;True;False;False
24;3;20;35364515;7;1;7.185;False;False;False;True;False;False
14;2;26;44219929;1;14;2.901;False;False;False;True;False;False
52;3;13;16702359;5;0;5.637;False;False;False;True;False;False
12;4;28;49135754;0;0;4.267;False;False;False;True;False;False
6;2;40;73683286;2;6;3.556;False;False;True;True;False;False
44;2;15;19676840;9;4;7.664;False;True;False;True;False;False
52;2;13;16691764;6;2;5.346;False;False;False;True;False;False
38;3;16;22670666;6;38;7.142;False;False;False;True;False;False
55;4;13;15809970;5;12;7.504;False;False;True;True;False;False
25;2;20;34023986;3;25;4.083;False;False;True;True;False;False
18;2;23;46558178;0;18;2.359;False;False;False;True;False;False
23;3;20;36850511;2;1;4.595;False;False;False;True;False;False
41;2;15;21074020;2;41;3.601;False;False;False;True;False;False
7;4;37;68005335;0;0;4.222;False;False;False;True;False;False
10;4;31;55271373;0;0;4.276;False;False;False;True;False;False
25;3;20;34003237;3;1;4.981;False;False;False;True;False;False
21;4;21;40202569;0;0;4.231;False;False;False;True;False;False
7;4;37;68004734;0;0;4.374;False;False;False;True;False;False
56;2;13;15529361;7;4;6.664;False;False;True;True;False;False
48;4;14;18067697;0;0;4.244;False;False;False;True;False;False
10;3;31;55270164;2;1;4.437;False;False;False;True;False;False
39;4;16;22104736;2;1;5.509;False;False;False;True;False;False
41;3;15;21068369;6;1;7.163;False;True;False;True;False;False
35;2;16;24587079;4;35;4.932;False;False;True;True;False;False
8;4;35;63148886;12;0;11.595;False;False;False;True;False;False
11;3;30;52030709;6;6;6.599;False;False;True;True;False;False
31;4;17;27637889;0;0;4.275;False;False;False;True;False;False
57;4;13;15268465;0;0;4.29;False;False;False;True;False;False
15;4;25;42096169;0;0;4.295;False;False;False;True;False;False
23;3;20;36844305;3;2;5.013;False;False;True;True;False;False
45;3;14;19219560;6;22;6.824;False;False;True;True;False;False
54;3;13;16101216;7;54;7.279;False;True;True;True;False;False
8;3;35;63162213;3;8;4.949;False;False;True;True;False;False
43;3;15;20101249;4;0;5.59;False;False;False;True;False;False
43;2;15;20098765;8;3;6.591;False;False;False;True;False;False
58;2;13;15007527;9;58;7.496;False;False;True;True;False;False
39;3;16;22129066;5;39;6.295;False;False;True;True;False;False
17;2;24;49111801;5;17;5.402;False;False;True;True;False;False
37;2;16;23289205;6;37;6.217;False;False;True;True;False;False
64;3;12;13602165;12;64;10.144;False;False;True;True;False;False
20;3;22;42118493;2;1;4.613;False;False;False;True;False;False
32;4;17;26817744;4;1;6.494;False;False;False;True;False;False
51;4;14;17030895;0;0;4.318;False;False;False;True;False;False
50;3;14;17349757;6;1;6.819;False;False;False;True;False;False
16;3;25;52031362;1;16;3.916;False;False;False;True;False;False
6;3;40;73678184;0;6;3.339;False;False;False;True;False;False
51;3;14;17006100;7;0;7.268;False;False;False;True;False;False
4;3;50;88418351;3;0;4.975;False;False;False;True;False;False
27;2;19;31578342;4;27;4.647;False;False;True;True;False;False
38;2;16;22673893;5;38;5.509;False;False;True;True;False;False
11;2;30;52031603;2;11;3.541;False;False;True;True;False;False
7;4;37;68015244;0;0;4.274;False;False;False;True;False;False
34;3;17;25276890;7;4;7.584;False;False;True;True;False;False
50;3;14;17343091;4;0;5.658;False;False;False;True;False;False
44;3;15;19647598;3;2;5.31;False;True;False;True;False;False
53;3;13;16389803;5;0;6.296;False;False;False;True;False;False
25;4;20;34020160;0;0;4.221;False;False;False;True;False;False
63;4;12;13823526;5;0;7.343;False;False;False;True;False;False
39;2;16;22109808;5;39;5.454;False;False;True;True;False;False
33;3;17;26009723;12;7;9.243;False;False;True;True;False;False
39;4;16;22127257;5;2;7.137;False;False;True;True;False;False
54;4;13;16074527;0;0;4.279;False;False;False;True;False;False
32;4;17;26807991;7;1;8.23;False;False;False;True;False;False
45;4;14;19234120;6;1;8.33;False;True;False;True;False;False
45;2;14;19246876;3;45;4.441;False;False;True;True;False;False
61;2;12;14261764;12;61;9.15;False;False;True;True;False;False
11;4;30;52026389;11;0;10.348;False;False;False;True;False;False
47;2;14;18423397;7;47;6.315;False;False;True;True;False;False
41;2;15;21050675;5;6;5.577;False;False;True;True;False;False
18;4;23;46532677;0;0;4.334;False;False;False;True;False;False
4;3;50;88416701;2;1;4.458;False;False;False;True;False;False
34;4;17;25276258;8;34;8.844;False;False;True;True;False;False
50;4;14;17347021;3;0;6.081;False;False;False;True;False;False
45;4;14;19226094;10;0;9.224;False;False;False;True;False;False
53;4;13;16388940;0;0;4.258;False;False;False;True;False;False
16;4;25;52019579;0;0;4.308;False;False;False;True;False;False
33;3;17;26019714;6;7;6.842;False;True;True;True;False;False
41;2;15;21076961;10;41;7.898;False;False;True;True;False;False
61;3;12;14270869;7;3;7.41;False;False;True;True;False;False
22;3;21;38462997;5;1;5.684;False;False;False;True;False;False
9;4;33;58954936;0;0;4.221;False;False;False;True;False;False
8;4;35;63174856;0;0;4.283;False;False;False;True;False;False
11;2;30;52024781;7;4;6.309;False;True;False;True;False;False
60;2;12;14502893;9;4;7.038;False;True;True;True;False;False
8;4;35;63147971;0;0;4.265;False;False;False;True;False;False
28;4;18;30488442;0;0;4.26;False;False;False;True;False;False
36;3;16;23893588;5;2;6.337;False;False;False;True;False;False
15;2;25;42127248;4;4;4.61;False;False;True;True;False;False
33;2;17;26032127;4;33;4.81;False;False;True;True;False;False
