N;DELAY;THRESHOLD;BUF SIZE;KILLED DOCKER;REAL MPI KILLED;TIME;DEADLOCK;SEGFAULT;ABORT;RIGHT RESULT
50;2;14;17346775;5;3;5.87;False;False;False;True
8;3;35;63149135;7;8;7.205;False;False;True;True
44;2;15;19672613;4;44;4.766;False;False;True;True
4;2;50;88426102;3;4;4.016;False;False;True;True
22;4;21;38457099;5;8;7.112;False;False;True;True
6;2;40;73682111;4;6;4.39;False;False;True;True
19;4;22;44202646;5;5;7.266;False;False;True;True
18;4;23;46558502;8;18;8.66;False;False;True;True
37;2;16;23270926;4;37;4.516;False;False;True;True
10;3;31;55261243;1;10;30.304;True;False;False;True
30;4;18;28535485;0;0;4.188;False;False;False;True
4;2;50;88408959;1;4;3.687;False;False;True;True
9;3;33;58933682;4;9;4.908;False;False;True;True
57;3;13;15264931;9;46;8.543;False;True;True;True
39;2;16;22118573;8;39;7.086;False;True;True;True
52;3;13;16695961;11;2;31.243;True;True;False;True
51;4;14;17004287;3;0;5.975;False;False;False;True
34;4;17;25262695;6;34;7.601;False;False;True;True
7;3;37;68010619;3;7;4.95;False;False;True;True
22;4;21;38452948;3;22;5.994;False;False;True;True
27;2;19;31585833;8;27;6.735;False;False;True;True
53;2;13;16395141;6;53;5.77;False;True;True;True
29;3;18;29473626;7;29;7.149;False;True;True;True
9;4;33;58940867;1;1;6.344;False;False;False;True
60;2;12;14505149;7;5;6.449;False;False;True;True
46;4;14;18835289;3;0;5.982;False;False;False;True
52;3;13;16690055;5;2;6.566;False;False;False;True
42;2;15;20583003;4;6;5.876;False;True;True;True
47;2;14;18435656;3;47;31.237;True;False;False;True
56;3;13;15534975;5;1;6.254;False;False;False;True
17;2;24;49138011;4;17;4.575;False;False;True;True
34;2;17;25261620;6;11;6.347;False;False;True;True
54;4;13;16099034;4;5;6.697;False;False;True;True
23;4;20;36863005;6;5;7.567;False;False;True;True
5;2;44;80375281;2;5;3.391;False;False;True;True
38;4;16;22691247;5;3;7.322;False;False;False;True
56;4;13;15508772;5;0;7.168;False;False;False;True
41;2;15;21060481;3;6;5.616;False;True;True;True
9;2;33;58955734;2;9;3.781;False;False;True;True
46;4;14;18821997;5;2;7.425;False;False;False;True
29;3;18;29474722;2;2;5.291;False;False;False;True
36;2;16;23911785;10;36;7.779;False;False;True;True
31;3;17;27646321;1;31;4.43;False;True;True;True
15;2;25;42101024;2;15;3.362;False;False;True;True
62;4;12;14033950;6;0;7.624;False;False;False;True
49;3;14;17690706;6;49;31.237;True;False;True;True
4;4;50;88401194;2;4;5.519;False;False;True;True
37;3;16;23294108;4;3;5.785;False;False;False;True
62;2;12;14062397;9;62;7.33;False;False;True;True
21;4;21;40182304;4;6;30.263;True;False;True;True
22;4;21;38462515;6;5;7.661;False;False;True;True
13;4;27;46554652;1;2;5.295;False;False;True;True
14;4;26;44228139;4;14;6.39;False;False;True;True
52;2;13;16685099;9;4;7.724;False;False;False;True
48;4;14;18050562;8;0;8.758;False;False;False;True
50;4;14;17362095;4;1;6.579;False;False;False;True
15;4;25;42121151;2;1;5.333;False;False;False;True
41;2;15;21074024;6;6;6.204;False;False;True;True
56;3;13;15535176;10;1;8.889;False;False;False;True
48;4;14;18061306;6;2;7.841;False;False;False;True
30;3;18;28526217;5;30;6.103;False;True;True;True
31;2;17;27654659;3;31;3.893;False;False;True;True
33;4;17;26031703;7;33;8.566;False;False;True;True
8;3;35;63151161;4;8;5.545;False;False;True;True
10;4;31;55263846;3;10;5.997;False;False;True;True
55;4;13;15813321;4;1;6.578;False;False;False;True
6;2;40;73686589;0;0;6.32;False;False;False;True
34;2;17;25271436;2;3;5.34;False;False;True;True
41;2;15;21060921;12;41;9.041;False;False;True;True
63;4;12;13822220;0;0;4.142;False;False;False;True
6;2;40;73698582;5;6;4.432;False;False;True;True
38;4;16;22682311;6;1;7.719;False;False;False;True
8;3;35;63172119;3;8;4.937;False;False;True;True
38;4;16;22698781;5;38;7.137;False;False;True;True
53;3;13;16395734;5;53;6.187;False;False;True;True
50;3;14;17354597;6;1;31.257;True;True;False;True
32;2;17;26790461;8;18;7.097;False;False;True;True
5;3;44;80384500;3;5;4.933;False;False;True;True
64;4;12;13613738;5;1;31.247;True;True;False;True
43;4;15;20114391;7;1;8.279;False;False;False;True
59;2;13;14735812;9;46;7.652;False;False;True;True
19;4;22;44215379;5;19;30.345;True;False;True;True
33;3;17;26014975;8;33;7.892;False;False;True;True
23;3;20;36836424;4;9;5.946;False;False;True;True
60;4;12;14508810;0;0;4.182;False;False;False;True
14;4;26;44213788;4;1;6.485;False;False;False;True
28;3;18;30493905;7;28;7.228;False;False;True;True
30;4;18;28531595;6;0;7.51;False;False;False;True
42;3;15;20565635;10;5;9.24;False;False;True;True
41;4;15;21079668;6;5;7.725;False;False;True;True
10;4;31;55273661;4;5;6.891;False;False;True;True
36;4;16;23919054;9;36;9.488;False;False;True;True
64;2;12;13632677;7;64;6.181;False;True;True;True
63;4;12;13841279;0;0;4.283;False;False;False;True
37;3;16;23272745;2;37;4.535;False;False;True;True
55;4;13;15801404;4;0;5.906;False;False;False;True
55;2;13;15808572;3;10;31.244;True;False;True;False
10;2;31;55262425;4;10;4.538;False;False;True;True
53;2;13;16381751;4;53;4.926;False;False;True;True
20;4;22;42115441;3;4;6.881;False;False;True;True
47;4;14;18436058;3;2;6.243;False;False;False;True
46;2;14;18838239;7;46;5.902;False;True;True;True
55;3;13;15791395;6;55;6.781;False;True;True;True
22;4;21;38454524;8;4;8.76;False;False;True;True
58;4;13;15007580;0;0;4.29;False;False;False;True
54;3;13;16090086;2;54;4.639;False;True;True;True
38;2;16;22696453;5;38;5.101;False;False;True;True
51;2;14;17007515;2;2;4.659;False;False;False;True
24;3;20;35386482;4;24;5.513;False;False;True;True
45;4;14;19235884;5;1;7.27;False;False;False;True
56;4;13;15512209;8;1;8.777;False;False;False;True
21;2;21;40211883;2;21;3.353;False;False;True;True
32;2;17;26789387;5;32;5.135;False;False;True;True
22;3;21;38457769;3;22;4.97;False;False;True;True
54;4;13;16079518;9;1;9.579;False;False;False;True
52;2;13;16695250;3;4;4.622;False;True;False;True
11;4;30;52029676;4;11;6.518;False;False;True;True
25;2;20;34004533;4;25;4.509;False;False;True;True
5;3;44;80385257;1;1;6.857;False;False;False;True
30;4;18;28517896;5;1;7.109;False;False;False;True
12;2;28;49115056;3;12;3.925;False;False;True;True
7;4;37;68021093;3;7;5.927;False;False;True;True
41;2;15;21077373;5;6;5.767;False;False;True;True
23;4;20;36846656;1;1;5.702;False;False;False;True
16;4;25;52018708;4;3;6.633;False;False;False;True
25;4;20;34003261;5;2;7.123;False;False;False;True
58;4;13;15008841;11;0;10.196;False;False;False;True
44;2;15;19661992;5;44;5.18;False;True;True;True
10;4;31;55262909;2;10;5.5;False;False;True;True
56;2;13;15539459;8;7;7.027;False;False;True;True
59;3;13;14752338;12;59;10.089;False;True;True;True
59;2;13;14755285;7;59;6.247;False;False;True;True
39;2;16;22116644;3;5;5.596;False;False;True;True
45;3;14;19229704;4;2;5.952;False;False;False;True
30;4;18;28536605;5;30;7.045;False;True;True;True
26;4;19;32765737;3;2;6.072;False;False;False;True
46;2;14;18825410;7;46;6.55;False;False;True;True
35;3;16;24571745;4;3;5.799;False;False;False;True
53;4;13;16372025;0;0;4.301;False;False;False;True
26;4;19;32753854;4;2;6.507;False;False;False;True
39;2;16;22131561;9;39;7.153;False;False;True;True
53;3;13;16395157;7;2;7.354;False;False;False;True
43;4;15;20118464;8;2;31.234;True;True;False;True
34;3;17;25281287;2;2;5.526;False;False;False;True
32;2;17;26799049;2;3;6.117;False;True;False;True
52;3;13;16711142;9;2;8.319;False;False;False;True
54;3;13;16085441;9;3;8.659;False;False;False;True
26;4;19;32742105;6;0;7.509;False;False;False;True
21;2;21;40213728;4;21;3.996;False;False;True;True
25;2;20;34022430;2;25;3.364;False;False;True;True
59;4;13;14764636;11;0;10.184;False;False;False;True
59;2;13;14762188;8;59;6.996;False;False;True;True
14;4;26;44230837;5;14;6.939;False;False;True;True
44;4;15;19649592;4;1;6.636;False;False;False;True
7;4;37;68018691;5;7;6.448;False;False;True;True
63;4;12;13827964;10;0;9.684;False;False;False;True
57;4;13;15253643;0;0;4.193;False;False;False;True
43;3;15;20093158;9;4;8.522;False;True;False;True
7;3;37;68024932;1;7;4.119;False;False;True;True
24;2;20;35365535;4;24;4.469;False;False;True;True
22;4;21;38439586;7;2;8.197;False;False;False;True
41;3;15;21066280;6;3;7.01;False;False;False;True
11;2;30;52006019;1;11;3.597;False;False;True;True
8;3;35;63153188;2;3;6.233;False;False;True;True
11;4;30;52008263;2;11;5.367;False;False;True;True
59;2;13;14762676;2;59;3.708;False;True;True;True
26;3;19;32756786;7;26;7.128;False;False;True;True
31;4;17;27642530;8;0;8.044;False;False;False;True
57;3;13;15258889;8;57;7.795;False;False;True;True
15;4;25;42102340;3;0;5.862;False;False;False;True
26;3;19;32753276;3;6;5.328;False;False;True;True
26;2;19;32753286;5;26;4.937;False;False;True;True
41;3;15;21062037;5;2;6.321;False;False;False;True
10;3;31;55271538;7;10;7.059;False;False;True;True
35;3;16;24581800;5;35;6.137;False;False;True;True
63;4;12;13833895;0;0;4.158;False;False;False;True
25;2;20;34013231;4;25;4.453;False;False;True;True
37;3;16;23266094;5;2;6.389;False;False;False;True
63;4;12;13825499;0;0;4.181;False;False;False;True
20;3;22;42115564;3;4;5.819;False;False;True;True
11;4;30;52023805;6;11;7.518;False;False;True;True
5;2;44;80394330;2;5;3.312;False;False;True;True
57;2;13;15269233;8;57;6.912;False;True;True;True
9;4;33;58948881;4;9;6.467;False;False;True;True
16;4;25;52031105;6;16;7.623;False;False;True;True
63;4;12;13816272;7;0;8.114;False;False;False;True
22;4;21;38442313;0;0;5.714;False;False;False;True
47;4;14;18445268;5;1;7.187;False;False;False;True
63;4;12;13833784;0;0;4.301;False;False;False;True
49;4;14;17682246;7;1;8.277;False;False;False;True
37;2;16;23269636;10;7;8.324;False;False;True;True
45;3;14;19235642;6;45;6.801;False;False;True;True
9;3;33;58961836;1;9;3.795;False;False;True;True
5;3;44;80385895;3;5;5.031;False;False;True;True
4;3;50;88406593;1;4;4.002;False;False;True;True
60;4;12;14492021;11;0;10.21;False;False;False;True
12;2;28;49114885;5;12;5.096;False;False;True;True
16;4;25;52003741;0;0;7.063;False;False;False;True
54;4;13;16093286;6;1;7.64;False;False;False;True
59;2;13;14759558;5;5;5.899;False;True;True;True
47;3;14;18448821;6;2;31.263;True;True;False;True
34;2;17;25258679;5;34;31.239;True;False;True;True
32;3;17;26801976;6;13;6.829;False;False;True;True
31;3;17;27655396;3;2;5.12;False;False;False;True
55;4;13;15789055;6;45;7.568;False;False;True;True
57;4;13;15255915;5;0;6.989;False;False;False;True
33;3;17;26032615;3;33;5.081;False;False;True;True
46;4;14;18821993;3;1;6.077;False;False;False;True
8;3;35;63156137;2;2;6.48;False;False;False;True
61;2;12;14263385;6;61;5.846;False;True;True;True
37;2;16;23294414;4;37;4.53;False;False;True;True
6;4;40;73667024;4;6;6.467;False;False;True;True
28;4;18;30485114;4;1;6.574;False;False;False;True
46;2;14;18820721;5;46;5.239;False;False;True;True
52;2;13;16691532;5;16;5.54;False;False;True;True
54;3;13;16105267;8;2;7.963;False;False;True;True
20;2;22;42112515;4;20;3.967;False;False;True;True
4;2;50;88422124;3;4;4.183;False;False;True;True
41;3;15;21073775;8;41;31.205;True;False;True;True
61;4;12;14268237;6;0;6.981;False;False;False;True
47;3;14;18428302;4;2;5.749;False;False;False;True
35;2;16;24575886;7;35;31.209;True;False;True;True
27;3;19;31587691;0;0;4.761;False;False;False;True
21;2;21;40212657;3;21;3.899;False;False;True;True
45;2;14;19248110;6;45;31.245;True;False;True;True
48;2;14;18042784;8;48;6.768;False;False;True;True
8;4;35;63149645;6;4;7.322;False;False;True;True
32;4;17;26797511;5;11;7.246;False;False;True;True
5;2;44;80388104;2;5;3.309;False;False;True;True
51;4;14;17018056;5;0;7.134;False;False;False;True
40;2;15;21578362;3;3;5.736;False;False;False;True
31;2;17;27630207;3;5;5.057;False;True;True;True
20;4;22;42120691;2;20;5.429;False;False;True;True
31;4;17;27645529;5;2;7.111;False;False;False;True
36;3;16;23903053;5;36;6.389;False;False;True;True
62;4;12;14059806;6;0;7.022;False;False;False;True
41;2;15;21048295;3;4;6.31;False;False;True;True
28;4;18;30498946;8;1;8.61;False;False;False;True
38;2;16;22673763;6;38;31.233;True;False;False;True
31;2;17;27645277;3;4;4.952;False;True;False;True
45;2;14;19233533;5;6;5.193;False;True;True;True
27;4;19;31578056;3;1;5.937;False;False;False;True
27;2;19;31578988;4;27;4.689;False;True;True;True
41;4;15;21075417;12;2;10.963;False;False;False;True
17;2;24;49143659;1;17;3.587;False;False;True;True
7;4;37;68015216;1;1;6.197;False;False;False;True
63;4;12;13815305;7;3;8.349;False;False;True;True
47;2;14;18424367;6;47;5.939;False;False;True;True
28;3;18;30502232;6;2;6.12;False;False;False;True
16;4;25;52032134;5;16;7.163;False;False;True;True
53;3;13;16379174;6;1;6.712;False;False;False;True
63;3;12;13816144;3;63;5.612;False;True;True;True
61;2;12;14269868;5;4;5.701;False;True;False;True
21;3;21;40183836;3;21;4.97;False;False;True;True
30;2;18;28543301;5;30;4.985;False;False;True;True
32;2;17;26812002;5;32;5.303;False;True;True;True
60;2;12;14510042;8;18;6.68;False;False;True;True
55;4;13;15817237;7;0;8.226;False;False;False;True
54;3;13;16099569;6;17;6.861;False;False;True;True
38;4;16;22693751;7;12;31.195;True;True;True;True
45;3;14;19217570;9;2;8.483;False;False;False;True
33;4;17;26032260;4;2;6.666;False;False;False;True
36;3;16;23900945;4;4;6.077;False;False;False;True
34;3;17;25268514;7;34;30.312;True;False;False;True
27;3;19;31604185;2;2;5.199;False;False;False;True
14;2;26;44231261;5;14;5.007;False;False;True;True
10;3;31;55278084;4;10;5.454;False;False;True;True
55;2;13;15798229;5;55;5.515;False;True;True;True
48;3;14;18063446;9;48;8.31;False;False;True;True
64;3;12;13610184;9;2;8.959;False;False;False;True
7;4;37;68005124;4;7;6.478;False;False;True;True
50;2;14;17339547;8;5;7.22;False;True;False;True
19;2;22;44228074;5;19;5.044;False;False;True;True
28;3;18;30484801;4;3;5.732;False;False;False;True
39;2;16;22122058;7;39;6.287;False;False;True;True
29;2;18;29478125;7;29;6.167;False;True;True;True
50;3;14;17356949;7;6;7.764;False;False;True;True
41;3;15;21066735;3;41;31.233;True;False;True;True
64;2;12;13622632;5;5;5.935;False;True;True;True
54;3;13;16081299;6;1;7.039;False;False;False;True
7;3;37;68025645;1;1;6.893;False;False;False;True
10;4;31;55256104;3;10;5.998;False;False;True;True
51;3;14;17025486;11;2;9.491;False;False;False;True
7;3;37;68029756;1;1;5.893;False;False;False;True
19;2;22;44213534;4;19;4.508;False;False;True;True
56;4;13;15533939;6;12;7.774;False;False;True;True
54;2;13;16082470;5;54;5.295;False;True;True;True
14;2;26;44226051;5;14;4.95;False;False;True;True
57;4;13;15264161;7;0;8.187;False;False;False;True
39;3;16;22122475;7;39;7.487;False;False;True;True
32;2;17;26797623;4;6;5.886;False;False;True;True
4;2;50;88417625;2;4;4.083;False;False;True;True
26;3;19;32745355;6;4;6.769;False;False;True;True
55;3;13;15789324;6;55;6.692;False;False;True;True
53;4;13;16378368;7;0;8.204;False;False;False;True
45;3;14;19250049;7;4;7.605;False;False;True;True
7;4;37;68019322;2;7;5.549;False;False;True;True
10;3;31;55254073;2;10;4.415;False;False;True;True
12;3;28;49133824;1;12;30.315;True;False;False;True
8;2;35;63150947;2;8;3.4;False;False;True;True
23;4;20;36837220;4;3;6.527;False;False;True;True
47;4;14;18441090;10;0;9.715;False;False;False;True
4;3;50;88405697;3;4;4.378;False;False;True;True
30;2;18;28532496;7;30;6.058;False;False;True;True
59;3;13;14754282;5;2;6.278;False;False;False;True
4;2;50;88431308;1;4;4.623;False;False;True;True
50;2;14;17351843;10;4;8.302;False;False;False;True
41;2;15;21060140;3;5;5.654;False;False;True;True
42;3;15;20581939;6;3;6.887;False;False;False;True
62;2;12;14054847;7;6;6.832;False;True;True;True
60;2;12;14502758;8;4;7.12;False;False;True;True
17;2;24;49117551;3;17;3.948;False;False;True;True
28;3;18;30485853;2;2;5.522;False;False;False;True
11;3;30;52028318;1;11;3.813;False;False;True;True
10;3;31;55281638;1;1;7.485;False;False;False;True
35;2;16;24580667;6;35;6.026;False;False;True;True
60;4;12;14522792;11;0;31.189;True;False;False;True
52;2;13;16706932;3;4;5.481;False;False;True;True
12;2;28;49139784;3;12;3.99;False;False;True;True
20;4;22;42109784;4;2;6.597;False;False;False;True
37;4;16;23291115;6;3;7.866;False;False;False;True
36;2;16;23900701;8;10;6.44;False;True;True;True
15;2;25;42098294;4;15;4.413;False;False;True;True
13;4;27;46532761;4;2;6.5;False;False;False;True
19;2;22;44232041;4;19;4.528;False;False;True;True
45;2;14;19234025;7;45;6.48;False;False;True;True
48;4;14;18059599;6;1;7.721;False;False;False;True
14;3;26;44205190;2;14;4.423;False;False;True;True
32;2;17;26790695;5;6;6.552;False;False;True;True
63;4;12;13836928;4;0;5.922;False;False;False;True
32;2;17;26789408;8;32;6.98;False;True;True;True
12;3;28;49120470;4;4;6.046;False;False;False;True
62;3;12;14034507;9;2;8.482;False;False;False;True
45;4;14;19218269;2;45;5.46;False;False;True;True
33;3;17;26026611;4;5;5.802;False;False;True;False
27;3;19;31591217;6;3;6.227;False;False;False;True
28;4;18;30498894;6;2;7.646;False;False;True;True
50;3;14;17335624;7;2;31.209;True;True;False;True
38;4;16;22667955;4;2;6.679;False;False;False;True
47;4;14;18443879;8;14;8.783;False;False;True;True
64;3;12;13622369;10;4;9.493;False;True;False;True
25;3;20;34029623;6;25;6.665;False;False;True;True
62;4;12;14045257;7;1;8.287;False;False;False;True
33;4;17;26000630;4;3;6.933;False;False;False;True
35;3;16;24582687;3;4;6.09;False;False;True;True
60;4;12;14499020;7;0;8.155;False;False;False;True
29;4;18;29478845;5;0;7.046;False;False;False;True
51;2;14;17030623;6;11;5.978;False;False;True;True
38;4;16;22677290;6;38;7.532;False;False;True;True
56;4;13;15510618;11;0;10.216;False;False;False;True
42;2;15;20573976;6;12;6.481;False;True;True;True
39;3;16;22129097;4;4;6.086;False;False;False;True
63;4;12;13825212;5;0;7.168;False;False;False;True
27;3;19;31588865;6;12;6.784;False;False;True;True
35;3;16;24579825;3;4;6.409;False;False;True;True
8;4;35;63152038;3;3;6.043;False;False;False;True
29;2;18;29496710;6;29;5.696;False;True;True;True
24;2;20;35379108;3;24;3.899;False;False;True;True
34;3;17;25269095;6;34;6.646;False;False;True;True
57;4;13;15264816;4;1;6.606;False;False;False;True
49;2;14;17684956;5;5;5.638;False;True;True;True
54;3;13;16072807;8;54;7.959;False;True;True;True
7;2;37;68020472;2;7;3.362;False;False;True;True
24;3;20;35385413;4;24;5.509;False;False;True;True
10;2;31;55271756;3;10;4.035;False;False;True;True
12;2;28;49143020;2;2;5.276;False;False;False;True
45;4;14;19222787;8;45;8.815;False;False;True;True
15;3;25;42101121;4;15;5.584;False;False;True;True
56;4;13;15528264;12;0;10.801;False;False;False;True
13;3;27;46538316;6;7;5.755;False;False;True;True
59;2;13;14760098;8;5;7.559;False;False;True;True
25;2;20;34011216;4;4;4.771;False;False;False;True
52;2;13;16705858;6;5;6.154;False;True;False;True
42;3;15;20588965;5;42;6.22;False;False;True;True
62;3;12;14063416;6;1;6.921;False;False;False;True
22;2;21;38463106;4;22;4.457;False;False;True;True
9;2;33;58941608;2;9;3.791;False;False;True;True
39;3;16;22128459;5;39;6.389;False;False;True;True
17;4;24;49114665;4;17;6.55;False;False;True;True
35;4;16;24565540;5;4;7.364;False;False;True;True
36;4;16;23918390;5;2;7.627;False;False;False;True
26;3;19;32742513;5;26;6.182;False;False;True;True
24;2;20;35378629;5;24;5.055;False;False;True;True
9;2;33;58952752;3;9;3.976;False;False;True;True
59;2;13;14739648;6;8;6.153;False;False;True;True
50;4;14;17359824;4;50;6.643;False;False;True;True
33;4;17;26008749;3;4;6.195;False;False;True;True
22;2;21;38458617;5;22;5.074;False;False;True;True
44;2;15;19670199;7;44;6.075;False;True;True;True
17;3;24;49119226;3;17;4.969;False;False;True;True
14;4;26;44200954;1;1;5.113;False;False;False;True
5;3;44;80367154;3;5;4.95;False;False;True;True
63;2;12;13831208;2;3;4.552;False;True;False;True
31;4;17;27631389;8;1;8.165;False;False;False;True
4;2;50;88427279;1;4;3.893;False;False;True;True
62;4;12;14038380;5;0;7.104;False;False;False;True
20;2;22;42096942;1;20;2.928;False;False;True;True
48;2;14;18045963;4;48;31.227;True;False;False;True
35;2;16;24585288;5;35;5.842;False;False;True;True
23;3;20;36835488;3;23;4.946;False;False;True;True
47;3;14;18430252;10;2;9.06;False;False;False;True
4;4;50;88417751;3;3;6.568;False;False;False;True
33;3;17;26031424;5;33;6.562;False;False;True;True
37;2;16;23276519;3;6;5.507;False;True;True;True
11;2;30;52011326;4;11;4.485;False;False;True;True
20;2;22;42098616;3;20;3.98;False;False;True;True
20;3;22;42118070;6;20;6.732;False;False;True;True
40;4;15;21580458;10;3;31.216;True;True;True;True
53;2;13;16393766;8;8;6.583;False;False;True;True
47;4;14;18436170;6;47;7.655;False;False;True;True
55;3;13;15803270;3;27;5.341;False;False;True;True
45;3;14;19248716;9;45;8.293;False;False;True;True
62;3;12;14059298;8;62;7.499;False;True;True;True
59;2;13;14764633;6;59;5.846;False;False;True;True
35;3;16;24582230;7;35;7.419;False;False;True;True
52;3;13;16691489;4;1;5.733;False;False;False;True
29;3;18;29470504;1;1;5.161;False;False;False;True
46;4;14;18841162;2;0;5.502;False;False;False;True
15;2;25;42097394;1;15;2.983;False;False;True;True
44;2;15;19653470;5;6;6.022;False;False;True;True
48;3;14;18049087;10;2;8.966;False;False;False;True
12;3;28;49141398;6;12;6.639;False;False;True;True
64;4;12;13607503;9;64;9.572;False;False;True;True
15;2;25;42107903;5;15;4.934;False;False;True;True
18;2;23;46544499;5;18;5.136;False;False;True;True
28;3;18;30498833;2;4;5.732;False;True;True;True
5;3;44;80368132;2;5;4.674;False;False;True;True
31;3;17;27639427;4;2;5.692;False;False;False;True
46;3;14;18825070;7;14;7.466;False;True;True;True
48;2;14;18057274;5;48;5.153;False;True;True;True
21;3;21;40209119;4;21;5.716;False;False;True;True
33;2;17;26019534;10;33;7.632;False;False;True;True
10;4;31;55251241;1;1;30.279;True;True;False;True
13;2;27;46529293;4;13;4.455;False;False;True;True
58;4;13;14989248;8;0;8.697;False;False;False;True
7;4;37;68026261;1;1;30.292;True;True;False;True
21;4;21;40190064;3;21;5.955;False;False;True;True
5;4;44;80384617;1;1;6.992;False;False;False;True
45;3;14;19221260;8;45;7.735;False;False;True;True
29;4;18;29495603;4;1;6.589;False;False;False;True
