N;DELAY;THRESHOLD;BUF SIZE;KILLED DOCKER;REAL MPI KILLED;TIME;DEADLOCK;SEGFAULT;ABORT;RIGHT RESULT;D;WR
54;3;13;16077798;0;0;3.35;False;False;False;True;False;False
38;3;16;22699078;6;1;7.052;False;True;False;True;False;False
44;3;15;19665875;8;4;7.971;False;True;True;True;False;False
46;2;14;18838628;6;2;5.533;False;False;False;True;False;False
31;4;17;27641120;7;0;7.796;False;False;False;True;False;False
50;3;14;17364790;9;1;8.442;False;False;False;True;False;False
10;2;31;55274003;2;9;3.513;False;False;True;True;False;False
56;4;13;15515050;0;0;4.254;False;False;False;True;False;False
10;2;31;55253153;0;10;2.267;False;False;False;True;False;False
55;4;13;15799631;0;0;4.203;False;False;False;True;False;False
42;3;15;20567111;5;42;5.626;False;True;True;True;False;False
6;3;40;73669432;4;1;5.533;False;False;False;True;False;False
5;4;44;80364086;5;0;6.486;False;False;False;True;False;False
48;2;14;18073443;6;5;5.851;False;True;True;True;False;False
7;4;37;68005402;0;0;4.193;False;False;False;True;False;False
20;2;22;42095251;2;20;3.489;False;False;True;True;False;False
56;2;13;15517790;6;2;5.342;False;False;False;True;False;False
53;4;13;16391512;0;0;4.246;False;False;False;True;False;False
52;3;13;16699765;2;1;4.548;False;False;False;True;False;False
9;2;33;58946155;4;9;4.606;False;False;True;True;False;False
54;4;13;16088619;0;0;4.252;False;False;False;True;False;False
41;4;15;21061742;0;0;4.357;False;False;False;True;False;False
8;2;35;63169400;3;2;4.108;False;True;False;True;False;False
56;2;13;15525560;10;2;7.988;False;False;False;True;False;False
58;4;13;14988505;0;0;4.242;False;False;False;True;False;False
32;4;17;26789745;0;0;4.305;False;False;False;True;False;False
41;3;15;21068507;5;3;6.427;False;True;True;True;False;False
12;3;28;49128681;4;0;5.52;False;False;False;True;False;False
4;3;50;88403564;1;4;3.912;False;False;False;True;False;False
22;3;21;38447849;5;1;6.128;False;False;False;True;False;False
7;2;37;68011830;3;7;3.969;False;False;True;True;False;False
5;4;44;80371518;0;0;4.187;False;False;False;True;False;False
20;2;22;42118084;4;20;4.604;False;False;True;True;False;False
51;2;14;17022955;4;2;4.389;False;False;False;True;False;False
12;2;28;49139136;3;3;4.073;False;False;False;True;False;False
62;3;12;14058834;7;1;7.395;False;False;False;True;False;False
16;3;25;52030165;1;14;3.904;False;False;True;True;False;False
42;2;15;20571839;6;4;6.054;False;False;True;True;False;False
22;2;21;38452547;5;8;5.306;False;False;True;True;False;False
55;4;13;15814328;0;0;4.26;False;False;False;True;False;False
4;2;50;88421641;2;4;3.463;False;False;True;True;False;False
32;2;17;26799586;3;4;4.301;False;True;False;True;False;False
55;4;13;15798378;0;0;4.245;False;False;False;True;False;False
38;2;16;22693137;7;38;6.333;False;True;True;True;False;False
22;3;21;38465113;2;22;4.475;False;False;True;True;False;False
28;4;18;30482761;0;0;4.299;False;False;False;True;False;False
23;2;20;36834269;5;23;5.192;False;True;True;True;False;False
12;2;28;49140075;2;12;3.49;False;False;False;True;False;False
54;3;13;16105288;7;54;7.29;False;True;True;True;False;False
14;3;26;44203847;4;0;4.903;False;False;False;True;False;False
57;2;13;15265419;7;4;5.903;False;False;True;True;False;False
19;3;22;44201140;7;1;7.267;False;False;False;True;False;False
45;2;14;19240416;5;3;5.372;False;False;True;True;False;False
19;4;22;44223861;2;0;4.848;False;False;False;True;False;False
31;3;17;27631903;0;0;3.238;False;False;False;True;False;False
26;4;19;32762160;0;0;4.25;False;False;False;True;False;False
25;2;20;34019012;4;25;4.655;False;False;True;True;False;False
37;2;16;23287876;6;37;5.871;False;False;True;True;False;False
4;2;50;88415768;0;4;2.306;False;False;False;True;False;False
31;2;17;27640615;4;3;4.557;False;False;True;True;False;False
53;4;13;16383187;5;0;7.129;False;False;False;True;False;False
15;4;25;42106083;0;0;4.254;False;False;False;True;False;False
16;2;25;52019803;3;11;4.141;False;False;False;True;False;False
25;3;20;34018290;0;0;3.278;False;False;False;True;False;False
35;2;16;24584661;5;35;5.422;False;False;True;True;False;False
27;2;19;31583436;1;27;2.994;False;False;False;True;False;False
59;3;13;14760139;6;0;6.784;False;False;False;True;False;False
61;2;12;14264104;5;1;5.379;False;False;False;True;False;False
25;3;20;34006547;7;0;6.542;False;False;False;True;False;False
26;3;19;32768858;4;0;5.519;False;False;False;True;False;False
7;4;37;68000886;0;0;4.284;False;False;False;True;False;False
17;3;24;49113456;1;1;3.912;False;False;False;True;False;False
37;4;16;23264572;5;0;7.133;False;False;False;True;False;False
47;4;14;18441004;0;0;4.191;False;False;False;True;False;False
27;2;19;31591725;5;21;5.108;False;False;True;True;False;False
61;4;12;14261936;0;0;4.195;False;False;False;True;False;False
35;3;16;24561798;4;25;5.738;False;True;True;True;False;False
10;4;31;55257379;0;0;4.261;False;False;False;True;False;False
62;4;12;14032228;0;0;4.311;False;False;False;True;False;False
25;3;20;34019171;5;1;6.085;False;False;False;True;False;False
30;4;18;28526545;0;0;4.245;False;False;False;True;False;False
22;3;21;38449219;6;1;6.738;False;False;False;True;False;False
37;3;16;23283174;5;4;6.442;False;False;True;True;False;False
58;3;13;14988131;4;0;5.091;False;False;False;True;False;False
17;4;24;49125107;5;1;7.019;False;False;False;True;False;False
23;4;20;36836087;0;0;4.31;False;False;False;True;False;False
31;4;17;27639707;0;0;4.273;False;False;False;True;False;False
41;4;15;21078958;3;17;6.059;False;False;True;True;False;False
59;2;13;14751575;5;5;5.373;False;False;True;True;False;False
47;2;14;18436540;6;47;6.264;False;False;False;True;False;False
56;3;13;15522524;6;4;6.998;False;False;True;True;False;False
32;2;17;26793250;1;32;3.01;False;False;False;True;False;False
10;4;31;55266914;0;0;4.294;False;False;False;True;False;False
8;3;35;63142963;4;1;5.684;False;False;False;True;False;False
24;4;20;35360142;0;0;4.252;False;False;False;True;False;False
22;4;21;38461942;0;0;4.254;False;False;False;True;False;False
59;2;13;14733735;7;59;6.444;False;True;True;True;False;False
26;3;19;32766646;3;0;5.015;False;False;False;True;False;False
34;2;17;25280404;5;34;5.456;False;False;True;True;False;False
29;4;18;29467233;1;0;4.873;False;False;False;True;False;False
28;3;18;30508279;0;24;3.367;False;False;False;True;False;False
48;4;14;18046095;0;0;4.199;False;False;False;True;False;False
8;4;35;63144614;0;0;4.27;False;False;False;True;False;False
51;3;14;17002340;5;1;6.329;False;False;False;True;False;False
13;2;27;46551521;2;13;3.468;False;False;False;True;False;False
26;2;19;32757587;6;26;5.719;False;False;True;True;False;False
35;2;16;24577709;3;35;4.19;False;False;True;True;False;False
6;4;40;73683457;0;0;4.24;False;False;False;True;False;False
34;4;17;25276857;2;1;5.695;False;False;False;True;False;False
59;4;13;14748222;10;59;9.835;False;False;True;True;False;False
6;2;40;73682118;3;6;4.051;False;False;True;True;False;False
31;4;17;27625670;0;0;4.263;False;False;False;True;False;False
55;2;13;15800481;6;55;5.997;False;True;True;True;False;False
13;2;27;46541962;5;13;5.032;False;False;True;True;False;False
18;2;23;46532402;2;18;3.527;False;False;False;True;False;False
38;3;16;22685943;8;3;8.156;False;False;True;True;False;False
58;3;13;14989380;9;58;8.332;False;True;True;True;False;False
52;3;13;16689245;5;0;6.137;False;False;False;True;False;False
12;4;28;49137526;0;0;4.253;False;False;False;True;False;False
33;3;17;26024967;8;33;7.798;False;False;True;True;False;False
46;4;14;18827781;11;0;9.726;False;False;False;True;False;False
13;4;27;46529700;0;0;4.26;False;False;False;True;False;False
55;3;13;15802578;9;0;7.721;False;False;False;True;False;False
45;4;14;19242644;0;0;4.205;False;False;False;True;False;False
20;2;22;42126106;4;18;4.693;False;False;True;True;False;False
55;3;13;15790704;10;2;8.989;False;False;True;True;False;False
63;4;12;13824724;0;0;4.251;False;False;False;True;False;False
11;3;30;52017177;3;0;4.95;False;False;False;True;False;False
19;2;22;44223056;4;6;4.683;False;False;True;True;False;False
34;3;17;25286360;3;7;5.221;False;True;True;True;False;False
39;3;16;22105626;5;3;6.537;False;False;True;True;False;False
49;3;14;17707593;4;36;5.785;False;False;True;True;False;False
64;4;12;13608936;10;30;10.363;False;False;True;True;False;False
28;3;18;30509196;0;0;3.187;False;False;False;True;False;False
47;4;14;18428497;0;0;4.213;False;False;False;True;False;False
56;4;13;15518347;0;0;4.251;False;False;False;True;False;False
30;3;18;28523076;0;0;3.254;False;False;False;True;False;False
62;4;12;14038559;0;0;4.251;False;False;False;True;False;False
40;4;15;21581422;6;1;7.212;False;False;False;True;False;False
14;2;26;44218587;7;14;6.222;False;False;True;True;False;False
63;3;12;13814035;0;0;3.348;False;False;False;True;False;False
42;2;15;20584009;10;42;8.469;False;False;True;True;False;False
43;4;15;20104575;6;1;7.644;False;False;False;True;False;False
64;3;12;13630835;5;4;6.675;False;False;True;True;False;False
7;2;37;68018003;4;7;4.477;False;False;True;True;False;False
25;3;20;34007798;9;0;7.638;False;False;False;True;False;False
26;4;19;32752158;0;0;4.304;False;False;False;True;False;False
35;4;16;24578348;0;0;4.254;False;False;False;True;False;False
30;3;18;28520114;0;0;3.19;False;False;False;True;False;False
40;4;15;21567867;6;14;7.813;False;False;True;True;False;False
30;3;18;28543620;0;0;3.282;False;False;False;True;False;False
62;3;12;14057884;10;1;8.935;False;False;False;True;False;False
38;2;16;22687449;11;3;9.258;False;False;True;True;False;False
33;3;17;26007613;6;33;6.46;False;False;True;True;False;False
40;2;15;21580210;6;40;5.864;False;True;True;True;False;False
21;4;21;40206735;0;0;4.256;False;False;False;True;False;False
58;2;13;14993641;9;3;6.921;False;False;True;True;False;False
21;3;21;40212246;4;3;5.541;False;False;True;True;False;False
10;3;31;55273257;2;1;4.494;False;False;False;True;False;False
39;2;16;22126904;11;3;8.07;False;False;True;True;False;False
25;4;20;34006078;0;0;4.25;False;False;False;True;False;False
40;4;15;21579164;7;0;7.618;False;False;False;True;False;False
61;4;12;14277432;0;0;4.288;False;False;False;True;False;False
60;3;12;14514747;2;0;3.952;False;False;False;True;False;False
47;3;14;18429486;6;1;6.768;False;False;False;True;False;False
21;3;21;40195867;5;21;6.046;False;False;True;True;False;False
51;3;14;17011178;8;0;7.99;False;False;False;True;False;False
27;4;19;31598151;0;0;4.258;False;False;False;True;False;False
50;2;14;17334158;3;2;4.323;False;False;False;True;False;False
32;2;17;26805019;4;18;4.749;False;False;True;True;False;False
63;4;12;13818790;0;0;4.232;False;False;False;True;False;False
39;3;16;22131656;3;3;5.199;False;False;True;True;False;False
39;2;16;22101387;2;39;3.592;False;False;True;True;False;False
27;4;19;31590147;0;0;4.256;False;False;False;True;False;False
20;4;22;42102921;0;0;4.255;False;False;False;True;False;False
61;2;12;14281162;7;61;6.383;False;False;True;True;False;False
35;4;16;24575239;4;7;6.506;False;False;True;True;False;False
20;3;22;42112825;8;1;7.64;False;False;False;True;False;False
62;4;12;14058755;0;0;4.278;False;False;False;True;False;False
47;2;14;18422319;7;6;6.604;False;False;True;True;False;False
26;2;19;32749706;4;17;4.612;False;False;True;True;False;False
34;3;17;25265643;6;4;6.862;False;False;True;True;False;False
60;4;12;14508986;0;0;4.255;False;False;False;True;False;False
59;3;13;14751890;0;0;3.346;False;False;False;True;False;False
10;2;31;55260423;4;10;4.529;False;False;True;True;False;False
17;3;24;49115904;4;2;5.552;False;False;False;True;False;False
57;2;13;15273392;7;5;6.632;False;False;True;True;False;False
30;4;18;28530836;0;0;4.266;False;False;False;True;False;False
20;2;22;42105800;6;20;5.689;False;False;True;True;False;False
54;2;13;16104947;8;13;6.937;False;True;True;True;False;False
50;4;14;17344325;0;0;4.259;False;False;False;True;False;False
43;3;15;20105846;4;1;5.717;False;False;False;True;False;False
6;3;40;73681518;3;1;4.923;False;False;False;True;False;False
42;3;15;20578351;6;3;6.895;False;False;True;True;False;False
36;2;16;23915009;10;12;8.122;False;False;True;True;False;False
47;3;14;18417491;7;1;6.793;False;False;False;True;False;False
22;3;21;38452974;5;1;5.571;False;False;False;True;False;False
35;2;16;24578588;1;35;3.027;False;False;False;True;False;False
20;4;22;42115925;7;1;8.166;False;False;False;True;False;False
41;4;15;21069580;2;41;5.795;False;True;True;True;False;False
51;4;14;17016574;0;0;4.25;False;False;False;True;False;False
59;3;13;14744858;6;0;6.707;False;False;False;True;False;False
51;3;14;17010867;7;1;6.861;False;False;False;True;False;False
20;3;22;42115016;8;1;7.74;False;False;False;True;False;False
12;4;28;49135602;0;0;4.259;False;False;False;True;False;False
63;4;12;13843726;0;0;4.256;False;False;False;True;False;False
57;2;13;15268660;8;8;6.997;False;False;True;True;False;False
24;3;20;35383504;1;0;4.008;False;False;False;True;False;False
7;2;37;68011458;1;7;2.871;False;False;False;True;False;False
25;2;20;34021028;7;25;6.215;False;False;True;True;False;False
58;4;13;15014828;0;0;4.283;False;False;False;True;False;False
13;2;27;46547892;4;13;4.549;False;False;True;True;False;False
27;3;19;31575364;0;0;3.259;False;False;False;True;False;False
37;2;16;23291112;4;37;4.908;False;False;True;True;False;False
59;3;13;14763840;7;0;7.372;False;False;False;True;False;False
26;4;19;32773281;0;0;4.283;False;False;False;True;False;False
52;4;13;16700961;0;0;4.286;False;False;False;True;False;False
22;4;21;38437246;0;0;4.255;False;False;False;True;False;False
53;4;13;16399912;0;0;4.252;False;False;False;True;False;False
50;4;14;17346971;0;0;4.33;False;False;False;True;False;False
10;4;31;55258695;0;0;4.268;False;False;False;True;False;False
36;2;16;23905822;3;36;4.164;False;False;True;True;False;False
8;4;35;63156900;0;0;4.282;False;False;False;True;False;False
18;3;23;46544120;3;4;5.022;False;False;True;True;False;False
35;3;16;24564842;10;7;8.581;False;False;True;True;False;False
29;4;18;29481070;0;0;4.247;False;False;False;True;False;False
64;3;12;13601943;7;3;7.739;False;False;True;True;False;False
17;4;24;49128294;0;0;4.197;False;False;False;True;False;False
48;2;14;18047673;4;3;4.753;False;False;True;True;False;False
56;2;13;15510992;13;3;9.735;False;False;True;True;False;False
10;4;31;55251457;0;0;4.191;False;False;False;True;False;False
44;2;15;19675557;8;44;6.952;False;False;True;True;False;False
17;2;24;49127674;6;17;5.608;False;False;True;True;False;False
27;3;19;31596450;5;22;6.075;False;False;True;True;False;False
63;4;12;13843536;0;0;4.389;False;False;False;True;False;False
57;4;13;15273489;0;0;4.26;False;False;False;True;False;False
4;3;50;88401341;0;4;3.28;False;False;False;True;False;False
14;2;26;44231908;4;14;4.547;False;False;True;True;False;False
47;3;14;18441000;9;1;8.292;False;False;False;True;False;False
20;3;22;42095618;3;8;5.106;False;False;True;True;False;False
27;2;19;31603181;7;27;6.272;False;False;True;True;False;False
24;4;20;35376589;0;0;4.25;False;False;False;True;False;False
21;2;21;40208367;7;21;6.285;False;False;True;True;False;False
39;4;16;22120998;5;0;7.114;False;False;False;True;False;False
41;3;15;21062789;9;1;8.421;False;False;False;True;False;False
61;3;12;14275043;8;1;7.371;False;False;False;True;False;False
39;3;16;22104661;5;1;5.66;False;False;False;True;False;False
64;4;12;13622240;8;2;9.217;False;False;False;True;False;False
45;3;14;19220959;2;23;4.625;False;False;True;True;False;False
46;4;14;18825715;0;0;4.188;False;False;False;True;False;False
45;2;14;19247067;6;45;5.796;False;False;True;True;False;False
42;2;15;20566656;6;42;6.082;False;False;True;True;False;False
53;4;13;16391633;5;9;7.489;False;False;True;True;False;False
44;4;15;19645640;0;0;4.28;False;False;False;True;False;False
63;2;12;13834203;5;2;5.399;False;False;False;True;False;False
53;4;13;16379450;0;0;4.263;False;False;False;True;False;False
59;2;13;14736386;6;1;5.971;False;False;False;True;False;False
30;2;18;28548652;7;30;6.152;False;False;True;True;False;False
33;4;17;26022951;6;1;7.581;False;False;False;True;False;False
13;4;27;46549135;0;0;4.255;False;False;False;True;False;False
48;4;14;18043827;0;0;4.314;False;False;False;True;False;False
37;3;16;23277960;8;1;8.286;False;True;False;True;False;False
56;2;13;15516455;8;6;7.176;False;True;True;True;False;False
11;4;30;52002975;0;0;4.201;False;False;False;True;False;False
50;2;14;17357603;5;7;5.48;False;True;True;True;False;False
26;3;19;32757172;0;0;3.331;False;False;False;True;False;False
63;3;12;13837386;5;0;6.178;False;False;False;True;False;False
13;4;27;46530957;0;0;4.334;False;False;False;True;False;False
10;4;31;55250239;0;0;4.264;False;False;False;True;False;False
42;3;15;20575372;3;42;5.098;False;False;True;True;False;False
25;3;20;34001255;6;0;6.646;False;False;False;True;False;False
14;3;26;44202515;0;0;3.283;False;False;False;True;False;False
26;4;19;32763154;0;0;4.3;False;False;False;True;False;False
37;3;16;23291474;6;37;6.502;False;False;True;True;False;False
43;4;15;20099835;7;3;8.519;False;False;True;True;False;False
32;2;17;26807824;6;14;5.879;False;True;True;True;False;False
30;2;18;28541745;6;2;5.672;False;False;True;True;False;False
49;4;14;17707119;9;0;8.715;False;False;False;True;False;False
15;4;25;42100455;0;0;4.249;False;False;False;True;False;False
33;4;17;26011419;9;2;9.96;False;True;False;True;False;False
25;4;20;34010634;4;0;6.724;False;False;False;True;False;False
42;4;15;20558597;1;0;4.874;False;False;False;True;False;False
24;2;20;35382662;4;24;4.644;False;False;True;True;False;False
47;3;14;18435540;9;0;8.251;False;False;False;True;False;False
17;3;24;49136082;5;5;6.223;False;False;True;True;False;False
60;4;12;14494542;0;0;4.271;False;False;False;True;False;False
46;4;14;18826846;0;0;4.349;False;False;False;True;False;False
44;4;15;19675567;0;0;4.388;False;False;False;True;False;False
45;2;14;19234995;7;2;6.387;False;False;False;True;False;False
43;4;15;20107556;0;0;4.321;False;False;False;True;False;False
28;3;18;30501250;0;0;3.323;False;False;False;True;False;False
26;2;19;32754781;8;26;6.691;False;False;True;True;False;False
11;2;30;52024507;3;11;4.082;False;True;True;True;False;False
33;3;17;26002227;6;4;6.825;False;False;True;True;False;False
23;4;20;36847625;0;0;4.318;False;False;False;True;False;False
16;3;25;52018764;5;15;6.113;False;False;True;True;False;False
61;3;12;14268047;9;0;8.323;False;False;False;True;False;False
37;4;16;23285650;4;0;5.99;False;False;False;True;False;False
32;4;17;26793665;0;0;4.252;False;False;False;True;False;False
26;3;19;32743916;6;20;6.577;False;False;True;True;False;False
4;4;50;88411228;0;0;4.25;False;False;False;True;False;False
42;3;15;20566921;4;1;5.932;False;True;False;True;False;False
37;3;16;23275510;4;37;5.858;False;False;True;True;False;False
47;2;14;18418054;8;10;6.975;False;False;True;True;False;False
61;4;12;14284825;0;0;4.27;False;False;False;True;False;False
49;2;14;17704477;10;4;7.657;False;False;True;True;False;False
10;3;31;55275997;2;2;4.494;False;False;False;True;False;False
5;2;44;80395243;4;5;4.462;False;False;True;True;False;False
22;3;21;38438670;3;12;5.052;False;False;True;True;False;False
42;2;15;20572523;7;11;6.47;False;False;True;True;False;False
10;4;31;55254766;0;0;4.295;False;False;False;True;False;False
51;3;14;17005934;8;0;7.696;False;False;False;True;False;False
28;2;18;30501246;4;8;4.561;False;False;True;True;False;False
37;4;16;23277738;7;0;8.175;False;False;False;True;False;False
21;2;21;40200358;3;21;4.024;False;False;True;True;False;False
31;4;17;27645841;0;0;4.329;False;False;False;True;False;False
52;3;13;16707318;0;0;3.389;False;False;False;True;False;False
64;4;12;13613743;4;64;6.929;False;False;True;True;False;False
42;4;15;20589865;6;0;7.043;False;False;False;True;False;False
36;3;16;23897538;7;1;7.271;False;False;False;True;False;False
22;4;21;38458718;0;0;4.284;False;False;False;True;False;False
48;2;14;18048916;5;4;5.308;False;False;True;True;False;False
7;4;37;68017916;0;0;4.272;False;False;False;True;False;False
16;3;25;52005274;4;2;5.606;False;False;False;True;False;False
16;3;25;52015628;2;2;4.545;False;True;False;True;False;False
47;3;14;18436543;9;1;7.806;False;False;False;True;False;False
9;3;33;58961252;1;9;3.899;False;False;False;True;False;False
42;3;15;20589628;6;1;7.077;False;True;False;True;False;False
21;4;21;40213394;0;0;4.415;False;False;False;True;False;False
49;3;14;17680231;7;3;7.06;False;False;True;True;False;False
43;4;15;20100114;0;0;4.303;False;False;False;True;False;False
60;2;12;14520818;7;4;6.59;False;True;True;True;False;False
60;2;12;14507694;11;60;8.503;False;True;True;True;False;False
18;4;23;46540052;0;0;4.283;False;False;False;True;False;False
16;4;25;52017066;0;0;4.19;False;False;False;True;False;False
15;3;25;42117314;0;0;3.354;False;False;False;True;False;False
57;4;13;15270760;0;0;4.291;False;False;False;True;False;False
53;2;13;16372599;9;2;7.001;False;False;False;True;False;False
30;3;18;28548720;0;0;3.271;False;False;False;True;False;False
15;2;25;42121508;2;15;3.419;False;False;True;True;False;False
31;2;17;27653447;5;0;5.158;False;False;False;True;False;False
21;3;21;40196198;6;21;6.573;False;False;True;True;False;False
56;3;13;15523496;9;0;8.336;False;False;False;True;False;False
12;3;28;49133093;3;0;4.959;False;False;False;True;False;False
62;4;12;14054434;0;0;4.256;False;False;False;True;False;False
61;2;12;14282620;7;1;5.91;False;False;False;True;False;False
52;3;13;16711039;3;1;5.281;False;True;False;True;False;False
7;3;37;68008471;2;7;4.557;False;False;True;True;False;False
13;4;27;46557212;13;0;12.238;False;False;False;True;False;False
47;2;14;18435254;8;3;7.169;False;False;True;True;False;False
5;3;44;80391683;3;5;4.995;False;False;True;True;False;False
45;3;14;19248125;8;1;7.293;False;False;False;True;False;False
25;2;20;34030012;6;25;5.615;False;False;True;True;False;False
5;4;44;80366754;0;0;4.203;False;False;False;True;False;False
46;4;14;18836211;4;0;5.961;False;False;False;True;False;False
63;4;12;13813227;0;0;4.269;False;False;False;True;False;False
44;2;15;19663284;6;12;5.872;False;False;True;True;False;False
59;3;13;14749988;14;0;10.409;False;False;False;True;False;False
39;3;16;22105348;7;3;7.381;False;False;True;True;False;False
15;4;25;42102547;0;0;4.272;False;False;False;True;False;False
22;2;21;38455787;4;3;4.687;False;False;False;True;False;False
19;2;22;44231474;5;19;5.318;False;False;True;True;False;False
12;4;28;49121633;3;0;6.125;False;False;False;True;False;False
59;2;13;14765111;4;2;4.901;False;False;False;True;False;False
8;4;35;63146066;0;0;4.284;False;False;False;True;False;False
42;2;15;20573339;4;42;5.15;False;False;True;True;False;False
15;3;25;42098832;5;0;5.548;False;False;False;True;False;False
63;3;12;13832474;8;0;7.929;False;False;False;True;False;False
49;2;14;17709199;8;5;6.99;False;True;True;True;False;False
18;3;23;46553391;6;5;6.753;False;False;True;True;False;False
59;4;13;14753620;0;0;4.293;False;False;False;True;False;False
28;2;18;30493932;5;28;5.135;False;True;True;True;False;False
63;4;12;13838487;0;0;4.298;False;False;False;True;False;False
46;4;14;18836028;0;0;4.286;False;False;False;True;False;False
55;2;13;15795638;11;4;8.541;False;False;True;True;False;False
32;3;17;26816927;5;1;6.213;False;False;False;True;False;False
61;2;12;14267267;8;5;6.688;False;True;True;True;False;False
63;4;12;13817316;0;0;4.259;False;False;False;True;False;False
34;3;17;25287862;9;2;7.895;False;False;False;True;False;False
59;2;13;14753066;11;59;8.543;False;True;True;True;False;False
29;3;18;29493850;0;0;3.254;False;False;False;True;False;False
22;3;21;38435126;2;1;4.428;False;False;False;True;False;False
16;2;25;52020206;2;16;3.565;False;False;True;True;False;False
6;2;40;73673262;2;6;3.402;False;False;True;True;False;False
22;2;21;38458172;3;22;4.052;False;False;True;True;False;False
61;2;12;14273465;8;2;6.396;False;False;False;True;False;False
10;2;31;55251331;2;10;3.5;False;False;True;True;False;False
44;3;15;19653419;7;25;7.213;False;False;True;True;False;False
59;2;13;14743006;12;2;8.56;False;False;False;True;False;False
32;2;17;26806331;6;17;5.885;False;True;True;True;False;False
46;4;14;18830513;0;0;4.202;False;False;False;True;False;False
29;4;18;29471548;0;0;4.261;False;False;False;True;False;False
6;3;40;73690460;1;6;3.849;False;False;True;True;False;False
5;3;44;80381184;3;2;4.982;False;False;False;True;False;False
11;3;30;52004960;3;11;4.942;False;False;True;True;False;False
14;4;26;44203815;0;0;4.264;False;False;False;True;False;False
53;4;13;16386847;0;0;4.324;False;False;False;True;False;False
20;2;22;42096377;4;20;4.576;False;False;True;True;False;False
61;3;12;14269579;8;28;7.778;False;False;True;True;False;False
36;4;16;23918131;6;1;7.786;False;False;False;True;False;False
36;3;16;23919095;6;1;7.06;False;True;False;True;False;False
41;4;15;21060726;2;0;4.991;False;False;False;True;False;False
46;4;14;18831300;3;0;6.144;False;False;False;True;False;False
18;4;23;46547140;2;0;5.478;False;False;False;True;False;False
53;4;13;16376675;3;0;6.127;False;False;False;True;False;False
14;3;26;44200692;0;0;3.281;False;False;False;True;False;False
64;4;12;13605596;6;1;7.521;False;False;False;True;False;False
6;4;40;73667908;0;0;4.306;False;False;False;True;False;False
28;4;18;30509830;0;0;4.258;False;False;False;True;False;False
4;3;50;88412704;3;3;5.075;False;False;True;True;False;False
59;2;13;14754267;9;3;7.738;False;False;False;True;False;False
29;2;18;29493459;3;29;4.084;False;True;True;True;False;False
51;3;14;17007379;10;1;9.592;False;True;False;True;False;False
46;4;14;18840601;4;0;6.754;False;False;False;True;False;False
