N;DELAY;BUF_SIZE;TIMEOUT;TIME;DEADLOCK;DEADLOCK DETECTION;SEGFAULT;ABORT;RIGHT RESULT;KILLED
26;3;74342400;30;4.51;False;False;False;False;True;1
18;3;71933056;30;4.23;False;False;False;False;True;0
20;2;52869248;30;3.44;False;False;False;False;True;1
6;3;50948352;30;2.75;False;False;False;False;True;0
15;3;63145216;30;3.97;False;False;False;False;True;0
28;2;52789376;30;4.31;False;False;False;False;True;1
6;3;65465216;30;3.63;False;False;False;False;True;0
24;2;78512896;30;3.26;False;False;False;True;True;24
31;3;73870464;30;4.74;False;False;False;True;True;2
28;2;57211264;30;4.32;False;False;False;False;True;1
17;2;54842368;30;3.27;False;False;False;False;True;1
9;3;56696448;30;3.29;False;False;False;False;True;0
22;2;52367488;30;3.86;False;False;False;False;True;1
11;3;58295552;30;3.92;False;False;False;False;True;0
12;3;70926208;30;4.09;False;False;False;False;True;1
27;2;63948416;30;4.0;False;False;False;False;True;1
23;2;74276864;30;3.3;False;False;False;True;True;23
16;3;73658496;30;3.66;False;False;False;False;True;0
28;3;62746112;30;4.49;False;False;False;False;True;1
16;3;75175296;30;3.23;False;False;False;False;True;0
4;2;50919808;30;2.07;False;False;False;False;True;0
6;3;56037632;30;2.92;False;False;False;False;True;0
27;2;58402816;30;3.99;False;False;False;False;True;1
28;3;52906112;30;3.79;False;False;False;False;True;0
13;2;71519488;30;4.86;False;False;False;False;True;1
25;2;50073728;30;3.66;False;False;False;True;True;2
11;3;66501888;30;3.83;False;False;False;False;True;0
17;3;53366016;30;3.78;False;False;False;False;True;0
25;3;78069504;30;4.97;False;False;False;False;True;1
26;3;64081792;30;4.05;False;False;False;False;True;0
12;3;72614528;30;4.18;False;False;False;False;True;0
5;3;56888320;30;2.88;False;False;False;False;True;0
25;2;59326336;30;4.39;False;False;False;False;True;1
31;2;55366656;30;3.72;False;False;False;True;True;2
12;3;75007232;30;4.04;False;False;False;False;True;0
24;2;53710464;30;3.06;False;False;False;True;True;24
12;3;57765376;30;3.84;False;False;False;False;True;0
21;3;74877312;30;4.7;False;False;False;False;True;1
29;2;50247808;30;3.63;False;False;False;True;True;2
32;2;54146560;30;3.21;False;False;False;False;True;0
14;3;72681344;30;3.96;False;False;False;False;True;0
12;2;79482752;30;3.22;False;False;False;True;True;12
18;3;70575872;30;4.19;False;False;False;False;True;0
23;3;63512320;30;3.97;False;False;False;False;True;0
5;3;64334464;30;3.26;False;False;False;False;True;0
5;2;73004288;30;4.17;False;False;False;False;True;1
14;3;71636352;30;4.08;False;False;False;False;True;0
17;2;62595968;30;3.89;False;False;False;False;True;1
18;2;58755456;30;3.88;False;False;False;False;True;1
14;2;61479424;30;3.56;False;False;False;True;True;2
28;2;71389696;30;3.46;False;False;False;True;True;28
16;2;64285568;30;2.89;False;False;False;False;True;0
13;3;74925056;30;4.09;False;False;False;False;True;0
29;3;71897216;30;4.74;False;False;False;True;True;2
20;3;70537728;30;4.44;False;False;False;False;True;1
26;2;78643840;30;3.52;False;False;False;True;True;26
22;2;72606208;30;4.87;False;False;False;False;True;1
10;3;66830720;30;4.34;False;False;False;False;True;1
32;3;53226624;30;3.12;False;False;False;False;True;0
7;3;54661248;30;3.04;False;False;False;False;True;0
10;3;68087808;30;4.26;False;False;False;False;True;0
17;2;50578944;30;3.22;False;False;False;False;True;0
26;2;69598720;30;3.45;False;False;False;True;True;26
27;3;56068608;30;3.93;False;False;False;False;True;0
27;2;66270720;30;4.5;False;False;False;False;True;1
28;3;78643840;30;5.18;False;False;False;False;True;1
6;2;57207680;30;3.22;False;False;False;True;True;2
14;3;52991872;30;3.47;False;False;False;False;True;0
14;3;53219456;30;3.06;False;False;False;False;True;0
15;3;52397312;30;3.4;False;False;False;False;True;0
11;2;65738112;30;4.34;False;False;False;False;True;1
25;3;70779520;30;4.3;False;False;False;False;True;1
8;2;79206400;30;3.19;False;False;False;True;True;8
21;2;63532544;30;4.09;False;False;False;False;True;1
20;3;54508800;30;3.76;False;False;False;False;True;0
31;2;67760256;30;3.48;False;False;False;True;True;31
19;3;67750656;30;4.41;False;False;False;False;True;0
17;3;79626880;30;4.89;False;False;False;False;True;1
28;2;56430848;30;4.12;False;False;False;False;True;1
26;2;63788672;30;4.52;False;False;False;False;True;1
12;2;75015680;30;4.3;False;False;False;False;True;1
23;3;57403136;30;4.1;False;False;False;False;True;0
25;2;73735936;30;3.33;False;False;False;True;True;25
4;2;56248448;30;2.58;False;False;False;False;True;0
14;3;66439936;30;4.05;False;False;False;False;True;0
15;3;51608448;30;3.25;False;False;False;False;True;0
5;3;63477632;30;3.83;False;False;False;False;True;0
8;2;76704128;30;3.13;False;False;False;False;True;1
14;2;51526272;30;3.52;False;False;False;False;True;1
21;2;78288768;30;3.19;False;False;False;True;True;21
32;3;71762688;30;4.22;False;False;False;False;True;0
26;3;54862720;30;3.9;False;False;False;False;True;0
31;2;73958656;30;3.77;False;False;False;True;True;31
20;2;68447744;30;3.33;False;False;False;True;True;20
29;2;55957760;30;4.35;False;False;False;False;True;1
24;3;53752192;30;3.79;False;False;False;False;True;0
24;3;74760576;30;4.31;False;False;False;False;True;1
32;2;73806208;30;3.68;False;False;False;True;True;32
25;2;71168000;30;3.49;False;False;False;True;True;25
28;3;64600064;30;4.36;False;False;False;False;True;1
22;2;56620288;30;4.13;False;False;False;False;True;1
19;3;52141184;30;3.48;False;False;False;False;True;0
26;2;72901760;30;3.44;False;False;False;True;True;26
12;3;52614272;30;3.44;False;False;False;False;True;0
8;2;50055936;30;2.25;False;False;False;False;True;0
17;2;50351360;30;3.08;False;False;False;False;True;0
8;2;63833984;30;2.99;False;False;False;False;True;0
8;3;79174144;30;3.71;False;False;False;False;True;0
18;3;60692992;30;3.8;False;False;False;False;True;0
17;2;62553088;30;3.89;False;False;False;False;True;1
28;2;65068416;30;3.28;False;False;False;True;True;28
9;2;52925184;30;2.99;False;False;False;False;True;0
24;2;63132160;30;4.21;False;False;False;False;True;1
6;3;73390336;30;4.08;False;False;False;False;True;0
11;3;67495680;30;3.98;False;False;False;False;True;1
29;3;65447296;30;4.23;False;False;False;False;True;1
20;3;77402240;30;4.58;False;False;False;False;True;1
25;3;78994176;30;4.92;False;False;False;False;True;1
16;2;70530560;30;3.6;False;False;False;False;True;1
20;2;65107712;30;4.09;False;False;False;False;True;1
24;3;78238720;30;4.6;False;False;False;True;True;2
23;3;50733952;30;3.51;False;False;False;False;True;0
24;3;69435520;30;4.2;False;False;False;False;True;1
7;3;75605504;30;3.72;False;False;False;False;True;0
19;2;50011776;30;3.32;False;False;False;False;True;0
22;3;54153728;30;3.52;False;False;False;False;True;0
8;3;76689792;30;3.32;False;False;False;False;True;0
25;2;69609472;30;3.23;False;False;False;True;True;25
27;3;52223360;30;3.58;False;False;False;False;True;0
27;2;78945408;30;3.52;False;False;False;True;True;27
18;2;71628032;30;3.18;False;False;False;True;True;18
27;3;73994496;30;4.55;False;False;False;False;True;1
32;2;52839424;30;3.58;False;False;False;False;True;0
11;2;51481088;30;2.97;False;False;False;False;True;0
24;3;74055168;30;5.09;False;False;False;False;True;1
24;3;66080128;30;4.12;False;False;False;False;True;0
11;2;53312384;30;3.13;False;False;False;False;True;0
6;2;50477696;30;2.94;False;False;False;False;True;0
15;3;75684096;30;4.47;False;False;False;False;True;1
7;2;70736640;30;3.11;False;False;False;True;True;7
29;3;61125504;30;4.91;False;False;False;False;True;1
18;3;79585280;30;5.51;False;False;False;False;True;1
18;3;58281344;30;3.56;False;False;False;False;True;0
28;3;74152960;30;4.56;False;False;False;False;True;1
14;2;75644800;30;3.2;False;False;False;True;True;14
28;2;51528704;30;3.87;False;False;False;False;True;1
28;3;51453696;30;3.78;False;False;False;False;True;0
27;2;50318080;30;3.74;False;False;False;True;True;2
20;2;63736320;30;4.01;False;False;False;False;True;1
18;2;61108864;30;4.04;False;False;False;False;True;1
29;2;63152384;30;4.55;False;False;False;False;True;1
13;2;65124480;30;4.08;False;False;False;False;True;1
15;2;70980992;30;3.09;False;False;False;True;True;15
8;2;63384832;30;3.03;False;False;False;False;True;1
11;2;79364864;30;3.1;False;False;False;True;True;11
15;3;59599232;30;3.66;False;False;False;False;True;0
17;3;64301056;30;4.22;False;False;False;False;True;0
4;2;67027328;30;2.78;False;False;False;False;True;0
22;2;76404992;30;3.23;False;False;False;True;True;22
27;2;64210432;30;4.4;False;False;False;False;True;1
23;2;66553088;30;3.14;False;False;False;True;True;23
13;2;61920384;30;3.55;False;False;False;True;True;2
28;3;71865088;30;4.6;False;False;False;True;True;2
18;2;61624832;30;4.2;False;False;False;False;True;1
4;2;59511040;30;2.48;False;False;False;False;True;0
23;2;75329024;30;3.78;False;False;False;True;True;23
31;2;76667136;30;3.56;False;False;False;True;True;31
31;2;70509056;30;3.5;False;False;False;True;True;31
4;2;79156352;30;3.08;False;False;False;True;True;4
25;2;72337024;30;3.4;False;False;False;True;True;25
21;2;74916736;30;3.31;False;False;False;True;True;21
12;2;73575040;30;3.24;False;False;False;True;True;12
13;2;55205888;30;3.39;False;False;False;False;True;1
16;3;72252416;30;3.51;False;False;False;False;True;0
31;3;74185088;30;4.93;False;False;False;True;True;2
23;3;56025600;30;3.55;False;False;False;False;True;0
32;3;53175424;30;3.29;False;False;False;False;True;0
7;3;58377856;30;3.2;False;False;False;False;True;0
6;3;73535744;30;3.78;False;False;False;False;True;0
26;2;54380160;30;4.17;False;False;False;False;True;1
5;3;73323520;30;3.71;False;False;False;False;True;0
8;2;64862208;30;3.08;False;False;False;False;True;1
22;3;50812544;30;3.37;False;False;False;False;True;0
9;2;75547008;30;4.49;False;False;False;False;True;1
7;3;53975040;30;3.0;False;False;False;False;True;0
7;3;75841408;30;4.06;False;False;False;False;True;0
25;3;58909312;30;4.21;False;False;False;False;True;0
13;3;73729920;30;4.05;False;False;False;False;True;0
14;2;51293952;30;3.2;False;False;False;False;True;0
23;2;53759360;30;3.68;False;False;False;False;True;1
31;2;74751104;30;3.64;False;False;False;True;True;31
4;2;63350272;30;2.59;False;False;False;False;True;0
17;3;62525568;30;4.04;False;False;False;False;True;0
19;3;70189824;30;4.25;False;False;False;False;True;0
11;2;66808192;30;4.13;False;False;False;False;True;1
23;3;79146752;30;5.7;False;False;False;False;True;1
4;2;61820288;30;2.79;False;False;False;False;True;0
11;3;54967552;30;3.27;False;False;False;False;True;0
17;2;78832128;30;3.23;False;False;False;True;True;17
24;2;74592640;30;3.19;False;False;False;True;True;24
17;2;69857280;30;3.23;False;False;False;True;True;17
23;2;67488512;30;4.38;False;False;False;False;True;1
14;2;74915584;30;3.32;False;False;False;True;True;14
22;2;77436800;30;3.9;False;False;False;True;True;22
28;3;66995200;30;4.66;False;False;False;False;True;1
12;3;79927168;30;4.21;False;False;False;False;True;1
5;2;76796928;30;3.83;False;False;False;False;True;1
18;2;57705728;30;3.51;False;False;False;False;True;1
32;2;51338112;30;3.19;False;False;False;False;True;0
27;2;58543360;30;3.94;False;False;False;False;True;1
11;3;54106112;30;3.31;False;False;False;False;True;0
23;2;55159424;30;4.12;False;False;False;False;True;1
29;3;67823360;30;4.31;False;False;False;False;True;1
18;3;79871232;30;4.66;False;False;False;False;True;1
7;2;57449600;30;3.12;False;False;False;False;True;0
19;2;64702592;30;3.96;False;False;False;False;True;1
31;2;73127040;30;3.78;False;False;False;True;True;31
28;2;79483904;30;3.87;False;False;False;True;True;28
5;3;74260096;30;3.82;False;False;False;False;True;0
22;2;65399680;30;4.34;False;False;False;False;True;1
20;2;64329728;30;4.65;False;False;False;False;True;1
26;3;78093440;30;5.0;False;False;False;True;True;2
22;3;74401920;30;4.52;False;False;False;False;True;1
29;2;75226496;30;3.49;False;False;False;True;True;29
27;2;70486400;30;3.27;False;False;False;True;True;27
22;2;57381632;30;3.99;False;False;False;False;True;1
27;3;57680768;30;4.02;False;False;False;False;True;0
8;2;71261056;30;3.1;False;False;False;True;True;8
18;2;61153024;30;4.22;False;False;False;False;True;1
29;3;55130752;30;3.84;False;False;False;False;True;0
7;2;59618176;30;3.51;False;False;False;True;True;2
11;3;67459840;30;4.14;False;False;False;False;True;0
32;2;62056192;30;3.47;False;False;False;False;True;1
19;3;56664320;30;3.78;False;False;False;False;True;0
6;3;72355968;30;4.6;False;False;False;False;True;1
5;3;58474368;30;2.97;False;False;False;False;True;0
31;2;53531776;30;3.89;False;False;False;True;True;2
28;3;77591808;30;5.7;False;False;False;False;True;1
13;3;64619264;30;4.39;False;False;False;False;True;1
23;3;53791488;30;3.58;False;False;False;False;True;0
9;3;66357760;30;3.69;False;False;False;False;True;0
27;2;64946816;30;3.23;False;False;False;True;True;27
30;2;69260416;30;4.95;False;False;False;False;True;1
25;3;68955392;30;4.65;False;False;False;True;True;2
10;3;69128064;30;4.2;False;False;False;False;True;0
19;3;68031872;30;4.17;False;False;False;False;True;0
7;3;71923456;30;3.74;False;False;False;False;True;0
32;3;55185536;30;3.26;False;False;False;False;True;0
11;3;64953984;30;3.7;False;False;False;False;True;0
5;3;50851840;30;2.71;False;False;False;False;True;0
32;3;73085312;30;4.25;False;False;False;False;True;0
10;2;51577472;30;3.27;False;False;False;False;True;0
6;3;78392576;30;4.28;False;False;False;False;True;1
22;3;51770624;30;3.64;False;False;False;False;True;0
7;3;66442368;30;3.35;False;False;False;False;True;0
13;2;70336256;30;3.1;False;False;False;True;True;13
20;3;56598784;30;3.79;False;False;False;False;True;0
21;2;73162752;30;3.27;False;False;False;True;True;21
26;3;62268288;30;4.11;False;False;False;False;True;0
14;2;76988800;30;3.3;False;False;False;True;True;14
9;3;78136320;30;4.17;False;False;False;False;True;0
9;3;63076096;30;3.81;False;False;False;False;True;0
10;2;62840192;30;3.57;False;False;False;False;True;1
21;3;56079232;30;3.5;False;False;False;False;True;0
6;3;60752640;30;3.2;False;False;False;False;True;0
31;2;58556544;30;4.01;False;False;False;False;True;1
31;2;50604032;30;3.65;False;False;False;False;True;0
19;2;72471680;30;4.78;False;False;False;False;True;1
5;2;69503488;30;4.02;False;False;False;False;True;1
5;3;61973888;30;3.16;False;False;False;False;True;0
17;3;65504512;30;4.22;False;False;False;False;True;0
14;2;54629120;30;3.52;False;False;False;False;True;1
13;2;62865152;30;3.91;False;False;False;False;True;1
8;3;74368640;30;3.56;False;False;False;False;True;0
16;2;55067648;30;3.05;False;False;False;False;True;0
12;2;59400192;30;3.58;False;False;False;True;True;2
26;3;78487808;30;4.85;False;False;False;False;True;1
5;3;69035136;30;3.59;False;False;False;False;True;0
12;3;72768256;30;3.94;False;False;False;False;True;0
23;3;55173632;30;3.9;False;False;False;False;True;0
26;3;61014656;30;4.01;False;False;False;False;True;0
21;3;57168384;30;3.86;False;False;False;False;True;0
18;3;76723072;30;4.89;False;False;False;False;True;1
22;2;72444160;30;3.49;False;False;False;True;True;22
21;2;59674240;30;4.11;False;False;False;False;True;1
29;2;74166016;30;3.64;False;False;False;True;True;29
4;3;58930688;30;2.6;False;False;False;False;True;0
28;3;68782464;30;4.53;False;False;False;False;True;1
13;2;70617472;30;3.11;False;False;False;True;True;13
10;3;64874240;30;4.08;False;False;False;False;True;0
10;2;68568064;30;4.43;False;False;False;False;True;1
24;3;79700864;30;4.6;False;False;False;True;True;2
31;3;65517568;30;4.89;False;False;False;True;True;2
19;3;77597696;30;4.36;False;False;False;False;True;0
10;3;59506176;30;3.56;False;False;False;False;True;0
13;3;53896320;30;3.35;False;False;False;False;True;0
23;2;53472128;30;4.2;False;False;False;False;True;1
13;2;78037376;30;3.34;False;False;False;True;True;13
18;3;65250816;30;4.22;False;False;False;False;True;0
14;3;50189312;30;3.24;False;False;False;False;True;0
7;2;51892096;30;2.69;False;False;False;False;True;0
29;2;58630400;30;3.27;False;False;False;True;True;29
28;3;68081920;30;4.7;False;False;False;False;True;1
4;2;69999104;30;2.68;False;False;False;False;True;0
4;3;65107712;30;2.91;False;False;False;False;True;0
17;3;73178240;30;4.21;False;False;False;False;True;0
24;3;60397440;30;4.18;False;False;False;False;True;1
27;3;70398336;30;4.42;False;False;False;False;True;0
10;3;52595072;30;3.02;False;False;False;False;True;0
30;3;56141312;30;4.02;False;False;False;False;True;0
30;2;68348800;30;3.51;False;False;False;True;True;30
26;2;75263488;30;3.49;False;False;False;True;True;26
20;3;76303616;30;4.23;False;False;False;False;True;1
17;2;54306176;30;3.7;False;False;False;False;True;1
22;3;76164224;30;4.38;False;False;False;False;True;1
32;2;60112768;30;3.7;False;False;False;False;True;1
22;3;58678016;30;3.93;False;False;False;False;True;0
25;2;77839616;30;3.58;False;False;False;True;True;25
13;3;68932736;30;4.0;False;False;False;False;True;0
24;2;57748608;30;3.69;False;False;False;True;True;2
17;2;55263104;30;3.7;False;False;False;False;True;1
4;3;54716160;30;2.26;False;False;False;False;True;0
32;2;62206336;30;3.51;False;False;False;False;True;1
14;3;74724864;30;4.33;False;False;False;False;True;0
21;3;79927168;30;4.92;False;False;False;False;True;1
12;2;69852544;30;4.04;False;False;False;False;True;1
29;2;58627968;30;3.92;False;False;False;False;True;1
27;2;75640064;30;3.78;False;False;False;True;True;27
15;3;78921472;30;4.53;False;False;False;False;True;1
20;2;71722112;30;3.29;False;False;False;True;True;20
9;3;73734656;30;4.04;False;False;False;False;True;0
24;3;69514112;30;4.51;False;False;False;False;True;0
23;2;58910464;30;3.71;False;False;False;True;True;2
13;2;58446848;30;3.26;False;False;False;False;True;0
17;3;61944192;30;4.12;False;False;False;False;True;0
28;2;56441472;30;4.15;False;False;False;False;True;1
17;3;63565824;30;4.02;False;False;False;False;True;0
20;3;79759232;30;4.88;False;False;False;False;True;1
26;2;70166016;30;3.3;False;False;False;True;True;26
17;3;65771392;30;4.12;False;False;False;False;True;0
27;3;71657856;30;4.8;False;False;False;True;True;2
15;2;53976192;30;3.11;False;False;False;False;True;0
28;3;70737920;30;4.74;False;False;False;False;True;1
20;2;70130176;30;3.16;False;False;False;True;True;20
10;2;79539968;30;3.23;False;False;False;True;True;10
10;2;58861568;30;3.92;False;False;False;False;True;1
18;3;69066112;30;4.43;False;False;False;True;True;2
4;2;67876992;30;3.03;False;False;False;False;True;0
30;2;73959936;30;3.47;False;False;False;True;True;30
20;3;52895488;30;3.74;False;False;False;False;True;0
8;2;53033600;30;2.37;False;False;False;False;True;0
29;3;55034240;30;4.03;False;False;False;False;True;0
27;2;57077760;30;3.91;False;False;False;False;True;1
29;2;52064896;30;3.67;False;False;False;True;True;2
13;3;58023936;30;3.65;False;False;False;False;True;0
6;3;75717376;30;4.45;False;False;False;False;True;1
7;3;75405312;30;4.14;False;False;False;False;True;0
5;2;68547840;30;3.61;False;False;False;False;True;1
11;2;71547008;30;3.21;False;False;False;True;True;11
27;2;71728128;30;3.47;False;False;False;True;True;27
6;3;56418944;30;3.14;False;False;False;False;True;0
14;3;70728320;30;4.14;False;False;False;False;True;1
29;2;57127808;30;4.2;False;False;False;False;True;1
32;3;68397696;30;4.26;False;False;False;False;True;0
5;2;75480320;30;3.56;False;False;False;False;True;1
19;3;62674560;30;3.96;False;False;False;False;True;0
31;2;58144256;30;3.93;False;False;False;False;True;1
12;3;63679104;30;3.69;False;False;False;False;True;0
23;3;70286336;30;4.43;False;False;False;False;True;1
24;3;68039040;30;4.42;False;False;False;False;True;0
21;2;50445568;30;3.69;False;False;False;True;True;2
6;3;60621440;30;3.85;False;False;False;False;True;0
9;3;55908864;30;3.47;False;False;False;False;True;0
6;3;76655232;30;3.87;False;False;False;False;True;0
