N;DELAY;BUF_SIZE;TIMEOUT;TIME;DEADLOCK;DEADLOCK DETECTION;SEGFAULT;ABORT;RIGHT RESULT;KILLED
7;4;73639296;30;4.64;False;False;False;False;True;0
13;4;65804800;30;5.34;False;False;False;False;True;1
24;2;74449536;30;3.63;False;False;False;True;True;24
4;2;60640512;30;2.93;False;False;False;False;True;0
16;3;59434752;30;4.16;False;False;False;False;True;0
15;3;59949440;30;5.08;False;False;False;True;True;2
5;2;61025408;30;3.32;False;False;False;True;True;2
10;3;77311744;30;4.73;False;False;False;True;True;10
7;3;63178624;30;3.95;False;False;False;False;True;0
29;3;72531200;30;5.82;False;False;False;True;True;29
31;3;55465600;30;5.24;False;False;False;True;True;31
26;2;58650752;30;3.54;False;False;False;True;True;26
27;2;62220544;30;3.58;False;False;False;True;True;27
13;3;78020736;30;5.5;False;False;False;True;True;2
10;4;76122496;30;5.93;False;False;False;False;True;0
27;3;54587520;30;4.59;False;False;False;True;True;27
9;3;57905920;30;4.02;False;False;False;False;True;0
7;2;51839744;30;3.1;False;False;False;False;True;1
10;4;60405760;30;4.3;False;False;False;False;True;0
6;4;56380672;30;3.89;False;False;False;False;True;0
28;3;59217920;30;5.19;False;False;False;True;True;28
20;2;65937152;30;4.18;False;False;False;True;True;20
21;3;55492992;30;6.31;False;False;False;False;True;1
12;3;55658624;30;4.3;False;False;False;False;True;0
30;3;56106624;30;5.22;False;False;False;True;True;30
4;4;67733888;30;3.0;False;False;False;False;True;0
7;2;59730304;30;3.42;False;False;False;True;True;7
16;2;72352384;30;3.72;False;False;False;True;True;16
7;2;53612672;30;3.57;False;False;False;True;True;2
24;4;60555904;30;6.2;False;False;False;False;True;1
22;3;53194496;30;6.17;False;False;False;False;True;1
17;2;59149952;30;3.65;False;False;False;True;True;17
8;2;71767424;30;3.44;False;False;False;True;True;8
10;4;65231616;30;4.61;False;False;False;False;True;0
9;4;66332672;30;4.91;False;False;False;False;True;0
25;3;58141824;30;4.6;False;False;False;True;True;25
17;3;71954432;30;5.59;False;False;False;False;True;1
25;4;50302592;30;6.21;False;False;False;True;True;2
18;3;57784448;30;4.67;False;False;False;False;True;1
27;3;77539328;30;5.91;False;False;False;True;True;27
6;4;66221824;30;4.01;False;False;False;False;True;0
15;3;65599872;30;4.51;False;False;False;True;True;15
10;2;69478400;30;3.61;False;False;False;True;True;10
17;3;52167296;30;4.59;False;False;False;False;True;0
5;3;53238656;30;3.14;False;False;False;False;True;0
28;3;53914240;30;5.11;False;False;False;True;True;28
21;2;75427968;30;3.32;False;False;False;True;True;21
11;4;62100224;30;4.3;False;False;False;False;True;0
5;3;57230336;30;3.63;False;False;False;False;True;0
7;2;64280832;30;3.96;False;False;False;True;True;3
11;4;64338048;30;4.68;False;False;False;False;True;0
18;2;55591936;30;5.27;False;False;False;False;True;1
28;3;72544384;30;4.59;False;False;False;True;True;28
16;4;52311552;30;3.77;False;False;False;False;True;0
4;3;77679872;30;3.9;False;False;False;False;True;0
27;4;68210560;30;9.18;False;False;False;False;True;1
10;4;63972224;30;4.96;False;False;False;False;True;0
12;4;54166784;30;4.0;False;False;False;False;True;0
10;3;68874240;30;4.71;False;False;False;True;True;4
21;3;66630528;30;4.5;False;False;False;True;True;21
27;3;67721984;30;5.44;False;False;False;True;True;27
22;4;52243584;30;5.3;False;False;False;False;True;0
15;4;51962368;30;4.65;False;False;False;False;True;0
14;3;74826112;30;5.39;False;False;False;True;True;6
19;4;75439872;30;6.54;False;False;False;True;True;8
20;4;78547328;30;6.65;False;False;False;True;True;8
24;4;77268864;30;5.54;False;False;False;True;True;24
6;2;61156608;30;4.09;False;False;False;True;True;2
17;2;59744512;30;3.62;False;False;False;True;True;17
16;3;74532992;30;4.98;False;False;False;False;True;1
27;2;57033728;30;3.61;False;False;False;True;True;27
22;3;55363200;30;5.28;False;False;False;True;True;8
14;4;66068096;30;5.38;False;False;False;False;True;1
25;3;53161088;30;6.38;False;False;False;False;True;1
32;2;62348032;30;4.25;False;False;False;True;True;32
8;3;72228608;30;4.19;False;False;False;False;True;0
31;2;57720064;30;3.81;False;False;False;True;True;31
21;4;64522752;30;6.72;False;False;False;True;True;2
8;2;53428096;30;3.17;False;False;False;False;True;1
4;2;60529792;30;3.14;False;False;False;False;True;0
8;3;51056768;30;3.06;False;False;False;False;True;0
20;2;74699904;30;4.49;False;False;False;True;True;20
4;3;59804032;30;2.71;False;False;False;False;True;0
13;3;69194880;30;5.21;False;False;False;True;True;2
21;3;65782144;30;4.43;False;False;False;True;True;21
31;2;78518784;30;5.0;False;False;False;True;True;31
8;2;65672576;30;3.58;False;False;False;True;True;2
26;3;61269760;30;5.02;False;False;False;True;True;26
30;2;72062976;30;4.35;False;False;False;True;True;30
21;3;76468096;30;5.54;False;False;False;True;True;21
14;4;72844544;30;5.5;False;False;False;True;True;2
21;2;54345600;30;5.2;False;False;False;False;True;1
25;2;52352128;30;4.0;False;False;False;True;True;25
32;4;61455616;30;6.82;False;False;False;False;True;1
4;3;73501184;30;3.25;False;False;False;False;True;0
9;3;61906048;30;4.1;False;False;False;False;True;0
15;4;68806400;30;5.6;False;False;False;False;True;1
28;2;79082368;30;4.04;False;False;False;True;True;28
25;4;63870848;30;8.38;False;False;False;False;True;1
21;2;62923648;30;4.03;False;False;False;True;True;21
28;2;75720960;30;3.91;False;False;False;True;True;28
6;3;50767360;30;3.37;False;False;False;False;True;0
12;4;71029888;30;4.86;False;False;False;False;True;0
20;3;79596032;30;4.72;False;False;False;True;True;20
4;3;72540672;30;3.25;False;False;False;False;True;0
4;2;59491840;30;2.75;False;False;False;False;True;0
11;3;68408320;30;4.61;False;False;False;False;True;1
7;2;75526784;30;3.49;False;False;False;True;True;7
28;4;55255936;30;7.86;False;False;False;False;True;1
23;4;71960448;30;5.46;False;False;False;True;True;23
10;2;65495040;30;3.51;False;False;False;True;True;10
19;4;69766784;30;5.97;False;False;False;False;True;1
30;3;74144512;30;4.76;False;False;False;True;True;30
20;3;54585088;30;4.95;False;False;False;False;True;1
17;4;52170880;30;4.27;False;False;False;False;True;0
31;2;57929728;30;3.66;False;False;False;True;True;31
18;4;57472256;30;5.01;False;False;False;False;True;0
10;2;70106368;30;3.69;False;False;False;True;True;10
6;4;64246272;30;4.18;False;False;False;False;True;0
24;2;72105856;30;3.54;False;False;False;True;True;24
9;3;56609536;30;4.0;False;False;False;False;True;0
14;4;60123520;30;4.67;False;False;False;False;True;0
9;2;67414656;30;3.61;False;False;False;True;True;9
4;2;76234496;30;3.26;False;False;False;False;True;1
23;4;56959872;30;6.13;False;False;False;True;True;2
22;2;56762112;30;4.06;False;False;False;True;True;22
8;2;53924992;30;3.08;False;False;False;False;True;1
21;2;77172352;30;3.41;False;False;False;True;True;21
29;3;57430528;30;5.0;False;False;False;True;True;29
13;3;65587968;30;5.18;False;False;False;True;True;2
15;4;58552960;30;4.96;False;False;False;False;True;0
6;2;71892480;30;3.22;False;False;False;True;True;6
4;4;65867904;30;3.13;False;False;False;False;True;0
16;4;73180672;30;5.35;False;False;False;False;True;0
18;3;57811840;30;4.92;False;False;False;True;True;2
5;3;66897536;30;4.02;False;False;False;False;True;0
21;4;53448320;30;5.66;False;False;False;True;True;2
29;3;79520896;30;5.06;False;False;False;True;True;29
20;2;61758208;30;3.94;False;False;False;True;True;20
12;4;63210752;30;5.21;False;False;False;False;True;0
20;2;51456000;30;3.27;False;False;False;True;True;20
31;4;79163520;30;7.4;False;False;False;True;True;31
6;4;56823936;30;3.69;False;False;False;False;True;0
30;3;69507072;30;4.56;False;False;False;True;True;30
15;4;51731328;30;4.68;False;False;False;False;True;0
8;3;66748544;30;3.6;False;False;False;False;True;0
16;2;50870912;30;3.76;False;False;False;True;True;2
17;3;64855168;30;5.46;False;False;False;True;True;2
27;3;68189056;30;5.24;False;False;False;True;True;27
21;4;78589184;30;7.95;False;False;False;False;True;1
8;2;75225344;30;3.47;False;False;False;True;True;8
12;4;74823808;30;5.17;False;False;False;False;True;1
20;4;54026240;30;5.32;False;False;False;False;True;0
14;3;56499968;30;4.91;False;False;False;True;True;2
32;2;55004416;30;4.43;False;False;False;True;True;32
9;3;55358336;30;3.96;False;False;False;False;True;0
4;3;60968320;30;2.76;False;False;False;False;True;0
24;4;53561472;30;5.86;False;False;False;False;True;0
5;4;65440256;30;3.99;False;False;False;False;True;0
29;2;78810752;30;4.62;False;False;False;True;True;29
21;4;56820480;30;5.53;False;False;False;False;True;0
31;2;70771200;30;4.22;False;False;False;True;True;31
23;2;69416448;30;3.37;False;False;False;True;True;23
6;2;75357568;30;3.24;False;False;False;True;True;6
14;3;50547968;30;4.03;False;False;False;False;True;0
5;4;73191296;30;4.24;False;False;False;False;True;0
12;4;56545152;30;4.49;False;False;False;False;True;0
25;3;71258624;30;5.35;False;False;False;True;True;25
20;4;50237056;30;5.23;False;False;False;False;True;0
14;3;71319424;30;5.5;False;False;False;True;True;2
26;2;61299456;30;3.48;False;False;False;True;True;26
24;2;62795008;30;4.42;False;False;False;True;True;24
23;3;56380800;30;6.12;False;False;False;False;True;1
10;4;54809088;30;3.9;False;False;False;False;True;0
23;3;53379200;30;6.47;False;False;False;False;True;1
10;3;62056192;30;3.95;False;False;False;False;True;0
15;3;63408512;30;5.83;False;False;False;False;True;1
30;3;54973440;30;5.06;False;False;False;True;True;30
16;3;54723328;30;3.99;False;False;False;False;True;0
26;4;70587776;30;5.53;False;False;False;True;True;26
30;4;58726912;30;5.75;False;False;False;True;True;30
13;3;67552896;30;4.5;False;False;False;True;True;13
8;3;57853440;30;3.12;False;False;False;False;True;0
18;4;74568704;30;6.36;False;False;False;True;True;2
14;3;65415168;30;5.05;False;False;False;True;True;2
28;2;69224576;30;3.89;False;False;False;True;True;28
13;2;73498752;30;3.6;False;False;False;True;True;13
24;2;61160064;30;3.45;False;False;False;True;True;24
8;2;60373632;30;3.53;False;False;False;True;True;2
31;3;66615040;30;6.07;False;False;False;True;True;31
25;3;79474432;30;5.67;False;False;False;True;True;25
20;3;55492992;30;4.69;False;False;False;True;True;16
17;2;72792192;30;4.25;False;False;False;True;True;17
31;3;72620544;30;4.65;False;False;False;True;True;31
14;3;70745088;30;4.29;False;False;False;True;True;14
18;4;72226176;30;5.9;False;False;False;False;True;1
18;3;58824576;30;5.24;False;False;False;False;True;1
6;3;57865472;30;3.99;False;False;False;False;True;0
20;3;79867648;30;5.3;False;False;False;True;True;20
7;2;74796288;30;3.51;False;False;False;True;True;7
14;3;61799936;30;5.27;False;False;False;True;True;2
26;4;60722816;30;8.19;False;False;False;False;True;1
26;4;63135744;30;7.6;False;False;False;False;True;1
7;4;59505024;30;3.88;False;False;False;False;True;0
20;4;62318336;30;6.2;False;False;False;True;True;4
21;2;53528064;30;3.91;False;False;False;True;True;21
21;4;71793536;30;6.58;False;False;False;True;True;5
30;3;54824576;30;5.47;False;False;False;True;True;30
8;2;68273664;30;3.62;False;False;False;True;True;2
31;4;53959552;30;8.01;False;False;False;False;True;1
19;2;62768768;30;3.94;False;False;False;True;True;19
22;4;55900544;30;5.82;False;False;False;True;True;2
19;2;70165888;30;4.06;False;False;False;True;True;19
29;4;68566912;30;5.9;False;False;False;True;True;29
30;2;54280064;30;5.11;False;False;False;True;True;30
9;3;59267968;30;3.95;False;False;False;False;True;0
6;2;79643648;30;3.45;False;False;False;True;True;6
9;2;58159744;30;4.52;False;False;False;False;True;1
10;4;76802944;30;5.25;False;False;False;False;True;0
23;4;52305664;30;6.02;False;False;False;False;True;0
21;4;53883264;30;5.36;False;False;False;False;True;1
27;2;73098368;30;3.99;False;False;False;True;True;27
28;2;58903296;30;4.78;False;False;False;True;True;28
14;3;52898944;30;4.18;False;False;False;False;True;0
19;4;57440000;30;5.57;False;False;False;False;True;0
7;3;53264768;30;3.35;False;False;False;False;True;0
31;2;73325952;30;4.21;False;False;False;True;True;31
13;3;55557376;30;4.36;False;False;False;False;True;0
31;2;55600256;30;3.64;False;False;False;True;True;31
25;2;66912896;30;3.63;False;False;False;True;True;25
18;3;57148160;30;4.96;False;False;False;False;True;1
11;3;73666688;30;5.06;False;False;False;True;True;2
20;4;65411584;30;6.43;False;False;False;True;True;2
25;3;68977920;30;5.21;False;False;False;True;True;25
5;3;68354816;30;4.18;False;False;False;False;True;0
29;4;61546112;30;5.67;False;False;False;True;True;29
15;3;57845120;30;6.06;False;False;False;False;True;1
12;3;68357120;30;4.77;False;False;False;False;True;1
18;2;77573888;30;4.85;False;False;False;True;True;18
30;4;51014016;30;7.56;False;False;False;False;True;1
9;2;66939264;30;3.58;False;False;False;True;True;9
25;2;70902400;30;3.8;False;False;False;True;True;25
8;3;64057984;30;3.61;False;False;False;False;True;0
8;2;70298240;30;3.73;False;False;False;True;True;4
21;3;68196224;30;4.9;False;False;False;True;True;21
4;2;76126080;30;3.37;False;False;False;False;True;1
32;4;72272640;30;6.88;False;False;False;True;True;32
25;3;52313984;30;6.34;False;False;False;False;True;1
16;4;74804736;30;5.11;False;False;False;False;True;0
29;4;58976000;30;5.41;False;False;False;True;True;29
6;3;72084352;30;4.67;False;False;False;True;True;2
13;4;52023168;30;4.61;False;False;False;False;True;0
27;4;59557376;30;7.78;False;False;False;False;True;1
11;4;56924032;30;4.24;False;False;False;False;True;0
27;3;76677888;30;5.84;False;False;False;True;True;27
23;4;67763712;30;7.87;False;False;False;False;True;1
26;4;69439104;30;5.74;False;False;False;True;True;26
5;3;55813632;30;3.46;False;False;False;False;True;0
26;2;52825088;30;4.28;False;False;False;True;True;26
5;3;75064448;30;4.42;False;False;False;False;True;0
31;2;58277760;30;3.88;False;False;False;True;True;31
17;4;70065792;30;5.75;False;False;False;True;True;2
26;3;76603904;30;5.64;False;False;False;True;True;26
26;2;75956864;30;3.93;False;False;False;True;True;26
29;3;78407936;30;4.95;False;False;False;True;True;29
4;2;53578240;30;2.84;False;False;False;False;True;0
31;2;78770304;30;4.44;False;False;False;True;True;31
5;3;57842816;30;3.63;False;False;False;False;True;0
9;3;73127040;30;4.8;False;False;False;True;True;2
15;3;52137600;30;4.73;False;False;False;True;True;2
20;4;63593216;30;5.85;False;False;False;False;True;1
26;4;68359552;30;8.2;False;False;False;False;True;1
13;2;67935360;30;3.52;False;False;False;True;True;13
27;4;67218048;30;8.26;False;False;False;False;True;1
32;3;68538240;30;5.45;False;False;False;True;True;32
16;4;54767360;30;3.8;False;False;False;False;True;0
10;2;59061760;30;4.85;False;False;False;False;True;1
22;4;68083072;30;6.18;False;False;False;True;True;22
11;4;76307200;30;5.54;False;False;False;True;True;2
7;2;53335040;30;3.27;False;False;False;True;True;2
21;4;65545088;30;6.34;False;False;False;True;True;2
5;3;64569088;30;4.09;False;False;False;False;True;0
10;3;78966912;30;6.21;False;False;False;False;True;1
26;2;67494528;30;3.88;False;False;False;True;True;26
4;4;70765312;30;3.47;False;False;False;False;True;0
10;2;54487424;30;3.33;False;False;False;True;True;10
32;2;67382528;30;4.85;False;False;False;True;True;32
23;3;52903808;30;6.13;False;False;False;False;True;1
21;4;62324224;30;5.87;False;False;False;True;True;4
7;4;75950976;30;4.87;False;False;False;False;True;0
23;4;60092416;30;6.95;False;False;False;True;True;2
29;4;76698112;30;6.35;False;False;False;True;True;29
12;3;64286848;30;4.87;False;False;False;True;True;2
28;4;71072768;30;6.23;False;False;False;True;True;28
29;3;76994816;30;5.57;False;False;False;True;True;29
20;4;64067456;30;6.37;False;False;False;False;True;0
10;2;62418432;30;3.32;False;False;False;True;True;10
32;3;79873536;30;6.89;False;False;False;True;True;32
13;4;72352384;30;5.34;False;False;False;False;True;1
28;4;60752512;30;7.91;False;False;False;False;True;1
14;2;68694400;30;3.81;False;False;False;True;True;14
21;4;67873408;30;6.61;False;False;False;True;True;2
10;3;52719104;30;3.92;False;False;False;False;True;0
20;4;74668928;30;7.09;False;False;False;False;True;1
4;4;64853888;30;2.91;False;False;False;False;True;0
4;2;79505408;30;3.57;False;False;False;True;True;2
5;2;72395392;30;3.29;False;False;False;True;True;5
14;4;71695872;30;5.41;False;False;False;False;True;1
25;3;79225472;30;5.56;False;False;False;True;True;25
5;2;56891904;30;3.57;False;False;False;False;True;1
26;4;64946816;30;8.35;False;False;False;False;True;1
14;3;63770752;30;4.75;False;False;False;True;True;2
22;4;69834624;30;8.47;False;False;False;False;True;1
17;2;75531520;30;4.63;False;False;False;True;True;17
26;3;64168832;30;5.53;False;False;False;True;True;26
11;2;50981760;30;4.04;False;False;False;True;True;2
19;2;68158208;30;3.86;False;False;False;True;True;19
23;3;61567616;30;6.26;False;False;False;False;True;1
14;3;59059456;30;4.65;False;False;False;True;True;2
9;2;71476736;30;3.69;False;False;False;True;True;9
26;4;78937088;30;5.94;False;False;False;True;True;26
30;4;54707712;30;8.0;False;False;False;False;True;1
7;4;50578944;30;3.23;False;False;False;False;True;0
14;4;56259200;30;4.62;False;False;False;False;True;0
9;3;52024320;30;3.93;False;False;False;False;True;0
25;3;63627904;30;5.14;False;False;False;True;True;25
20;3;52024320;30;4.82;False;False;False;True;True;2
4;2;54377728;30;2.65;False;False;False;False;True;0
19;4;51006848;30;4.91;False;False;False;False;True;0
15;4;56215040;30;4.9;False;False;False;False;True;0
29;4;62140800;30;5.62;False;False;False;True;True;29
31;2;57723648;30;4.05;False;False;False;True;True;31
16;2;58252672;30;3.91;False;False;False;True;True;2
7;4;78991872;30;4.76;False;False;False;False;True;0
11;4;54122752;30;4.32;False;False;False;False;True;0
24;4;65303168;30;6.89;False;False;False;True;True;8
11;4;60247424;30;4.95;False;False;False;False;True;0
32;3;54009472;30;5.75;False;False;False;True;True;4
20;4;54735232;30;5.64;False;False;False;False;True;0
16;3;50900736;30;3.79;False;False;False;False;True;0
10;3;62314752;30;4.32;False;False;False;False;True;1
16;2;69767936;30;3.63;False;False;False;True;True;16
31;2;78894208;30;5.32;False;False;False;True;True;31
31;3;78206592;30;4.88;False;False;False;True;True;31
9;2;70812928;30;3.83;False;False;False;True;True;9
30;4;78040960;30;6.32;False;False;False;True;True;30
7;2;55110528;30;3.32;False;False;False;True;True;2
8;3;71158528;30;4.06;False;False;False;False;True;0
12;4;64500096;30;4.64;False;False;False;False;True;0
7;3;66384000;30;4.3;False;False;False;False;True;1
8;4;60669184;30;3.28;False;False;False;False;True;0
15;2;65298432;30;3.64;False;False;False;True;True;15
30;3;60312960;30;5.06;False;False;False;True;True;30
28;3;61137408;30;4.97;False;False;False;True;True;28
9;3;51303552;30;3.43;False;False;False;False;True;0
14;3;61483008;30;4.64;False;False;False;True;True;14
7;4;75949824;30;4.68;False;False;False;False;True;0
29;3;60459392;30;5.75;False;False;False;True;True;29
16;4;50341888;30;3.56;False;False;False;False;True;0
28;4;58088192;30;8.34;False;False;False;False;True;1
15;2;67712512;30;4.04;False;False;False;True;True;15
29;3;55041408;30;4.96;False;False;False;True;True;29
6;3;55812352;30;3.84;False;False;False;False;True;0
26;4;73956224;30;5.8;False;False;False;True;True;26
9;4;67500416;30;5.07;False;False;False;False;True;0
20;3;67120256;30;5.85;False;False;False;False;True;1
32;3;54064384;30;5.98;False;False;False;True;True;2
23;2;66041984;30;3.48;False;False;False;True;True;23
16;3;54535040;30;3.99;False;False;False;False;True;0
16;2;68745600;30;3.85;False;False;False;True;True;16
17;3;79844992;30;4.63;False;False;False;True;True;17
23;3;52403328;30;6.54;False;False;False;False;True;1
30;3;73115008;30;4.66;False;False;False;True;True;30
24;4;58034560;30;6.48;False;False;False;True;True;2
5;3;72941056;30;4.39;False;False;False;False;True;0
17;4;55397632;30;4.63;False;False;False;False;True;0
15;3;69492736;30;6.09;False;False;False;False;True;1
21;4;67047680;30;6.46;False;False;False;True;True;2
31;4;60219904;30;5.95;False;False;False;True;True;31
17;2;61878656;30;3.5;False;False;False;True;True;17
9;2;50380032;30;3.51;False;False;False;False;True;1
10;3;67271680;30;4.67;False;False;False;False;True;1
4;2;59992320;30;2.72;False;False;False;False;True;0
29;3;53787904;30;4.74;False;False;False;True;True;29
26;2;58662656;30;4.67;False;False;False;True;True;26
16;2;73261568;30;3.48;False;False;False;True;True;16
11;2;55844608;30;3.33;False;False;False;True;True;11
32;3;79301632;30;6.9;False;False;False;True;True;32
21;3;74727296;30;5.14;False;False;False;True;True;21
6;2;54676864;30;3.52;False;False;False;True;True;2
29;3;61417472;30;5.62;False;False;False;True;True;29
30;3;53223040;30;4.85;False;False;False;True;True;30
11;4;76279808;30;5.83;False;False;False;False;True;1
12;3;78875008;30;4.62;False;False;False;True;True;12
25;3;76991232;30;5.58;False;False;False;True;True;25
16;4;54881792;30;3.85;False;False;False;False;True;0
6;3;60886016;30;3.76;False;False;False;False;True;0
15;2;60501248;30;3.57;False;False;False;True;True;15
7;4;73508224;30;4.46;False;False;False;False;True;0
30;4;52391424;30;7.04;False;False;False;True;True;8
14;3;59931520;30;4.68;False;False;False;True;True;2
31;3;73235328;30;4.78;False;False;False;True;True;31
18;4;52947840;30;4.58;False;False;False;False;True;0
9;3;76189312;30;5.94;False;False;False;False;True;1
23;2;69627392;30;3.49;False;False;False;True;True;23
20;4;56375936;30;5.96;False;False;False;True;True;2
6;4;50768512;30;3.32;False;False;False;False;True;0
5;2;55489408;30;3.36;False;False;False;False;True;1
14;2;60897920;30;3.7;False;False;False;True;True;14
30;3;58981888;30;5.4;False;False;False;True;True;30
22;4;72182144;30;5.39;False;False;False;True;True;22
17;4;66070528;30;5.66;False;False;False;False;True;1
26;3;76384768;30;5.54;False;False;False;True;True;26
14;3;57436544;30;4.81;False;False;False;True;True;4
17;3;79126528;30;4.41;False;False;False;True;True;17
16;4;74086144;30;5.48;False;False;False;False;True;1
21;3;78624896;30;5.24;False;False;False;True;True;21
27;3;58761472;30;5.07;False;False;False;True;True;27
19;4;55052160;30;5.44;False;False;False;False;True;0
30;4;70411392;30;6.15;False;False;False;True;True;30
12;3;67278848;30;4.68;False;False;False;True;True;4
5;2;64781312;30;3.12;False;False;False;True;True;5
16;2;77956352;30;3.68;False;False;False;True;True;16
25;3;50529024;30;6.24;False;False;False;False;True;1
12;2;64434560;30;3.61;False;False;False;True;True;12
8;4;59071232;30;3.24;False;False;False;False;True;0
19;4;54959232;30;5.6;False;False;False;False;True;0
32;3;51955200;30;5.75;False;False;False;True;True;2
18;4;52180480;30;4.93;False;False;False;False;True;0
6;2;66787840;30;3.22;False;False;False;True;True;6
21;3;55925632;30;5.5;False;False;False;True;True;2
20;3;52427136;30;5.3;False;False;False;True;True;2
32;4;56677504;30;6.8;False;False;False;True;True;2
16;4;77907456;30;5.28;False;False;False;False;True;0
4;4;76435968;30;3.42;False;False;False;False;True;0
27;3;52217472;30;4.64;False;False;False;True;True;27
5;4;70177920;30;4.34;False;False;False;False;True;0
18;3;59120128;30;5.16;False;False;False;True;True;2
5;2;70287488;30;4.57;False;False;False;False;True;1
11;4;56381952;30;3.88;False;False;False;False;True;0
15;3;53321984;30;4.65;False;False;False;True;True;3
9;2;79226624;30;3.71;False;False;False;True;True;9
7;3;55713408;30;3.67;False;False;False;False;True;0
19;3;61298304;30;6.51;False;False;False;False;True;1
17;2;75336192;30;3.99;False;False;False;True;True;17
21;3;61730944;30;6.32;False;False;False;False;True;1
31;4;74143360;30;6.78;False;False;False;True;True;31
21;2;58947328;30;3.72;False;False;False;True;True;21
10;4;55874304;30;4.18;False;False;False;False;True;0
18;3;68092672;30;5.43;False;False;False;True;True;2
9;2;53050368;30;3.69;False;False;False;False;True;1
5;3;78031488;30;4.45;False;False;False;False;True;1
10;2;66673408;30;3.72;False;False;False;True;True;10
15;3;74873728;30;4.34;False;False;False;True;True;15
12;2;58284800;30;3.27;False;False;False;True;True;12
10;2;71778048;30;3.55;False;False;False;True;True;10
13;3;50448000;30;3.87;False;False;False;False;True;0
21;2;70367360;30;4.39;False;False;False;True;True;21
17;4;57400704;30;4.95;False;False;False;False;True;0
31;3;56384384;30;5.19;False;False;False;True;True;31
15;3;61275648;30;5.14;False;False;False;True;True;2
13;2;78273280;30;4.03;False;False;False;True;True;13
23;4;57884544;30;6.15;False;False;False;True;True;2
16;2;77152000;30;3.58;False;False;False;True;True;16
22;3;76329856;30;4.89;False;False;False;True;True;22
8;2;51382144;30;2.87;False;False;False;False;True;0
