N;DELAY;BUF_SIZE;TIMEOUT;TIME;DEADLOCK;DEADLOCK DETECTION;SEGFAULT;ABORT;RIGHT RESULT;KILLED
31;2;66296960;30;3.85;False;False;False;True;True;31
25;2;76114176;30;3.92;False;False;False;True;True;25
20;2;74216064;30;3.44;False;False;False;True;True;20
27;4;58265728;30;6.53;False;False;False;True;True;11
14;4;71837696;30;5.56;False;False;False;True;True;2
23;2;67331200;30;3.44;False;False;False;True;True;23
25;3;53443456;30;6.08;False;False;False;False;True;1
27;4;62466048;30;7.12;False;False;False;True;True;8
4;3;79849856;30;3.44;False;False;False;False;True;0
21;3;66760448;30;6.88;False;False;False;False;True;1
29;4;65811968;30;5.69;False;False;False;True;True;29
31;3;51432192;30;5.04;False;False;False;True;True;31
30;4;56079232;30;5.71;False;False;False;True;True;30
31;2;56586880;30;3.74;False;False;False;True;True;31
11;3;71235968;30;5.23;False;False;False;True;True;4
10;2;67673216;30;3.74;False;False;False;True;True;10
5;4;50449152;30;3.19;False;False;False;False;True;0
14;4;56442752;30;4.8;False;False;False;False;True;0
13;2;53132544;30;3.53;False;False;False;True;True;13
12;2;61968000;30;3.85;False;False;False;True;True;12
15;3;61070720;30;5.02;False;False;False;True;True;2
27;2;56824064;30;3.51;False;False;False;True;True;27
4;2;58119168;30;2.66;False;False;False;False;True;0
27;2;57897600;30;4.49;False;False;False;True;True;27
18;4;60215168;30;5.3;False;False;False;False;True;1
30;2;75197952;30;4.45;False;False;False;True;True;30
4;4;75421952;30;3.62;False;False;False;False;True;0
12;2;50213248;30;3.74;False;False;False;True;True;2
29;3;64274816;30;5.6;False;False;False;True;True;29
11;2;57263744;30;5.18;False;False;False;False;True;1
18;4;69651200;30;5.69;False;False;False;False;True;1
28;2;52118528;30;4.61;False;False;False;True;True;28
31;2;72702848;30;4.51;False;False;False;True;True;31
6;4;52447360;30;3.44;False;False;False;False;True;0
5;3;62201472;30;3.78;False;False;False;False;True;0
14;4;63362048;30;4.85;False;False;False;False;True;0
11;2;63530112;30;3.5;False;False;False;True;True;11
13;2;57631872;30;3.49;False;False;False;True;True;13
32;3;71021440;30;6.16;False;False;False;True;True;32
26;4;61935744;30;7.21;False;False;False;False;True;1
29;3;58927104;30;5.13;False;False;False;True;True;29
31;3;75456512;30;4.92;False;False;False;True;True;31
23;2;79818880;30;3.62;False;False;False;True;True;23
15;2;50086912;30;4.25;False;False;False;False;True;1
16;3;64044800;30;4.39;False;False;False;False;True;1
4;3;73031680;30;3.61;False;False;False;False;True;0
13;3;53058688;30;4.31;False;False;False;False;True;0
19;2;60386816;30;3.9;False;False;False;True;True;19
8;4;76771968;30;3.82;False;False;False;False;True;0
23;4;78141056;30;5.55;False;False;False;True;True;23
23;3;68670464;30;7.75;False;False;False;False;True;1
17;2;61832064;30;3.64;False;False;False;True;True;17
13;2;51788416;30;4.65;False;False;False;False;True;1
7;4;75379072;30;4.73;False;False;False;False;True;0
10;3;56982528;30;4.13;False;False;False;False;True;0
19;3;75607808;30;5.12;False;False;False;True;True;19
21;4;56871680;30;5.59;False;False;False;False;True;0
18;4;73494016;30;6.33;False;False;False;False;True;1
23;3;76908928;30;5.18;False;False;False;True;True;23
6;2;78942976;30;3.22;False;False;False;True;True;6
18;2;56765696;30;3.73;False;False;False;True;True;18
32;2;66352896;30;4.74;False;False;False;True;True;32
15;3;70964352;30;4.66;False;False;False;True;True;15
12;4;76339456;30;5.51;False;False;False;False;True;0
11;3;54694656;30;3.86;False;False;False;False;True;0
5;3;55982720;30;3.61;False;False;False;False;True;0
11;3;72183296;30;4.96;False;False;False;True;True;2
13;3;68304640;30;4.91;False;False;False;True;True;2
30;4;68165248;30;6.2;False;False;False;True;True;30
6;4;71604224;30;4.51;False;False;False;False;True;0
14;2;60577408;30;3.3;False;False;False;True;True;14
24;2;60384384;30;4.27;False;False;False;True;True;24
7;4;60546432;30;4.04;False;False;False;False;True;0
16;4;77218816;30;5.22;False;False;False;False;True;0
4;2;55575168;30;2.69;False;False;False;False;True;0
17;3;72848128;30;6.84;False;False;False;False;True;1
11;3;72010496;30;4.6;False;False;False;True;True;2
21;3;70895104;30;4.88;False;False;False;True;True;21
6;2;73746560;30;3.13;False;False;False;True;True;6
16;3;50683904;30;3.62;False;False;False;False;True;0
25;2;77295104;30;3.8;False;False;False;True;True;25
20;4;73439104;30;6.74;False;False;False;True;True;2
14;4;77807360;30;5.85;False;False;False;True;True;2
4;4;58001280;30;2.65;False;False;False;False;True;0
13;4;73396224;30;5.52;False;False;False;True;True;13
7;4;62553088;30;3.88;False;False;False;False;True;0
25;4;61390080;30;5.88;False;False;False;True;True;25
24;2;64279680;30;4.42;False;False;False;True;True;24
9;4;67626752;30;4.56;False;False;False;False;True;0
19;2;74060032;30;4.72;False;False;False;True;True;19
19;4;55303552;30;4.84;False;False;False;False;True;0
23;2;66462592;30;4.71;False;False;False;True;True;23
8;4;72739712;30;3.77;False;False;False;False;True;0
17;3;78110080;30;4.59;False;False;False;True;True;17
10;3;76484864;30;5.01;False;False;False;True;True;2
16;3;52075648;30;4.14;False;False;False;False;True;0
4;4;71548160;30;3.17;False;False;False;False;True;0
18;4;54587392;30;4.86;False;False;False;False;True;0
30;3;74255360;30;5.0;False;False;False;True;True;30
32;2;56617856;30;4.05;False;False;False;True;True;32
10;3;69822848;30;4.75;False;False;False;True;True;2
22;2;62411264;30;3.96;False;False;False;True;True;22
10;4;70356608;30;4.86;False;False;False;False;True;0
13;3;51762304;30;4.13;False;False;False;False;True;0
16;2;58367104;30;4.0;False;False;False;True;True;4
19;3;57934464;30;5.11;False;False;False;True;True;2
31;2;52768000;30;3.87;False;False;False;True;True;31
8;4;61024256;30;3.34;False;False;False;False;True;0
13;4;62222976;30;5.2;False;False;False;False;True;0
29;3;65147136;30;5.35;False;False;False;True;True;29
15;4;66004992;30;5.71;False;False;False;True;True;2
23;4;68538240;30;8.51;False;False;False;False;True;1
25;2;64131840;30;4.92;False;False;False;True;True;25
9;4;75979520;30;5.22;False;False;False;False;True;0
10;4;69323520;30;4.86;False;False;False;False;True;0
27;2;72133248;30;3.73;False;False;False;True;True;27
7;4;78842880;30;5.29;False;False;False;False;True;1
30;2;64222464;30;3.98;False;False;False;True;True;30
6;3;79622144;30;4.85;False;False;False;False;True;1
22;2;76837504;30;3.57;False;False;False;True;True;22
29;4;59530112;30;7.66;False;False;False;False;True;1
14;2;53866496;30;3.55;False;False;False;True;True;14
10;2;66292096;30;3.21;False;False;False;True;True;10
21;3;52980096;30;5.33;False;False;False;True;True;8
17;4;70193280;30;5.74;False;False;False;False;True;1
26;4;69793024;30;8.75;False;False;False;False;True;1
30;2;50839936;30;3.6;False;False;False;True;True;30
20;2;69142400;30;4.09;False;False;False;True;True;20
15;3;61910784;30;5.2;False;False;False;True;True;2
32;3;62767488;30;5.36;False;False;False;True;True;32
4;4;78367488;30;3.84;False;False;False;False;True;0
31;4;59510912;30;5.86;False;False;False;True;True;31
27;2;74394752;30;3.96;False;False;False;True;True;27
22;3;77761024;30;5.09;False;False;False;True;True;22
28;2;55602688;30;3.59;False;False;False;True;True;28
8;2;69727488;30;3.6;False;False;False;True;True;2
25;4;60354560;30;8.32;False;False;False;False;True;1
22;3;63381248;30;6.98;False;False;False;False;True;1
17;3;57696256;30;4.96;False;False;False;True;True;2
32;4;51435776;30;6.34;False;False;False;False;True;1
9;3;66352896;30;4.29;False;False;False;False;True;0
4;4;58564864;30;2.74;False;False;False;False;True;0
30;3;59005824;30;5.54;False;False;False;True;True;30
6;2;67147776;30;4.79;False;False;False;False;True;1
14;4;53300480;30;4.52;False;False;False;False;True;0
14;2;51022336;30;4.79;False;False;False;False;True;1
6;2;53952256;30;3.61;False;False;False;True;True;2
25;2;65274496;30;3.49;False;False;False;True;True;25
24;4;72602624;30;7.7;False;False;False;False;True;1
13;3;57387648;30;4.74;False;False;False;True;True;2
9;4;67656576;30;5.24;False;False;False;False;True;0
13;4;75526784;30;5.52;False;False;False;False;True;1
21;3;57082624;30;5.32;False;False;False;True;True;2
23;2;52931200;30;3.77;False;False;False;True;True;23
8;4;53504384;30;3.16;False;False;False;False;True;0
26;3;58947328;30;4.63;False;False;False;True;True;26
13;3;60117504;30;4.64;False;False;False;True;True;2
8;3;55833856;30;3.05;False;False;False;False;True;0
13;3;60401152;30;4.64;False;False;False;False;True;1
26;2;61624832;30;3.76;False;False;False;True;True;26
28;3;71259776;30;5.93;False;False;False;True;True;28
9;2;75821184;30;3.43;False;False;False;True;True;9
29;3;57424512;30;5.13;False;False;False;True;True;29
10;3;77310592;30;5.2;False;False;False;True;True;4
29;3;56222208;30;5.08;False;False;False;True;True;29
32;3;63243008;30;4.97;False;False;False;True;True;32
4;4;53728384;30;2.73;False;False;False;False;True;0
7;4;79307648;30;4.93;False;False;False;False;True;0
30;4;70077824;30;5.78;False;False;False;True;True;30
10;2;53585408;30;3.95;False;False;False;True;True;2
5;3;68229632;30;4.25;False;False;False;False;True;0
19;3;73096064;30;4.41;False;False;False;True;True;19
30;2;65746432;30;4.3;False;False;False;True;True;30
14;2;57581824;30;4.84;False;False;False;False;True;1
22;3;58657792;30;6.51;False;False;False;False;True;1
19;3;78904832;30;5.19;False;False;False;True;True;19
9;3;58842496;30;4.29;False;False;False;False;True;0
19;4;56006528;30;5.15;False;False;False;False;True;0
16;2;50919808;30;3.61;False;False;False;True;True;2
24;2;57039616;30;4.11;False;False;False;True;True;24
13;4;62815232;30;4.79;False;False;False;False;True;0
4;2;50038016;30;2.72;False;False;False;False;True;0
7;4;77193856;30;5.37;False;False;False;False;True;0
16;2;57533056;30;3.66;False;False;False;True;True;16
32;2;76520576;30;7.57;False;False;False;True;True;32
28;2;73782272;30;4.3;False;False;False;True;True;28
7;2;57065856;30;3.68;False;False;False;True;True;2
20;2;60808576;30;4.17;False;False;False;True;True;20
11;3;59277440;30;4.18;False;False;False;False;True;0
6;3;62077568;30;4.01;False;False;False;False;True;0
18;2;71656576;30;4.18;False;False;False;True;True;18
19;4;58668544;30;5.06;False;False;False;False;True;0
15;3;77143680;30;4.71;False;False;False;True;True;15
28;3;52860928;30;4.59;False;False;False;True;True;28
24;4;72858880;30;8.81;False;False;False;False;True;1
32;2;73003136;30;5.36;False;False;False;True;True;32
28;4;75171712;30;5.91;False;False;False;True;True;28
27;2;68211840;30;3.69;False;False;False;True;True;27
21;3;74997760;30;4.79;False;False;False;True;True;21
4;3;76997248;30;3.32;False;False;False;False;True;0
6;3;58792448;30;3.77;False;False;False;False;True;0
5;4;70889216;30;4.1;False;False;False;False;True;0
27;4;63239424;30;5.74;False;False;False;True;True;27
20;2;77118720;30;4.74;False;False;False;True;True;20
16;3;57229184;30;3.96;False;False;False;False;True;0
20;2;51112832;30;4.65;False;False;False;False;True;1
4;3;51528704;30;2.56;False;False;False;False;True;0
17;4;62270720;30;5.21;False;False;False;False;True;0
22;3;65692800;30;4.46;False;False;False;True;True;22
18;3;74878592;30;4.51;False;False;False;True;True;18
7;4;74429312;30;4.94;False;False;False;False;True;0
11;3;63409792;30;4.57;False;False;False;False;True;1
23;2;64379776;30;4.59;False;False;False;True;True;23
21;4;79472000;30;7.27;False;False;False;False;True;1
16;2;78778496;30;3.6;False;False;False;True;True;16
11;4;55215360;30;4.14;False;False;False;False;True;0
11;2;55630080;30;4.14;False;False;False;False;True;1
6;2;66526976;30;3.15;False;False;False;True;True;6
4;2;60759808;30;2.72;False;False;False;False;True;0
6;2;74032512;30;3.17;False;False;False;True;True;6
5;3;58730496;30;3.99;False;False;False;False;True;0
23;3;58449280;30;6.94;False;False;False;False;True;1
13;4;76961408;30;5.61;False;False;False;True;True;2
23;2;69884800;30;4.52;False;False;False;True;True;23
18;4;54014336;30;4.37;False;False;False;False;True;0
23;2;64043648;30;3.46;False;False;False;True;True;23
7;4;72526464;30;4.61;False;False;False;False;True;0
9;2;61252992;30;3.93;False;False;False;True;True;4
18;2;63587328;30;3.72;False;False;False;True;True;18
27;3;57497216;30;4.71;False;False;False;True;True;27
13;2;78278144;30;4.18;False;False;False;True;True;13
15;4;68096256;30;6.0;False;False;False;True;True;4
30;3;70973824;30;4.68;False;False;False;True;True;30
8;3;68776576;30;3.75;False;False;False;False;True;0
14;2;76352512;30;4.02;False;False;False;True;True;14
24;2;72795776;30;3.87;False;False;False;True;True;24
10;4;71816192;30;5.14;False;False;False;False;True;0
24;2;56670336;30;4.12;False;False;False;True;True;24
24;2;76401408;30;5.05;False;False;False;True;True;24
16;3;61150592;30;4.63;False;False;False;False;True;0
26;3;73940736;30;5.75;False;False;False;True;True;26
16;4;55207040;30;4.19;False;False;False;False;True;0
28;4;72382208;30;5.62;False;False;False;True;True;28
7;4;77584640;30;4.72;False;False;False;False;True;0
9;4;74606976;30;5.2;False;False;False;False;True;0
29;2;76054656;30;4.45;False;False;False;True;True;29
6;4;72941056;30;4.42;False;False;False;False;True;0
15;2;75301504;30;3.92;False;False;False;True;True;15
31;3;76655232;30;5.27;False;False;False;True;True;31
19;2;74201728;30;4.43;False;False;False;True;True;19
5;4;78597504;30;4.77;False;False;False;False;True;0
23;4;79660288;30;8.18;False;False;False;False;True;1
10;3;72108160;30;4.94;False;False;False;True;True;2
18;4;56731136;30;4.57;False;False;False;False;True;0
31;4;56677376;30;5.52;False;False;False;True;True;31
11;2;56762112;30;4.2;False;False;False;False;True;1
15;3;50581376;30;4.29;False;False;False;True;True;2
20;2;76903040;30;4.76;False;False;False;True;True;20
10;4;70893952;30;5.28;False;False;False;False;True;1
13;2;70917760;30;3.98;False;False;False;True;True;13
18;4;74704640;30;5.89;False;False;False;False;True;1
6;4;51233152;30;3.11;False;False;False;False;True;0
21;2;64117504;30;4.42;False;False;False;True;True;21
19;2;74241024;30;3.24;False;False;False;True;True;19
29;2;70953600;30;4.15;False;False;False;True;True;29
19;4;76736256;30;6.29;False;False;False;True;True;7
13;4;74622464;30;5.96;False;False;False;True;True;4
28;3;55713536;30;4.83;False;False;False;True;True;28
12;2;55020032;30;3.33;False;False;False;True;True;12
26;4;72261888;30;5.55;False;False;False;True;True;26
26;2;55787264;30;4.59;False;False;False;True;True;26
23;2;52858496;30;4.01;False;False;False;True;True;23
26;2;70983424;30;3.97;False;False;False;True;True;26
29;2;63185792;30;3.82;False;False;False;True;True;29
18;3;62729472;30;4.74;False;False;False;True;True;18
4;2;79127680;30;3.66;False;False;False;True;True;2
29;3;60382080;30;5.33;False;False;False;True;True;29
18;2;66628224;30;3.95;False;False;False;True;True;18
6;3;57587840;30;3.62;False;False;False;False;True;0
31;2;55824256;30;5.3;False;False;False;True;True;31
5;2;52740480;30;3.27;False;False;False;False;True;1
4;2;78962048;30;3.61;False;False;False;True;True;2
28;3;65800064;30;5.12;False;False;False;True;True;28
7;4;68525184;30;4.39;False;False;False;False;True;0
32;4;53360128;30;31.21;True;False;False;False;True;0
28;4;72938752;30;6.05;False;False;False;True;True;28
27;3;78905984;30;4.53;False;False;False;True;True;27
25;4;62727040;30;5.38;False;False;False;True;True;25
21;3;54684032;30;5.46;False;False;False;True;True;4
6;4;52340224;30;3.22;False;False;False;False;True;0
7;2;61095808;30;4.6;False;False;False;False;True;1
9;3;53416064;30;4.12;False;False;False;False;True;0
12;3;56185344;30;4.64;False;False;False;False;True;1
30;2;58259840;30;3.64;False;False;False;True;True;30
30;4;53855744;30;7.25;False;False;False;True;True;2
18;4;78304384;30;6.04;False;False;False;True;True;2
7;3;57890432;30;3.96;False;False;False;False;True;0
6;3;58077568;30;4.04;False;False;False;False;True;0
16;2;53683072;30;3.64;False;False;False;True;True;16
25;4;74773760;30;5.56;False;False;False;True;True;25
22;4;79989120;30;8.49;False;False;False;False;True;1
25;2;50525440;30;4.05;False;False;False;True;True;25
25;2;67906688;30;3.62;False;False;False;True;True;25
6;3;55743232;30;3.47;False;False;False;False;True;0
32;2;54196608;30;4.43;False;False;False;True;True;32
9;4;79667456;30;5.15;False;False;False;False;True;0
4;2;77579904;30;3.6;False;False;False;True;True;2
24;3;70577024;30;5.62;False;False;False;True;True;24
26;3;68258176;30;5.36;False;False;False;True;True;26
19;2;53963008;30;3.54;False;False;False;True;True;19
23;3;57758208;30;4.41;False;False;False;True;True;23
25;2;67843584;30;3.64;False;False;False;True;True;25
5;4;55559808;30;3.46;False;False;False;False;True;0
6;2;58794880;30;3.52;False;False;False;True;True;2
14;2;50876928;30;3.23;False;False;False;True;True;14
7;2;73314048;30;3.54;False;False;False;True;True;7
9;2;70922624;30;3.44;False;False;False;True;True;9
31;4;63487232;30;5.67;False;False;False;True;True;31
14;2;75227776;30;4.1;False;False;False;True;True;14
17;3;76376320;30;7.18;False;False;False;False;True;1
5;4;74827392;30;4.38;False;False;False;False;True;0
14;3;65503360;30;5.0;False;False;False;True;True;2
23;4;74861824;30;8.16;False;False;False;False;True;1
6;4;63731456;30;3.95;False;False;False;False;True;0
29;4;79183744;30;6.5;False;False;False;True;True;29
13;4;70311296;30;5.88;False;False;False;True;True;2
6;3;70011008;30;4.17;False;False;False;False;True;1
26;2;78629632;30;3.81;False;False;False;True;True;26
32;2;77348736;30;8.01;False;False;False;True;True;32
21;2;55507328;30;4.19;False;False;False;True;True;21
28;4;54463488;30;6.88;False;False;False;True;True;2
16;2;69430784;30;3.71;False;False;False;True;True;16
19;2;77623936;30;4.63;False;False;False;True;True;19
25;3;54636288;30;4.42;False;False;False;True;True;25
9;3;73043584;30;4.55;False;False;False;True;True;9
21;4;71272832;30;5.58;False;False;False;True;True;21
27;2;52738176;30;4.22;False;False;False;True;True;27
12;4;79910528;30;5.93;False;False;False;True;True;2
32;2;67880576;30;5.71;False;False;False;True;True;32
8;3;61541376;30;3.62;False;False;False;False;True;0
22;2;57292288;30;4.4;False;False;False;True;True;22
30;2;67100032;30;4.2;False;False;False;True;True;30
7;2;54558848;30;3.31;False;False;False;True;True;6
20;4;55223680;30;5.62;False;False;False;False;True;1
9;4;60468992;30;4.13;False;False;False;False;True;0
12;4;56392704;30;4.12;False;False;False;False;True;0
26;3;73192576;30;5.38;False;False;False;True;True;26
9;2;57595008;30;4.7;False;False;False;False;True;1
16;2;66577024;30;3.75;False;False;False;True;True;16
5;3;53040768;30;3.3;False;False;False;False;True;0
18;4;66634112;30;5.77;False;False;False;False;True;0
13;4;74802304;30;6.28;False;False;False;True;True;2
27;2;58737664;30;3.55;False;False;False;True;True;27
4;3;76828032;30;3.31;False;False;False;False;True;0
4;3;56555904;30;2.66;False;False;False;False;True;0
29;3;56642944;30;5.13;False;False;False;True;True;29
23;2;59092736;30;4.42;False;False;False;True;True;23
32;3;54434944;30;6.44;False;False;False;True;True;8
30;2;70599680;30;4.08;False;False;False;True;True;30
13;3;73997952;30;4.25;False;False;False;True;True;13
32;4;54159744;30;6.4;False;False;False;True;True;2
9;4;70934528;30;5.29;False;False;False;False;True;0
8;2;68919552;30;3.91;False;False;False;False;True;1
10;3;60340224;30;4.24;False;False;False;False;True;1
8;2;61335296;30;3.58;False;False;False;False;True;1
23;3;58736384;30;6.79;False;False;False;False;True;1
29;2;77329664;30;4.43;False;False;False;True;True;29
16;4;58915200;30;4.45;False;False;False;False;True;0
13;3;65779840;30;5.35;False;False;False;True;True;2
13;2;68174848;30;3.68;False;False;False;True;True;13
27;3;66635392;30;5.15;False;False;False;True;True;27
25;4;55547776;30;6.64;False;False;False;True;True;4
17;4;74879744;30;5.76;False;False;False;True;True;3
24;3;58566016;30;4.47;False;False;False;True;True;24
17;2;63758976;30;3.78;False;False;False;True;True;17
31;4;64094848;30;5.69;False;False;False;True;True;31
4;4;67270400;30;3.03;False;False;False;False;True;0
27;4;76217856;30;5.79;False;False;False;True;True;27
32;3;53949952;30;5.51;False;False;False;True;True;16
4;4;59133312;30;2.91;False;False;False;False;True;0
25;3;68364288;30;5.14;False;False;False;True;True;25
28;4;64091392;30;8.3;False;False;False;False;True;1
20;3;51315328;30;4.99;False;False;False;False;True;1
4;3;62444544;30;2.78;False;False;False;False;True;0
11;2;67256064;30;3.38;False;False;False;True;True;11
6;3;55336960;30;3.72;False;False;False;False;True;0
26;3;53779584;30;6.2;False;False;False;False;True;1
32;4;72661120;30;6.66;False;False;False;True;True;32
15;4;58523136;30;5.38;False;False;False;True;True;2
9;3;63229824;30;4.23;False;False;False;False;True;1
14;3;51422592;30;4.4;False;False;False;False;True;1
20;2;62008448;30;3.93;False;False;False;True;True;20
23;3;56835968;30;6.23;False;False;False;False;True;1
4;2;54377728;30;2.63;False;False;False;False;True;0
25;4;76786304;30;5.88;False;False;False;True;True;25
26;3;67893632;30;5.17;False;False;False;True;True;26
12;2;76009344;30;3.71;False;False;False;True;True;12
24;3;79028736;30;5.34;False;False;False;True;True;24
32;3;59611136;30;5.11;False;False;False;True;True;32
30;2;69176960;30;4.26;False;False;False;True;True;30
28;2;79923712;30;4.37;False;False;False;True;True;28
5;4;52920448;30;3.19;False;False;False;False;True;0
25;2;64117504;30;3.53;False;False;False;True;True;25
16;4;54301440;30;3.67;False;False;False;False;True;0
16;4;66296960;30;4.69;False;False;False;False;True;0
27;2;59973248;30;3.82;False;False;False;True;True;27
30;4;68756352;30;6.45;False;False;False;True;True;30
30;2;77004288;30;4.46;False;False;False;True;True;30
32;3;62458880;30;5.41;False;False;False;True;True;32
14;3;66809344;30;4.64;False;False;False;True;True;14
28;4;50110720;30;6.72;False;False;False;True;True;2
23;3;50922112;30;5.67;False;False;False;True;True;3
14;3;74300672;30;4.51;False;False;False;True;True;14
31;3;73921792;30;4.83;False;False;False;True;True;31
8;3;59568256;30;2.99;False;False;False;False;True;0
7;3;54957952;30;3.74;False;False;False;False;True;0
6;3;74640256;30;4.65;False;False;False;False;True;1
10;2;53381504;30;3.96;False;False;False;True;True;2
30;2;78438912;30;4.68;False;False;False;True;True;30
17;3;68624000;30;4.66;False;False;False;True;True;17
21;2;79640064;30;3.56;False;False;False;True;True;21
10;3;76726656;30;4.57;False;False;False;True;True;10
20;3;56701312;30;5.15;False;False;False;True;True;2
4;4;51354752;30;2.61;False;False;False;False;True;0
20;4;78975232;30;5.46;False;False;False;True;True;20
13;4;64173568;30;4.91;False;False;False;False;True;0
22;2;76892288;30;4.49;False;False;False;True;True;22
15;4;76462208;30;6.08;False;False;False;True;True;4
20;2;69870464;30;4.17;False;False;False;True;True;20
4;4;59018880;30;2.67;False;False;False;False;True;0
21;4;55413248;30;5.63;False;False;False;False;True;0
16;3;64900480;30;4.43;False;False;False;False;True;1
4;4;73931264;30;3.27;False;False;False;False;True;0
20;3;62198016;30;6.63;False;False;False;False;True;1
10;4;77321344;30;4.98;False;False;False;False;True;0
28;4;78597504;30;6.5;False;False;False;True;True;28
10;3;62023936;30;4.39;False;False;False;False;True;1
19;3;66777216;30;6.43;False;False;False;False;True;1
7;4;60597632;30;3.97;False;False;False;False;True;0
29;2;56669056;30;3.6;False;False;False;True;True;29
5;2;64672768;30;4.08;False;False;False;False;True;1
11;4;71110784;30;4.77;False;False;False;False;True;0
10;4;51238016;30;3.63;False;False;False;False;True;0
27;4;62968832;30;8.33;False;False;False;False;True;1
26;4;75419520;30;5.49;False;False;False;True;True;26
18;2;77718016;30;3.28;False;False;False;True;True;18
4;4;76148864;30;3.32;False;False;False;False;True;0
12;2;58880640;30;3.51;False;False;False;True;True;12
19;4;62563840;30;5.99;False;False;False;False;True;1
26;4;52371072;30;6.39;False;False;False;True;True;2
32;2;79370752;30;7.01;False;False;False;True;True;32
10;2;73651328;30;4.42;False;False;False;True;True;10
8;3;66157568;30;3.92;False;False;False;False;True;0
10;2;62201472;30;3.19;False;False;False;True;True;10
32;2;75647104;30;5.67;False;False;False;True;True;32
25;3;73807360;30;5.51;False;False;False;True;True;25
8;4;77135360;30;4.35;False;False;False;False;True;0
29;3;71542272;30;6.01;False;False;False;True;True;29
20;3;72639616;30;6.8;False;False;False;False;True;1
15;4;69803776;30;5.68;False;False;False;True;True;2
5;3;54259712;30;3.32;False;False;False;False;True;0
12;4;61643904;30;4.75;False;False;False;False;True;0
17;4;51273728;30;4.09;False;False;False;False;True;0
6;4;60753792;30;4.0;False;False;False;False;True;0
28;3;79145600;30;4.73;False;False;False;True;True;28
4;3;72265472;30;3.18;False;False;False;False;True;0
20;3;67430144;30;6.67;False;False;False;False;True;1
5;2;63549184;30;3.43;False;False;False;True;True;5
