N;DELAY;BUF_SIZE;TIMEOUT;TIME;DEADLOCK;DEADLOCK DETECTION;SEGFAULT;ABORT;RIGHT RESULT;KILLED;WHERE
10;3;52876288;30;4.08;False;False;False;False;True;0;UNKNOWN
16;4;70021760;30;5.26;False;False;False;False;True;1;UNKNOWN
25;4;63475328;30;5.58;False;False;False;True;True;25;ALLGATHER
29;2;60501120;30;3.97;False;False;False;True;True;29;UNKNOWN
21;2;63347840;30;3.93;False;False;False;True;True;21;REDUCE-SCATTER
31;3;54886528;30;5.29;False;False;False;True;True;31;REDUCE-SCATTER
9;3;63746944;30;4.44;False;False;False;False;True;1;UNKNOWN
30;3;74310144;30;6.32;False;False;False;True;True;30;REDUCE-SCATTER
26;3;54787584;30;4.49;False;False;False;True;True;26;REDUCE-SCATTER
16;3;55566848;30;4.31;False;False;False;False;True;1;UNKNOWN
15;2;76114176;30;3.42;False;False;False;True;True;15;UNKNOWN
9;4;76723072;30;5.59;False;False;False;True;True;2;UNKNOWN
12;4;56536832;30;4.6;False;False;False;False;True;0;UNKNOWN
11;4;58847232;30;4.6;False;False;False;False;True;0;UNKNOWN
31;4;53994112;30;8.09;False;False;False;False;True;1;REDUCE-SCATTER
11;2;52159104;30;4.59;False;False;False;False;True;1;ALLGATHER
13;4;77728768;30;5.96;False;False;False;True;True;2;UNKNOWN
32;4;67857920;30;6.2;False;False;False;True;True;32;ALLGATHER
14;3;62719872;30;5.31;False;False;False;False;True;1;ALLGATHER
13;2;56105472;30;3.31;False;False;False;True;True;13;REDUCE-SCATTER
31;4;69508224;30;6.64;False;False;False;True;True;31;REDUCE-SCATTER
21;3;58640000;30;6.36;False;False;False;False;True;1;REDUCE-SCATTER
14;2;75224064;30;3.56;False;False;False;True;True;14;UNKNOWN
14;3;69626240;30;5.85;False;False;False;False;True;1;REDUCE-SCATTER
27;3;67909120;30;5.5;False;False;False;True;True;27;REDUCE-SCATTER
6;3;70895232;30;4.56;False;False;False;False;True;1;UNKNOWN
27;4;72027136;30;5.56;False;False;False;True;True;27;REDUCE-SCATTER
4;3;72877952;30;3.29;False;False;False;False;True;0;UNKNOWN
18;3;60107904;30;5.02;False;False;False;False;True;1;UNKNOWN
10;3;73334272;30;5.53;False;False;False;False;True;1;ALLGATHER
26;2;60054400;30;3.49;False;False;False;True;True;26;UNKNOWN
26;3;79190784;30;4.53;False;False;False;True;True;26;UNKNOWN
11;4;71174016;30;5.31;False;False;False;False;True;1;UNKNOWN
18;3;56649984;30;4.56;False;False;False;False;True;1;UNKNOWN
13;3;79354112;30;4.62;False;False;False;True;True;13;ALLGATHER
26;4;54742272;30;7.16;False;False;False;False;True;1;ALLGATHER
8;2;53431680;30;3.16;False;False;False;False;True;1;UNKNOWN
29;4;51147392;30;7.3;False;False;False;False;True;1;ALLGATHER
6;3;62414848;30;3.7;False;False;False;False;True;0;UNKNOWN
26;4;68392960;30;5.57;False;False;False;True;True;26;REDUCE-SCATTER
7;3;60053120;30;3.66;False;False;False;False;True;0;UNKNOWN
17;4;54248960;30;4.72;False;False;False;False;True;0;UNKNOWN
4;3;68801664;30;3.44;False;False;False;False;True;0;UNKNOWN
29;2;71201408;30;3.72;False;False;False;True;True;29;UNKNOWN
12;3;65177984;30;4.86;False;False;False;True;True;2;UNKNOWN
19;2;73847936;30;4.4;False;False;False;True;True;19;REDUCE-SCATTER
30;2;75105024;30;4.6;False;False;False;True;True;30;UNKNOWN
15;3;74248320;30;4.67;False;False;False;True;True;15;REDUCE-SCATTER
18;2;56796672;30;3.6;False;False;False;True;True;18;REDUCE-SCATTER
30;4;65542656;30;6.07;False;False;False;True;True;30;REDUCE-SCATTER
30;3;61575936;30;5.27;False;False;False;True;True;30;REDUCE-SCATTER
13;4;53773568;30;4.18;False;False;False;False;True;0;UNKNOWN
18;4;74115968;30;5.3;False;False;False;False;True;0;UNKNOWN
12;3;65410432;30;4.75;False;False;False;True;True;2;UNKNOWN
10;4;79466112;30;5.56;False;False;False;False;True;0;UNKNOWN
22;3;56667904;30;6.47;False;False;False;False;True;1;REDUCE-SCATTER
27;2;59790976;30;3.53;False;False;False;True;True;27;UNKNOWN
13;4;62060928;30;4.81;False;False;False;False;True;0;UNKNOWN
9;2;56216320;30;4.01;False;False;False;False;True;1;ALLGATHER
30;2;76894720;30;3.99;False;False;False;True;True;30;UNKNOWN
27;2;72744448;30;3.89;False;False;False;True;True;27;UNKNOWN
23;3;62487552;30;4.47;False;False;False;True;True;23;REDUCE-SCATTER
5;3;79862912;30;5.05;False;False;False;False;True;1;ALLGATHER
29;3;75160960;30;5.71;False;False;False;True;True;29;REDUCE-SCATTER
13;3;54025088;30;4.43;False;False;False;False;True;1;UNKNOWN
32;3;65130368;30;5.24;False;False;False;True;True;32;REDUCE-SCATTER
8;4;58791296;30;3.18;False;False;False;False;True;0;UNKNOWN
23;3;57074304;30;4.61;False;False;False;True;True;23;ALLGATHER
21;4;64538240;30;6.4;False;False;False;False;True;1;ALLGATHER
24;3;66607872;30;5.11;False;False;False;True;True;24;REDUCE-SCATTER
10;4;62359936;30;4.05;False;False;False;False;True;0;UNKNOWN
16;2;73470080;30;3.49;False;False;False;True;True;16;REDUCE-SCATTER
8;3;62392192;30;3.82;False;False;False;False;True;0;UNKNOWN
20;2;53372032;30;5.12;False;False;False;False;True;1;REDUCE-SCATTER
15;3;59576448;30;5.29;False;False;False;False;True;1;ALLGATHER
7;2;60776448;30;3.24;False;False;False;True;True;7;ALLGATHER
22;2;54649344;30;4.22;False;False;False;True;True;22;REDUCE-SCATTER
9;2;50046464;30;3.46;False;False;False;False;True;1;UNKNOWN
7;4;54089344;30;3.68;False;False;False;False;True;0;UNKNOWN
5;3;57311360;30;3.87;False;False;False;False;True;0;UNKNOWN
5;4;76524160;30;4.34;False;False;False;False;True;0;UNKNOWN
18;2;73895552;30;4.12;False;False;False;True;True;18;REDUCE-SCATTER
26;3;78763008;30;5.43;False;False;False;True;True;26;REDUCE-SCATTER
27;4;56480896;30;6.91;False;False;False;False;True;1;ALLGATHER
10;2;64189056;30;3.67;False;False;False;True;True;10;ALLGATHER
14;3;55023488;30;4.42;False;False;False;False;True;1;UNKNOWN
26;3;61449728;30;5.29;False;False;False;True;True;26;REDUCE-SCATTER
25;2;77009152;30;3.63;False;False;False;True;True;25;UNKNOWN
32;2;70179072;30;4.84;False;False;False;True;True;32;REDUCE-SCATTER
5;2;57963136;30;3.69;False;False;False;False;True;1;ALLGATHER
10;3;60837248;30;3.98;False;False;False;False;True;0;UNKNOWN
23;2;54680320;30;4.04;False;False;False;True;True;23;REDUCE-SCATTER
27;4;73060224;30;5.87;False;False;False;True;True;27;REDUCE-SCATTER
23;2;73484416;30;3.55;False;False;False;True;True;23;UNKNOWN
24;2;56402176;30;4.12;False;False;False;True;True;24;REDUCE-SCATTER
10;3;62155008;30;4.5;False;False;False;False;True;0;UNKNOWN
8;3;50633856;30;3.07;False;False;False;False;True;0;UNKNOWN
29;3;59550336;30;5.22;False;False;False;True;True;29;REDUCE-SCATTER
6;4;60702592;30;3.74;False;False;False;False;True;0;UNKNOWN
30;2;56196096;30;3.68;False;False;False;True;True;30;UNKNOWN
18;4;61857152;30;5.15;False;False;False;False;True;0;UNKNOWN
26;2;60851456;30;3.44;False;False;False;True;True;26;UNKNOWN
12;3;56236544;30;4.28;False;False;False;False;True;0;UNKNOWN
14;4;61125504;30;4.79;False;False;False;False;True;0;UNKNOWN
23;3;72227328;30;4.83;False;False;False;True;True;23;REDUCE-SCATTER
22;2;54788864;30;3.84;False;False;False;True;True;22;REDUCE-SCATTER
31;3;73977728;30;4.66;False;False;False;True;True;31;UNKNOWN
15;2;52404480;30;4.37;False;False;False;False;True;1;REDUCE-SCATTER
13;2;50282368;30;3.97;False;False;False;False;True;1;ALLGATHER
25;3;50235776;30;6.4;False;False;False;False;True;1;REDUCE-SCATTER
9;2;57307776;30;3.44;False;False;False;True;True;9;ALLGATHER
11;4;68173568;30;5.4;False;False;False;False;True;0;UNKNOWN
30;2;51411968;30;3.61;False;False;False;True;True;30;UNKNOWN
30;2;56918144;30;3.74;False;False;False;True;True;30;UNKNOWN
4;4;71048832;30;3.2;False;False;False;False;True;0;UNKNOWN
26;4;61534208;30;8.03;False;False;False;False;True;1;REDUCE-SCATTER
17;4;75909248;30;8.02;False;False;False;False;True;1;REDUCE-SCATTER
17;3;60542848;30;5.23;False;False;False;False;True;1;ALLGATHER
21;3;50310912;30;5.3;False;False;False;False;True;1;ALLGATHER
21;3;72425088;30;4.65;False;False;False;True;True;21;REDUCE-SCATTER
19;3;67376512;30;6.85;False;False;False;False;True;1;REDUCE-SCATTER
19;2;79497088;30;4.53;False;False;False;True;True;19;REDUCE-SCATTER
31;2;50967424;30;5.11;False;False;False;True;True;31;REDUCE-SCATTER
24;3;74646144;30;5.5;False;False;False;True;True;24;REDUCE-SCATTER
26;4;75594624;30;5.73;False;False;False;True;True;26;REDUCE-SCATTER
6;4;73573888;30;4.89;False;False;False;False;True;0;UNKNOWN
26;3;54059648;30;6.87;False;False;False;False;True;1;REDUCE-SCATTER
7;2;61695104;30;4.67;False;False;False;False;True;1;REDUCE-SCATTER
20;4;53886848;30;5.23;False;False;False;False;True;0;UNKNOWN
6;2;74211328;30;3.17;False;False;False;True;True;6;REDUCE-SCATTER
10;2;60995584;30;4.19;False;False;False;False;True;1;ALLGATHER
9;4;61392512;30;4.06;False;False;False;False;True;0;UNKNOWN
29;3;64047232;30;5.5;False;False;False;True;True;29;REDUCE-SCATTER
28;3;58227584;30;4.96;False;False;False;True;True;28;REDUCE-SCATTER
17;4;64035328;30;5.68;False;False;False;False;True;1;UNKNOWN
19;3;59354880;30;6.46;False;False;False;False;True;1;REDUCE-SCATTER
11;4;74238720;30;5.47;False;False;False;False;True;1;UNKNOWN
30;4;63347840;30;5.65;False;False;False;True;True;30;REDUCE-SCATTER
4;4;73240192;30;3.18;False;False;False;False;True;0;UNKNOWN
19;4;65062400;30;6.66;False;False;False;False;True;1;ALLGATHER
7;2;63682688;30;4.05;False;False;False;False;True;1;REDUCE-SCATTER
27;3;58836608;30;5.03;False;False;False;True;True;27;REDUCE-SCATTER
25;3;64707328;30;5.05;False;False;False;True;True;25;REDUCE-SCATTER
25;4;60821632;30;7.31;False;False;False;False;True;1;ALLGATHER
26;3;53254144;30;30.2;True;False;False;False;True;1;REDUCE-SCATTER
6;4;67213184;30;4.18;False;False;False;False;True;0;UNKNOWN
4;4;59986432;30;2.79;False;False;False;False;True;0;UNKNOWN
21;2;55228416;30;3.44;False;False;False;True;True;21;REDUCE-SCATTER
14;3;60348672;30;4.7;False;False;False;False;True;0;UNKNOWN
23;3;61853568;30;6.51;False;False;False;False;True;1;REDUCE-SCATTER
12;2;58816256;30;3.28;False;False;False;True;True;12;ALLGATHER
7;3;66564992;30;4.44;False;False;False;False;True;0;UNKNOWN
6;4;79715200;30;4.74;False;False;False;False;True;0;UNKNOWN
22;3;70862976;30;4.68;False;False;False;True;True;22;REDUCE-SCATTER
15;4;78419840;30;7.61;False;False;False;False;True;1;REDUCE-SCATTER
22;3;72607488;30;4.97;False;False;False;True;True;22;REDUCE-SCATTER
9;2;54374144;30;3.87;False;False;False;False;True;1;ALLGATHER
4;3;79304064;30;3.78;False;False;False;False;True;0;UNKNOWN
17;4;60747776;30;5.12;False;False;False;False;True;0;UNKNOWN
17;4;76561024;30;6.74;False;False;False;False;True;1;ALLGATHER
12;2;75415936;30;4.15;False;False;False;True;True;12;REDUCE-SCATTER
7;3;59108224;30;3.83;False;False;False;False;True;0;UNKNOWN
17;3;60880128;30;5.21;False;False;False;False;True;1;ALLGATHER
30;4;65676160;30;5.86;False;False;False;True;True;30;REDUCE-SCATTER
10;2;58644736;30;3.3;False;False;False;True;True;10;ALLGATHER
23;4;62626944;30;7.04;False;False;False;False;True;1;ALLGATHER
27;2;55123584;30;4.68;False;False;False;True;True;27;REDUCE-SCATTER
10;4;74531840;30;5.52;False;False;False;False;True;1;UNKNOWN
12;2;74120704;30;3.31;False;False;False;True;True;12;UNKNOWN
4;2;59565824;30;3.02;False;False;False;False;True;0;UNKNOWN
7;3;69176960;30;4.09;False;False;False;False;True;0;UNKNOWN
30;4;72731392;30;6.5;False;False;False;True;True;30;REDUCE-SCATTER
29;4;54100096;30;7.59;False;False;False;False;True;1;REDUCE-SCATTER
27;3;61996544;30;4.95;False;False;False;True;True;27;REDUCE-SCATTER
14;3;70613888;30;5.29;False;False;False;False;True;1;ALLGATHER
7;4;66153984;30;4.16;False;False;False;False;True;0;UNKNOWN
29;2;70300544;30;3.91;False;False;False;True;True;29;UNKNOWN
19;4;69556992;30;6.73;False;False;False;False;True;1;ALLGATHER
22;2;53548416;30;3.83;False;False;False;True;True;22;REDUCE-SCATTER
21;4;75644800;30;7.55;False;False;False;False;True;1;REDUCE-SCATTER
10;3;58015488;30;4.23;False;False;False;False;True;0;UNKNOWN
19;2;61132672;30;3.84;False;False;False;True;True;19;REDUCE-SCATTER
5;3;54194304;30;3.62;False;False;False;False;True;0;UNKNOWN
21;2;50310912;30;3.71;False;False;False;True;True;21;REDUCE-SCATTER
32;4;61875072;30;6.57;False;False;False;True;True;32;ALLGATHER
29;4;65352064;30;6.1;False;False;False;True;True;29;REDUCE-SCATTER
4;4;70370944;30;3.14;False;False;False;False;True;0;UNKNOWN
31;3;64940928;30;6.24;False;False;False;True;True;31;REDUCE-SCATTER
16;2;78487808;30;3.79;False;False;False;True;True;16;REDUCE-SCATTER
12;4;65095808;30;4.78;False;False;False;False;True;0;UNKNOWN
4;3;56714368;30;2.88;False;False;False;False;True;0;UNKNOWN
11;2;52022016;30;3.94;False;False;False;True;True;2;UNKNOWN
25;4;58506496;30;7.67;False;False;False;False;True;1;REDUCE-SCATTER
31;2;62762752;30;3.65;False;False;False;True;True;31;UNKNOWN
12;2;73277056;30;3.55;False;False;False;True;True;12;REDUCE-SCATTER
12;4;57823744;30;4.27;False;False;False;False;True;0;UNKNOWN
26;3;50239360;30;6.6;False;False;False;False;True;1;REDUCE-SCATTER
16;3;76316800;30;4.91;False;False;False;True;True;16;ALLGATHER
11;3;68156928;30;4.86;False;False;False;True;True;2;UNKNOWN
10;4;64811008;30;4.69;False;False;False;False;True;0;UNKNOWN
18;2;62865280;30;3.52;False;False;False;True;True;18;REDUCE-SCATTER
8;3;64025856;30;3.46;False;False;False;False;True;0;UNKNOWN
14;4;66905856;30;5.25;False;False;False;False;True;1;UNKNOWN
25;2;67794688;30;3.59;False;False;False;True;True;25;UNKNOWN
26;3;60112640;30;5.06;False;False;False;True;True;26;REDUCE-SCATTER
23;3;60119808;30;4.39;False;False;False;True;True;23;REDUCE-SCATTER
11;4;55004416;30;4.37;False;False;False;False;True;0;UNKNOWN
28;2;78411520;30;4.04;False;False;False;True;True;28;UNKNOWN
24;4;58929536;30;6.61;False;False;False;False;True;1;ALLGATHER
17;3;50107136;30;4.26;False;False;False;False;True;0;UNKNOWN
22;4;53904640;30;5.72;False;False;False;True;True;2;UNKNOWN
21;4;63152384;30;6.17;False;False;False;False;True;1;ALLGATHER
17;2;64345088;30;3.87;False;False;False;True;True;17;REDUCE-SCATTER
21;4;57262464;30;5.73;False;False;False;False;True;1;UNKNOWN
30;3;78100608;30;4.89;False;False;False;True;True;30;UNKNOWN
25;2;55290496;30;4.15;False;False;False;True;True;25;REDUCE-SCATTER
19;4;61554560;30;5.63;False;False;False;False;True;1;UNKNOWN
31;2;52230528;30;3.66;False;False;False;True;True;31;UNKNOWN
23;2;68453632;30;4.74;False;False;False;True;True;23;REDUCE-SCATTER
24;2;69251968;30;5.02;False;False;False;True;True;24;REDUCE-SCATTER
23;4;58882944;30;6.27;False;False;False;False;True;1;ALLGATHER
9;4;58469632;30;4.26;False;False;False;False;True;0;UNKNOWN
10;3;75108608;30;5.93;False;False;False;False;True;1;ALLGATHER
10;3;62668672;30;4.54;False;False;False;False;True;1;UNKNOWN
